Year,UNIT_MEASURE,Regions,Value
2018,thousands hectares,,21.266485998193318
2018,thousands hectares,Akmola,571.6
2018,thousands hectares,Aktobe,2582.5
2018,thousands hectares,Almaty,5767.9
2018,thousands hectares,Atyrau,3133.9
2018,thousands hectares,Batys Kazakhstan,1875.9
2018,thousands hectares,Zhambyl,2636.7
2018,thousands hectares,Karagandy,960.1
2018,thousands hectares,Kostanay,769.9
2018,thousands hectares,Kyzylorda,2849.6
2018,thousands hectares,Mangistau,1456.3
2018,thousands hectares,Pavlodar,1297.2
2018,thousands hectares,Soltustik Kazakhstan,56.0
2018,thousands hectares,Turkistan,4066.6
2018,thousands hectares,Shygys Kazakhstan,1292.6
2018,thousands hectares,Almaty city,0.1
2018,thousands hectares,Shymkent city,23.2
2019,thousands hectares,Akmola,571.6
2019,thousands hectares,Aktobe,2582.5
2019,thousands hectares,Almaty,5767.9
2019,thousands hectares,Atyrau,3133.9
2019,thousands hectares,Batys Kazakhstan,1875.9
2019,thousands hectares,Zhambyl,2636.7
2019,thousands hectares,Karagandy,960.1
2019,thousands hectares,Kostanay,769.9
2019,thousands hectares,Kyzylorda,2849.6
2019,thousands hectares,Mangistau,1456.3
2019,thousands hectares,Pavlodar,1297.2
2019,thousands hectares,Soltustik Kazakhstan,56.0
2019,thousands hectares,Turkistan,4066.6
2019,thousands hectares,Shygys Kazakhstan,1292.6
2019,thousands hectares,Almaty city,0.1
2019,thousands hectares,Shymkent city,23.2
