Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shymkent city,14.505464503393243
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Shymkent city,17.254823928701647
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shymkent city,23.604852125206204
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Shymkent city,31.06627382453336
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Shymkent city,2.501921326809873
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,,35.553287910102604
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,,19.516016147864
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,,67.1475298806582
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,,48.34964407875351
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,,19.21913085433017
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,,20.52700427368517
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,,27.98932955459398
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,,23.472226389009325
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,,6.2879762689031145
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Akmola,66.80628710849555
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Akmola,36.24302334104736
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Akmola,67.20929008244904
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Akmola,50.426714975339536
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Akmola,32.1036262919254
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Akmola,19.97549661245903
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Akmola,48.21617433008367
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Akmola,49.41621202760296
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Akmola,5.624260447972188
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Aktobe,48.66748542935135
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Aktobe,18.67907251257437
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Aktobe,88.63860367696842
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Aktobe,49.061533053565306
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Aktobe,30.701864782644545
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Aktobe,23.47447586892275
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Aktobe,30.9969665276506
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Aktobe,38.20699651519557
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Aktobe,7.876612752735116
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty,30.022620904836195
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty,17.6801872074883
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Almaty,71.93232449774445
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Almaty,43.864664586583466
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty,21.52145085803432
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Almaty,17.966458658346333
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty,17.609594383775352
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty,10.904836193447736
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty,3.06396255850234
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Atyrau,39.347463343629066
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Atyrau,14.005751411225903
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Atyrau,79.84379821730084
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Atyrau,37.0610998686406
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Atyrau,11.12531212648371
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Atyrau,17.140625554727162
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Atyrau,23.338185346918973
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Atyrau,26.965361356670336
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Atyrau,8.37623223393806
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Batys Kazakhstan,35.30163419380553
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Batys Kazakhstan,25.372206982251296
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Batys Kazakhstan,84.89625188592765
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Batys Kazakhstan,56.80640547701109
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Batys Kazakhstan,21.36526693395231
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Batys Kazakhstan,10.777004056176876
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Batys Kazakhstan,29.488171437949877
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Batys Kazakhstan,16.85775245597993
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Batys Kazakhstan,3.825232702632998
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Zhambyl,27.97091961547738
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Zhambyl,14.09978919540302
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Zhambyl,54.01445098935621
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Zhambyl,46.581864540035646
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Zhambyl,12.546162447964468
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Zhambyl,19.54500036021588
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Zhambyl,20.57490454279208
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Zhambyl,22.99618171168321
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Zhambyl,6.275900304773957
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Karagandy,49.35117083336868
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Karagandy,38.72388918580352
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Karagandy,80.16832204961806
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Karagandy,60.69953087488017
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Karagandy,28.917788579814896
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Karagandy,36.13705579450114
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Karagandy,50.51281398722419
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Karagandy,41.83838229597016
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Karagandy,10.869337767258516
2017,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kostanay,51.81388599493973
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kostanay,35.98563774371186
