Year,UNIT_MEASURE,Regions,Value
2015,Number of individuals,Ontustik Kazakhstan,585.0
2015,Number of individuals,Pavlodar,784.0
2015,Number of individuals,Soltustik Kazakhstan,1239.0
2015,Number of individuals,Shygys Kazakhstan,6051.0
2015,Number of individuals,Nur-Sultan city,7881.0
2015,Number of individuals,Almaty city,50246.0
2016,Number of individuals,,77947.0
2016,Number of individuals,Akmola,371.0
2016,Number of individuals,Aktobe,451.0
2016,Number of individuals,Almaty,1686.0
2016,Number of individuals,Atyrau,1309.0
2016,Number of individuals,Batys Kazakhstan,2633.0
2016,Number of individuals,Zhambyl,3.0
2016,Number of individuals,Karagandy,1678.0
2016,Number of individuals,Kostanay,3731.0
2016,Number of individuals,Kyzylorda,1332.0
2016,Number of individuals,Mangistau,426.0
2016,Number of individuals,Ontustik Kazakhstan,340.0
2016,Number of individuals,Pavlodar,775.0
2016,Number of individuals,Soltustik Kazakhstan,1347.0
2016,Number of individuals,Shygys Kazakhstan,2265.0
2016,Number of individuals,Nur-Sultan city,9686.0
2016,Number of individuals,Almaty city,49914.0
2017,Number of individuals,,68392.0
2017,Number of individuals,Akmola,389.0
2017,Number of individuals,Aktobe,384.0
2017,Number of individuals,Almaty,1763.0
2017,Number of individuals,Atyrau,1462.0
2017,Number of individuals,Batys Kazakhstan,1679.0
2017,Number of individuals,Zhambyl,2.0
2017,Number of individuals,Karagandy,1713.0
2017,Number of individuals,Kostanay,2431.0
2017,Number of individuals,Kyzylorda,102.0
2017,Number of individuals,Mangistau,231.0
2017,Number of individuals,Ontustik Kazakhstan,346.0
2017,Number of individuals,Pavlodar,844.0
2017,Number of individuals,Soltustik Kazakhstan,1379.0
2017,Number of individuals,Shygys Kazakhstan,2320.0
2017,Number of individuals,Nur-Sultan city,4513.0
2017,Number of individuals,Almaty city,48834.0
2018,Number of individuals,,69510.0
2018,Number of individuals,Akmola,417.0
2018,Number of individuals,Aktobe,414.0
2018,Number of individuals,Almaty,1838.0
2018,Number of individuals,Atyrau,1887.0
2018,Number of individuals,Batys Kazakhstan,1809.0
2018,Number of individuals,Karagandy,1229.0
2018,Number of individuals,Kostanay,2432.0
2018,Number of individuals,Kyzylorda,295.0
2018,Number of individuals,Mangistau,231.0
2018,Number of individuals,Pavlodar,951.0
2018,Number of individuals,Soltustik Kazakhstan,1209.0
2018,Number of individuals,Turkistan,326.0
2018,Number of individuals,Shygys Kazakhstan,2246.0
2018,Number of individuals,Nur-Sultan city,5324.0
2018,Number of individuals,Almaty city,48779.0
2018,Number of individuals,Shymkent city,123.0
2019,Number of individuals,,69389.0
2019,Number of individuals,Akmola,480.0
2019,Number of individuals,Aktobe,1108.0
2019,Number of individuals,Almaty,2438.0
2019,Number of individuals,Atyrau,1897.0
2019,Number of individuals,Batys Kazakhstan,1880.0
2019,Number of individuals,Karagandy,1251.0
2019,Number of individuals,Kostanay,0.0
2019,Number of individuals,Kyzylorda,343.0
2019,Number of individuals,Mangistau,216.0
2019,Number of individuals,Pavlodar,985.0
2019,Number of individuals,Soltustik Kazakhstan,1383.0
2019,Number of individuals,Turkistan,303.0
2019,Number of individuals,Shygys Kazakhstan,2114.0
2019,Number of individuals,Nur-Sultan city,5278.0
2019,Number of individuals,Almaty city,49589.0
2019,Number of individuals,Shymkent city,124.0
