Year,UNIT_MEASURE,Өңірлер,Value
2017,мың теңге,,1735.9
2017,мың теңге,Ақмола,1657.0
2017,мың теңге,Ақтөбе,2680.5
2017,мың теңге,Алматы,1449.9
2017,мың теңге,Атырау,6407.0
2017,мың теңге,Батыс Қазақстан,1106.0
2017,мың теңге,Жамбыл,957.4
2017,мың теңге,Қарағанды,3118.7
2017,мың теңге,Қостанай,1446.5
2017,мың теңге,Қызылорда,1649.7
2017,мың теңге,Маңғыстау,6516.1
2017,мың теңге,Оңтүстік Қазақстан,1551.7
2017,мың теңге,Павлодар,1487.7
2017,мың теңге,Солтүстік Қазақстан,2615.7
2017,мың теңге,Шығыс Қазақстан,2550.6
2017,мың теңге,Нұр-Сұлтан қаласы,3141.7
2017,мың теңге,Алматы қаласы,2276.6
2018,мың теңге,,2076.6
2018,мың теңге,Ақмола,1921.8
2018,мың теңге,Ақтөбе,4239.8
2018,мың теңге,Алматы,2069.4
2018,мың теңге,Атырау,7037.0
2018,мың теңге,Батыс Қазақстан,1105.7
2018,мың теңге,Жамбыл,1024.7
2018,мың теңге,Қарағанды,3347.5
2018,мың теңге,Қостанай,1780.1
2018,мың теңге,Қызылорда,2291.8
2018,мың теңге,Маңғыстау,11807.3
2018,мың теңге,Павлодар,1757.4
2018,мың теңге,Солтүстік Қазақстан,2781.3
2018,мың теңге,Түркістан,1725.6
2018,мың теңге,Шығыс Қазақстан,3077.7
2018,мың теңге,Нұр-Сұлтан қаласы,2134.8
2018,мың теңге,Алматы қаласы,2245.8
2018,мың теңге,Шымкент қаласы,2034.2
2019,мың теңге,,2466.0
2019,мың теңге,Ақмола,2345.4
2019,мың теңге,Ақтөбе,4751.0
2019,мың теңге,Алматы,2361.0
2019,мың теңге,Атырау,8015.6
2019,мың теңге,Батыс Қазақстан,1933.4
2019,мың теңге,Жамбыл,1201.1
2019,мың теңге,Қарағанды,3342.6
2019,мың теңге,Қостанай,1928.9
2019,мың теңге,Қызылорда,2803.2
2019,мың теңге,Маңғыстау,12144.9
2019,мың теңге,Павлодар,2044.4
2019,мың теңге,Солтүстік Қазақстан,3575.4
2019,мың теңге,Түркістан,1981.0
2019,мың теңге,Шығыс Қазақстан,3327.2
2019,мың теңге,Нұр-Сұлтан қаласы,1167.9
2019,мың теңге,Алматы қаласы,2217.5
2019,мың теңге,Шымкент қаласы,2709.3
