Year,UNIT_MEASURE,Өңірлер,Value
2014,2010 жылғы бағаларда пайызбен,Маңғыстау,4.0
2014,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,20.2
2014,2010 жылғы бағаларда пайызбен,Павлодар,24.1
2014,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,7.8
2014,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,23.8
2014,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,3.6
2014,2010 жылғы бағаларда пайызбен,Алматы қаласы,4.3
2014,"2010 жылғы бағаларда, АҚШ доллар",,1118.4
2014,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,902.7
2014,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,925.0
2014,"2010 жылғы бағаларда, АҚШ доллар",Алматы,694.6
2014,"2010 жылғы бағаларда, АҚШ доллар",Атырау,1903.3
2014,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,710.8
2014,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,506.1
2014,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,2878.9
2014,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,744.9
2014,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,250.8
2014,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,745.4
2014,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,689.9
2014,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,2707.9
2014,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,534.8
2014,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,1913.2
2014,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,786.5
2014,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,1068.4
2015,2010 жылғы бағаларда пайызбен,,10.4
2015,2010 жылғы бағаларда пайызбен,Ақмола,14.8
2015,2010 жылғы бағаларда пайызбен,Ақтөбе,7.8
2015,2010 жылғы бағаларда пайызбен,Алматы,14.9
2015,2010 жылғы бағаларда пайызбен,Атырау,5.1
2015,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,3.9
2015,2010 жылғы бағаларда пайызбен,Жамбыл,12.5
2015,2010 жылғы бағаларда пайызбен,Қарағанды,28.2
2015,2010 жылғы бағаларда пайызбен,Қостанай,8.7
2015,2010 жылғы бағаларда пайызбен,Қызылорда,3.1
2015,2010 жылғы бағаларда пайызбен,Маңғыстау,3.5
2015,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,20.2
2015,2010 жылғы бағаларда пайызбен,Павлодар,23.3
2015,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,7.8
2015,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,21.6
2015,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,3.6
2015,2010 жылғы бағаларда пайызбен,Алматы қаласы,3.9
2015,"2010 жылғы бағаларда, АҚШ доллар",,1105.0
2015,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,968.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,902.8
2015,"2010 жылғы бағаларда, АҚШ доллар",Алматы,736.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Атырау,1828.8
2015,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,507.4
2015,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,441.2
2015,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,3166.2
2015,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,670.1
2015,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,252.3
2015,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,631.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,687.8
2015,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,2612.2
2015,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,541.2
2015,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,1739.4
2015,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,798.1
2015,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,951.9
2016,2010 жылғы бағаларда пайызбен,,10.5
2016,2010 жылғы бағаларда пайызбен,Ақмола,14.8
2016,2010 жылғы бағаларда пайызбен,Ақтөбе,8.9
2016,2010 жылғы бағаларда пайызбен,Алматы,14.1
2016,2010 жылғы бағаларда пайызбен,Атырау,5.1
2016,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,3.9
2016,2010 жылғы бағаларда пайызбен,Жамбыл,12.6
2016,2010 жылғы бағаларда пайызбен,Қарағанды,29.6
2016,2010 жылғы бағаларда пайызбен,Қостанай,9.4
2016,2010 жылғы бағаларда пайызбен,Қызылорда,3.8
2016,2010 жылғы бағаларда пайызбен,Маңғыстау,3.7
2016,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,21.0
2016,2010 жылғы бағаларда пайызбен,Павлодар,23.5
2016,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,7.6
2016,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,21.6
2016,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,3.5
2016,2010 жылғы бағаларда пайызбен,Алматы қаласы,3.8
2016,"2010 жылғы бағаларда, АҚШ доллар",,1109.1
2016,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,998.8
2016,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,1034.2
2016,"2010 жылғы бағаларда, АҚШ доллар",Алматы,696.4
2016,"2010 жылғы бағаларда, АҚШ доллар",Атырау,1871.1
2016,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,524.5
2016,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,453.1
2016,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,3391.0
2016,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,705.9
2016,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,297.5
2016,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,654.8
2016,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,715.3
2016,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,2614.8
2016,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,535.3
2016,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,1778.9
2016,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,750.1
2016,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,923.6
2017,2010 жылғы бағаларда пайызбен,,10.7
2017,2010 жылғы бағаларда пайызбен,Ақмола,14.9
2017,2010 жылғы бағаларда пайызбен,Ақтөбе,9.3
2017,2010 жылғы бағаларда пайызбен,Алматы,14.3
2017,2010 жылғы бағаларда пайызбен,Атырау,4.6
2017,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,3.9
2017,2010 жылғы бағаларда пайызбен,Жамбыл,12.4
2017,2010 жылғы бағаларда пайызбен,Қарағанды,29.5
2017,2010 жылғы бағаларда пайызбен,Қостанай,9.6
2017,2010 жылғы бағаларда пайызбен,Қызылорда,4.0
2017,2010 жылғы бағаларда пайызбен,Маңғыстау,4.0
2017,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,21.8
2017,2010 жылғы бағаларда пайызбен,Павлодар,23.7
2017,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,8.0
2017,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,21.6
2017,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,3.8
2017,2010 жылғы бағаларда пайызбен,Алматы қаласы,3.9
2017,"2010 жылғы бағаларда, АҚШ доллар",,1161.5
2017,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,1033.7
2017,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,1109.8
2017,"2010 жылғы бағаларда, АҚШ доллар",Алматы,720.7
2017,"2010 жылғы бағаларда, АҚШ доллар",Атырау,1905.3
2017,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,535.5
2017,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,461.1
2017,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,3512.8
2017,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,756.2
2017,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,309.4
2017,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,677.2
2017,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,755.3
2017,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,2753.2
2017,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,589.1
2017,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,1814.9
2017,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,768.0
2017,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,942.1
2018,2010 жылғы бағаларда пайызбен,,10.7
2018,2010 жылғы бағаларда пайызбен,Ақмола,15.4
2018,2010 жылғы бағаларда пайызбен,Ақтөбе,9.7
2018,2010 жылғы бағаларда пайызбен,Алматы,14.3
2018,2010 жылғы бағаларда пайызбен,Атырау,4.4
2018,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,4.5
2018,2010 жылғы бағаларда пайызбен,Жамбыл,12.4
2018,2010 жылғы бағаларда пайызбен,Қарағанды,28.7
2018,2010 жылғы бағаларда пайызбен,Қостанай,9.7
2018,2010 жылғы бағаларда пайызбен,Қызылорда,3.9
2018,2010 жылғы бағаларда пайызбен,Маңғыстау,4.4
2018,2010 жылғы бағаларда пайызбен,Павлодар,23.7
2018,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,7.8
2018,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,22.8
2018,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,4.1
2018,2010 жылғы бағаларда пайызбен,Алматы қаласы,4.0
2018,2010 жылғы бағаларда пайызбен,Шымкент қаласы,22.6
2018,"2010 жылғы бағаларда, АҚШ доллар",,1182.0
2018,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,1109.4
2018,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,1201.8
2018,"2010 жылғы бағаларда, АҚШ доллар",Алматы,735.7
2018,"2010 жылғы бағаларда, АҚШ доллар",Атырау,2044.3
2018,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,598.7
2018,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,476.5
2018,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,3528.4
2018,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,818.3
2018,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,292.7
2018,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,739.5
2018,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,2923.4
2018,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,595.0
2018,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,2019.9
2018,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,790.2
2018,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,963.7
2019,2010 жылғы бағаларда пайызбен,,10.9
2019,2010 жылғы бағаларда пайызбен,Ақмола,15.2
2019,2010 жылғы бағаларда пайызбен,Ақтөбе,9.1
2019,2010 жылғы бағаларда пайызбен,Алматы,14.6
2019,2010 жылғы бағаларда пайызбен,Атырау,4.4
2019,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,4.9
2019,2010 жылғы бағаларда пайызбен,Жамбыл,12.5
2019,2010 жылғы бағаларда пайызбен,Қарағанды,27.2
2019,2010 жылғы бағаларда пайызбен,Қостанай,11.7
2019,2010 жылғы бағаларда пайызбен,Қызылорда,3.9
2019,2010 жылғы бағаларда пайызбен,Маңғыстау,4.4
2019,2010 жылғы бағаларда пайызбен,Павлодар,23.0
2019,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,7.6
2019,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,22.9
2019,2010 жылғы бағаларда пайызбен,Алматы қаласы,4.2
2019,2010 жылғы бағаларда пайызбен,Шымкент қаласы,4.0
2019,"2010 жылғы бағаларда, АҚШ доллар",,1250.8
2019,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,1124.0
2019,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,1178.0
2019,"2010 жылғы бағаларда, АҚШ доллар",Алматы,779.2
2019,"2010 жылғы бағаларда, АҚШ доллар",Атырау,2151.0
2019,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,647.1
2019,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,496.1
2019,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,3537.8
2019,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,1034.4
2019,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,292.7
2019,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,728.4
2019,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,3003.2
2019,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,602.3
2019,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,2149.3
2019,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,836.2
2019,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,984.2
