Year,UNIT_MEASURE,Жынысы,Аймақ,Өңірлер,Value
2015,1000 туылғанға,ерлер,қала,Батыс Қазақстан,10.59
2015,1000 туылғанға,ерлер,қала,Жамбыл,20.26
2015,1000 туылғанға,ерлер,қала,Қарағанды,12.61
2015,1000 туылғанға,ерлер,қала,Қостанай,15.76
2015,1000 туылғанға,ерлер,қала,Қызылорда,19.36
2015,1000 туылғанға,ерлер,қала,Маңғыстау,10.87
2015,1000 туылғанға,ерлер,қала,Оңтүстік Қазақстан,15.75
2015,1000 туылғанға,ерлер,қала,Павлодар,9.39
2015,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,10.41
2015,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,12.36
2015,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,10.07
2015,1000 туылғанға,ерлер,қала,Алматы қаласы,11.29
2015,1000 туылғанға,ерлер,ауыл,,13.81
2015,1000 туылғанға,ерлер,ауыл,Ақмола,9.56
2015,1000 туылғанға,ерлер,ауыл,Ақтөбе,16.05
2015,1000 туылғанға,ерлер,ауыл,Алматы,12.54
2015,1000 туылғанға,ерлер,ауыл,Атырау,8.09
2015,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,10.96
2015,1000 туылғанға,ерлер,ауыл,Жамбыл,11.9
2015,1000 туылғанға,ерлер,ауыл,Қарағанды,13.85
2015,1000 туылғанға,ерлер,ауыл,Қостанай,11.57
2015,1000 туылғанға,ерлер,ауыл,Қызылорда,14.42
2015,1000 туылғанға,ерлер,ауыл,Маңғыстау,17.31
2015,1000 туылғанға,ерлер,ауыл,Оңтүстік Қазақстан,16.78
2015,1000 туылғанға,ерлер,ауыл,Павлодар,12.44
2015,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,10.3
2015,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,14.98
2015,1000 туылғанға,әйелдер,,,10.64
2015,1000 туылғанға,әйелдер,,Ақмола,9.6
2015,1000 туылғанға,әйелдер,,Ақтөбе,10.64
2015,1000 туылғанға,әйелдер,,Алматы,8.87
2015,1000 туылғанға,әйелдер,,Атырау,9.91
2015,1000 туылғанға,әйелдер,,Батыс Қазақстан,10.5
2015,1000 туылғанға,әйелдер,,Жамбыл,12.37
2015,1000 туылғанға,әйелдер,,Қарағанды,9.32
2015,1000 туылғанға,әйелдер,,Қостанай,11.66
2015,1000 туылғанға,әйелдер,,Қызылорда,13.63
2015,1000 туылғанға,әйелдер,,Маңғыстау,9.89
2015,1000 туылғанға,әйелдер,,Оңтүстік Қазақстан,12.95
2015,1000 туылғанға,әйелдер,,Павлодар,7.82
2015,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,10.04
2015,1000 туылғанға,әйелдер,,Шығыс Қазақстан,11.0
2015,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,7.8
2015,1000 туылғанға,әйелдер,,Алматы қаласы,9.36
2015,1000 туылғанға,әйелдер,қала,,10.48
2015,1000 туылғанға,әйелдер,қала,Ақмола,10.15
2015,1000 туылғанға,әйелдер,қала,Ақтөбе,11.16
2015,1000 туылғанға,әйелдер,қала,Алматы,9.7
2015,1000 туылғанға,әйелдер,қала,Атырау,7.12
2015,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,11.79
2015,1000 туылғанға,әйелдер,қала,Жамбыл,15.88
2015,1000 туылғанға,әйелдер,қала,Қарағанды,8.7
2015,1000 туылғанға,әйелдер,қала,Қостанай,12.02
2015,1000 туылғанға,әйелдер,қала,Қызылорда,14.0
2015,1000 туылғанға,әйелдер,қала,Маңғыстау,9.69
2015,1000 туылғанға,әйелдер,қала,Оңтүстік Қазақстан,12.63
2015,1000 туылғанға,әйелдер,қала,Павлодар,8.23
2015,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,9.13
2015,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,11.22
2015,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,7.8
2015,1000 туылғанға,әйелдер,қала,Алматы қаласы,9.36
2015,1000 туылғанға,әйелдер,ауыл,,10.85
2015,1000 туылғанға,әйелдер,ауыл,Ақмола,8.99
2015,1000 туылғанға,әйелдер,ауыл,Ақтөбе,9.6
2015,1000 туылғанға,әйелдер,ауыл,Алматы,8.57
2015,1000 туылғанға,әйелдер,ауыл,Атырау,12.84
2015,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,9.0
2015,1000 туылғанға,әйелдер,ауыл,Жамбыл,10.09
2015,1000 туылғанға,әйелдер,ауыл,Қарағанды,11.8
2015,1000 туылғанға,әйелдер,ауыл,Қостанай,11.23
2015,1000 туылғанға,әйелдер,ауыл,Қызылорда,13.31
2015,1000 туылғанға,әйелдер,ауыл,Маңғыстау,10.05
2015,1000 туылғанға,әйелдер,ауыл,Оңтүстік Қазақстан,13.22
2015,1000 туылғанға,әйелдер,ауыл,Павлодар,6.87
2015,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,10.89
2015,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,10.63
2016,1000 туылғанға,ұлдар және қыздар,,,10.79
2016,1000 туылғанға,ұлдар және қыздар,,Ақмола,9.6
2016,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,10.27
2016,1000 туылғанға,ұлдар және қыздар,,Алматы,9.61
2016,1000 туылғанға,ұлдар және қыздар,,Атырау,10.94
2016,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,9.56
2016,1000 туылғанға,ұлдар және қыздар,,Жамбыл,11.63
2016,1000 туылғанға,ұлдар және қыздар,,Қарағанды,9.9
2016,1000 туылғанға,ұлдар және қыздар,,Қостанай,11.39
2016,1000 туылғанға,ұлдар және қыздар,,Қызылорда,13.55
2016,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,11.52
2016,1000 туылғанға,ұлдар және қыздар,,Оңтүстік Қазақстан,13.12
2016,1000 туылғанға,ұлдар және қыздар,,Павлодар,9.12
2016,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,8.58
2016,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,11.61
2016,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,7.86
2016,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,8.71
2016,1000 туылғанға,ұлдар және қыздар,қала,,10.13
2016,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,8.92
2016,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,9.67
2016,1000 туылғанға,ұлдар және қыздар,қала,Алматы,10.64
2016,1000 туылғанға,ұлдар және қыздар,қала,Атырау,10.85
2016,1000 туылғанға,ұлдар және қыздар,қала,Батыс Қазақстан,9.42
2016,1000 туылғанға,ұлдар және қыздар,қала,Жамбыл,13.35
2016,1000 туылғанға,ұлдар және қыздар,қала,Қарағанды,9.6
2016,1000 туылғанға,ұлдар және қыздар,қала,Қостанай,10.68
2016,1000 туылғанға,ұлдар және қыздар,қала,Қызылорда,15.8
2016,1000 туылғанға,ұлдар және қыздар,қала,Маңғыстау,10.73
2016,1000 туылғанға,ұлдар және қыздар,қала,Оңтүстік Қазақстан,11.36
2016,1000 туылғанға,ұлдар және қыздар,қала,Павлодар,8.63
2016,1000 туылғанға,ұлдар және қыздар,қала,Солтүстік Қазақстан,6.62
2016,1000 туылғанға,ұлдар және қыздар,қала,Шығыс Қазақстан,10.58
2016,1000 туылғанға,ұлдар және қыздар,қала,Нұр-Сұлтан қаласы,7.86
2016,1000 туылғанға,ұлдар және қыздар,қала,Алматы қаласы,8.71
2016,1000 туылғанға,ұлдар және қыздар,ауыл,,11.68
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,10.4
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,11.44
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,9.27
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,11.03
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,9.73
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,10.47
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,11.1
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,12.33
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,11.48
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,12.15
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Оңтүстік Қазақстан,14.73
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,10.24
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,10.47
2016,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,13.44
2016,1000 туылғанға,ерлер,,,12.04
2016,1000 туылғанға,ерлер,,Ақмола,10.23
2016,1000 туылғанға,ерлер,,Ақтөбе,12.27
2016,1000 туылғанға,ерлер,,Алматы,10.57
2016,1000 туылғанға,ерлер,,Атырау,10.78
2016,1000 туылғанға,ерлер,,Батыс Қазақстан,11.11
2016,1000 туылғанға,ерлер,,Жамбыл,12.74
2016,1000 туылғанға,ерлер,,Қарағанды,11.24
2016,1000 туылғанға,ерлер,,Қостанай,11.74
2016,1000 туылғанға,ерлер,,Қызылорда,14.8
2016,1000 туылғанға,ерлер,,Маңғыстау,12.42
2016,1000 туылғанға,ерлер,,Оңтүстік Қазақстан,15.19
2016,1000 туылғанға,ерлер,,Павлодар,10.07
2016,1000 туылғанға,ерлер,,Солтүстік Қазақстан,10.63
2016,1000 туылғанға,ерлер,,Шығыс Қазақстан,12.82
2016,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,8.25
2016,1000 туылғанға,ерлер,,Алматы қаласы,10.03
2016,1000 туылғанға,ерлер,қала,,11.53
2016,1000 туылғанға,ерлер,қала,Ақмола,10.37
2016,1000 туылғанға,ерлер,қала,Ақтөбе,12.2
2016,1000 туылғанға,ерлер,қала,Алматы,12.66
2016,1000 туылғанға,ерлер,қала,Атырау,9.82
2016,1000 туылғанға,ерлер,қала,Батыс Қазақстан,11.02
2016,1000 туылғанға,ерлер,қала,Жамбыл,16.45
2016,1000 туылғанға,ерлер,қала,Қарағанды,11.08
2016,1000 туылғанға,ерлер,қала,Қостанай,10.54
2016,1000 туылғанға,ерлер,қала,Қызылорда,18.1
2016,1000 туылғанға,ерлер,қала,Маңғыстау,12.94
2016,1000 туылғанға,ерлер,қала,Оңтүстік Қазақстан,13.03
2016,1000 туылғанға,ерлер,қала,Павлодар,9.09
2016,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,7.19
2016,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,12.08
2016,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,8.25
2016,1000 туылғанға,ерлер,қала,Алматы қаласы,10.03
2016,1000 туылғанға,ерлер,ауыл,,12.73
2016,1000 туылғанға,ерлер,ауыл,Ақмола,10.06
2016,1000 туылғанға,ерлер,ауыл,Ақтөбе,12.4
2016,1000 туылғанға,ерлер,ауыл,Алматы,9.88
2016,1000 туылғанға,ерлер,ауыл,Атырау,11.83
2016,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,11.23
2016,1000 туылғанға,ерлер,ауыл,Жамбыл,10.25
2016,1000 туылғанға,ерлер,ауыл,Қарағанды,11.89
2016,1000 туылғанға,ерлер,ауыл,Қостанай,13.29
2016,1000 туылғанға,ерлер,ауыл,Қызылорда,11.72
2016,1000 туылғанға,ерлер,ауыл,Маңғыстау,12.01
2016,1000 туылғанға,ерлер,ауыл,Оңтүстік Қазақстан,17.17
2016,1000 туылғанға,ерлер,ауыл,Павлодар,12.4
2016,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,13.97
2016,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,14.12
2016,1000 туылғанға,әйелдер,,,9.45
2016,1000 туылғанға,әйелдер,,Ақмола,8.94
2016,1000 туылғанға,әйелдер,,Ақтөбе,8.14
2016,1000 туылғанға,әйелдер,,Алматы,8.57
2016,1000 туылғанға,әйелдер,,Атырау,11.1
2016,1000 туылғанға,әйелдер,,Батыс Қазақстан,7.83
2016,1000 туылғанға,әйелдер,,Жамбыл,10.47
2016,1000 туылғанға,әйелдер,,Қарағанды,8.48
2016,1000 туылғанға,әйелдер,,Қостанай,11.01
2016,1000 туылғанға,әйелдер,,Қызылорда,12.19
2016,1000 туылғанға,әйелдер,,Маңғыстау,10.56
2016,1000 туылғанға,әйелдер,,Оңтүстік Қазақстан,10.91
2016,1000 туылғанға,әйелдер,,Павлодар,8.09
2016,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,6.41
2016,1000 туылғанға,әйелдер,,Шығыс Қазақстан,10.29
2016,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,7.46
2016,1000 туылғанға,әйелдер,,Алматы қаласы,7.29
2016,1000 туылғанға,әйелдер,қала,,8.64
2016,1000 туылғанға,әйелдер,қала,Ақмола,7.38
2016,1000 туылғанға,әйелдер,қала,Ақтөбе,6.95
2016,1000 туылғанға,әйелдер,қала,Алматы,8.45
2016,1000 туылғанға,әйелдер,қала,Атырау,11.96
2016,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,7.66
2016,1000 туылғанға,әйелдер,қала,Жамбыл,10.12
2016,1000 туылғанға,әйелдер,қала,Қарағанды,8.06
2016,1000 туылғанға,әйелдер,қала,Қостанай,10.83
2016,1000 туылғанға,әйелдер,қала,Қызылорда,13.25
2016,1000 туылғанға,әйелдер,қала,Маңғыстау,8.41
2016,1000 туылғанға,әйелдер,қала,Оңтүстік Қазақстан,9.57
2016,1000 туылғанға,әйелдер,қала,Павлодар,8.13
2016,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,6.0
2016,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,8.95
2016,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,7.46
2016,1000 туылғанға,әйелдер,қала,Алматы қаласы,7.29
2016,1000 туылғанға,әйелдер,ауыл,,10.55
2016,1000 туылғанға,әйелдер,ауыл,Ақмола,10.76
2016,1000 туылғанға,әйелдер,ауыл,Ақтөбе,10.45
2016,1000 туылғанға,әйелдер,ауыл,Алматы,8.61
2016,1000 туылғанға,әйелдер,ауыл,Атырау,10.19
2016,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,8.06
2016,1000 туылғанға,әйелдер,ауыл,Жамбыл,10.7
2016,1000 туылғанға,әйелдер,ауыл,Қарағанды,10.23
2016,1000 туылғанға,әйелдер,ауыл,Қостанай,11.26
2016,1000 туылғанға,әйелдер,ауыл,Қызылорда,11.22
2016,1000 туылғанға,әйелдер,ауыл,Маңғыстау,12.3
2016,1000 туылғанға,әйелдер,ауыл,Оңтүстік Қазақстан,12.12
2016,1000 туылғанға,әйелдер,ауыл,Павлодар,8.0
2016,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,6.8
2016,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,12.69
2017,1000 туылғанға,ұлдар және қыздар,,,10.24
2017,1000 туылғанға,ұлдар және қыздар,,Ақмола,10.08
2017,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,9.3
2017,1000 туылғанға,ұлдар және қыздар,,Алматы,10.43
2017,1000 туылғанға,ұлдар және қыздар,,Атырау,9.67
2017,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,8.63
2017,1000 туылғанға,ұлдар және қыздар,,Жамбыл,10.96
2017,1000 туылғанға,ұлдар және қыздар,,Қарағанды,9.95
2017,1000 туылғанға,ұлдар және қыздар,,Қостанай,12.27
2017,1000 туылғанға,ұлдар және қыздар,,Қызылорда,11.54
2017,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,10.11
2017,1000 туылғанға,ұлдар және қыздар,,Оңтүстік Қазақстан,12.1
2017,1000 туылғанға,ұлдар және қыздар,,Павлодар,10.06
2017,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,11.37
2017,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,9.16
2017,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,7.0
2017,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,8.5
2017,1000 туылғанға,ұлдар және қыздар,қала,,9.34550600184265
2017,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,8.53008377760853
2017,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,8.069474331386413
2017,1000 туылғанға,ұлдар және қыздар,қала,Алматы,9.424330479855492
2017,1000 туылғанға,ұлдар және қыздар,қала,Атырау,9.70638194612958
2017,1000 туылғанға,ұлдар және қыздар,қала,Батыс Қазақстан,8.67091180056903
2017,1000 туылғанға,ұлдар және қыздар,қала,Жамбыл,11.77877979203092
2017,1000 туылғанға,ұлдар және қыздар,қала,Қарағанды,10.3592682389244
2017,1000 туылғанға,ұлдар және қыздар,қала,Қостанай,10.61320754716981
2017,1000 туылғанға,ұлдар және қыздар,қала,Қызылорда,11.173802411771216
2017,1000 туылғанға,ұлдар және қыздар,қала,Маңғыстау,7.215480485405051
2017,1000 туылғанға,ұлдар және қыздар,қала,Оңтүстік Қазақстан,11.142630785351018
2017,1000 туылғанға,ұлдар және қыздар,қала,Павлодар,10.378146248359776
2017,1000 туылғанға,ұлдар және қыздар,қала,Солтүстік Қазақстан,11.24543154343548
2017,1000 туылғанға,ұлдар және қыздар,қала,Шығыс Қазақстан,7.909045971329707
2017,1000 туылғанға,ұлдар және қыздар,қала,Нұр-Сұлтан қаласы,7.002404866317725
2017,1000 туылғанға,ұлдар және қыздар,қала,Алматы қаласы,8.4969608248735
2017,1000 туылғанға,ұлдар және қыздар,ауыл,,11.486093687849952
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,11.842563566701497
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,11.916421808684296
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,10.76885893063351
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,9.63297158883063
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,8.578207702135426
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,10.384615384615383
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,8.318739054290718
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,14.539579967689823
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,11.868839267752966
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,12.703996872862309
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Оңтүстік Қазақстан,13.045659809332664
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,9.335529928610654
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,11.488250652741511
2017,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,11.370735974009746
2017,1000 туылғанға,ерлер,,,11.246257856024108
2017,1000 туылғанға,ерлер,,Ақмола,10.534591194968552
2017,1000 туылғанға,ерлер,,Ақтөбе,8.802995041991299
2017,1000 туылғанға,ерлер,,Алматы,11.61803303998765
2017,1000 туылғанға,ерлер,,Атырау,9.665252239509664
2017,1000 туылғанға,ерлер,,Батыс Қазақстан,8.902972687490568
2017,1000 туылғанға,ерлер,,Жамбыл,12.537576068626732
2017,1000 туылғанға,ерлер,,Қарағанды,11.205930523230755
2017,1000 туылғанға,ерлер,,Қостанай,14.224983649444082
2017,1000 туылғанға,ерлер,,Қызылорда,12.928840476432862
2017,1000 туылғанға,ерлер,,Маңғыстау,11.333134506412168
2017,1000 туылғанға,ерлер,,Оңтүстік Қазақстан,13.54036352932519
2017,1000 туылғанға,ерлер,,Павлодар,11.683738796414854
2017,1000 туылғанға,ерлер,,Солтүстік Қазақстан,11.25703564727955
2017,1000 туылғанға,ерлер,,Шығыс Қазақстан,10.154950538387464
2017,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,7.676108959989131
2017,1000 туылғанға,ерлер,,Алматы қаласы,9.04313821336918
2017,1000 туылғанға,ерлер,қала,,9.944902171502653
2017,1000 туылғанға,ерлер,қала,Ақмола,7.320644216691069
2017,1000 туылғанға,ерлер,қала,Ақтөбе,7.988165680473372
2017,1000 туылғанға,ерлер,қала,Алматы,10.997403390866046
2017,1000 туылғанға,ерлер,қала,Атырау,8.837209302325581
2017,1000 туылғанға,ерлер,қала,Батыс Қазақстан,7.884362680683311
2017,1000 туылғанға,ерлер,қала,Жамбыл,14.061654948620877
2017,1000 туылғанға,ерлер,қала,Қарағанды,11.907339250920112
2017,1000 туылғанға,ерлер,қала,Қостанай,11.19724375538329
2017,1000 туылғанға,ерлер,қала,Қызылорда,11.610406364222747
2017,1000 туылғанға,ерлер,қала,Маңғыстау,7.880724174653888
2017,1000 туылғанға,ерлер,қала,Оңтүстік Қазақстан,11.413607391669547
2017,1000 туылғанға,ерлер,қала,Павлодар,11.826245167159426
2017,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,9.539842873176209
2017,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,9.315068493150685
2017,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,7.676108959989131
2017,1000 туылғанға,ерлер,қала,Алматы қаласы,9.04313821336918
2017,1000 туылғанға,ерлер,ауыл,,13.051709856821676
2017,1000 туылғанға,ерлер,ауыл,Ақмола,14.261460101867572
2017,1000 туылғанға,ерлер,ауыл,Ақтөбе,10.566762728146012
2017,1000 туылғанға,ерлер,ауыл,Алматы,11.827901451371314
2017,1000 туылғанға,ерлер,ауыл,Атырау,10.516252390057362
2017,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,10.276399716513112
2017,1000 туылғанға,ерлер,ауыл,Жамбыл,11.492832427088482
2017,1000 туылғанға,ерлер,ауыл,Қарағанды,8.463817181548878
2017,1000 туылғанға,ерлер,ауыл,Қостанай,18.230155715913405
2017,1000 туылғанға,ерлер,ауыл,Қызылорда,14.11446249033256
2017,1000 туылғанға,ерлер,ауыл,Маңғыстау,14.35495898583147
2017,1000 туылғанға,ерлер,ауыл,Оңтүстік Қазақстан,15.63717848791894
2017,1000 туылғанға,ерлер,ауыл,Павлодар,11.3452188006483
2017,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,12.827090815802975
2017,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,11.642008246422508
2017,1000 туылғанға,әйелдер,,,9.166816971343088
2017,1000 туылғанға,әйелдер,,Ақмола,9.584664536741212
2017,1000 туылғанға,әйелдер,,Ақтөбе,9.832522960561858
2017,1000 туылғанға,әйелдер,,Алматы,9.143047128252016
2017,1000 туылғанға,әйелдер,,Атырау,9.674582233948987
2017,1000 туылғанға,әйелдер,,Батыс Қазақстан,8.3426921225734
2017,1000 туылғанға,әйелдер,,Жамбыл,9.276582475834113
2017,1000 туылғанға,әйелдер,,Қарағанды,8.63697705802969
2017,1000 туылғанға,әйелдер,,Қостанай,10.1423487544484
2017,1000 туылғанға,әйелдер,,Қызылорда,10.045861541821358
2017,1000 туылғанға,әйелдер,,Маңғыстау,8.797339341272396
2017,1000 туылғанға,әйелдер,,Оңтүстік Қазақстан,10.569828894354035
2017,1000 туылғанға,әйелдер,,Павлодар,8.308810801454042
2017,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,11.487964989059082
2017,1000 туылғанға,әйелдер,,Шығыс Қазақстан,8.099804487477888
2017,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,6.270748801180376
2017,1000 туылғанға,әйелдер,,Алматы қаласы,7.903300790330079
2017,1000 туылғанға,әйелдер,қала,,8.704300143246867
2017,1000 туылғанға,әйелдер,қала,Ақмола,9.841269841269842
2017,1000 туылғанға,әйелдер,қала,Ақтөбе,8.157389635316697
2017,1000 туылғанға,әйелдер,қала,Алматы,7.759456838021339
2017,1000 туылғанға,әйелдер,қала,Атырау,10.6544901065449
2017,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,9.507829977628637
2017,1000 туылғанға,әйелдер,қала,Жамбыл,9.398496240601505
2017,1000 туылғанға,әйелдер,қала,Қарағанды,8.754208754208754
2017,1000 туылғанға,әйелдер,қала,Қостанай,9.99697061496516
2017,1000 туылғанға,әйелдер,қала,Қызылорда,10.711030082041932
2017,1000 туылғанға,әйелдер,қала,Маңғыстау,6.51392632524708
2017,1000 туылғанға,әйелдер,қала,Оңтүстік Қазақстан,10.85230280571731
2017,1000 туылғанға,әйелдер,қала,Павлодар,8.780732563973908
2017,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,12.957746478873238
2017,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,6.413059320798717
2017,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,6.270748801180376
2017,1000 туылғанға,әйелдер,қала,Алматы қаласы,7.903300790330079
2017,1000 туылғанға,әйелдер,ауыл,,9.809264305177113
2017,1000 туылғанға,әйелдер,ауыл,Ақмола,9.295673936360386
2017,1000 туылғанға,әйелдер,ауыл,Ақтөбе,13.32001332001332
2017,1000 туылғанға,әйелдер,ауыл,Алматы,9.621839337659432
2017,1000 туылғанға,әйелдер,ауыл,Атырау,8.712969878018422
2017,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,6.774557771923222
2017,1000 туылғанға,әйелдер,ауыл,Жамбыл,9.190197123068726
2017,1000 туылғанға,әйелдер,ауыл,Қарағанды,8.16326530612245
2017,1000 туылғанға,әйелдер,ауыл,Қостанай,10.34928848641656
2017,1000 туылғанға,әйелдер,ауыл,Қызылорда,9.433962264150942
2017,1000 туылғанға,әйелдер,ауыл,Маңғыстау,10.885192031217908
2017,1000 туылғанға,әйелдер,ауыл,Оңтүстік Қазақстан,10.293813366439066
2017,1000 туылғанға,әйелдер,ауыл,Павлодар,7.258514796203238
2017,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,10.101010101010102
2017,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,11.082474226804123
2018,1000 туылғанға,ұлдар және қыздар,,,10.11
2018,1000 туылғанға,ұлдар және қыздар,,Ақмола,7.48
2018,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,10.92
2018,1000 туылғанға,ұлдар және қыздар,,Алматы,9.4
2018,1000 туылғанға,ұлдар және қыздар,,Атырау,12.68
2018,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,7.73
2018,1000 туылғанға,ұлдар және қыздар,,Жамбыл,9.63
2018,1000 туылғанға,ұлдар және қыздар,,Қарағанды,9.11
2018,1000 туылғанға,ұлдар және қыздар,,Қостанай,11.52
2018,1000 туылғанға,ұлдар және қыздар,,Қызылорда,12.56
2018,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,11.86
2018,1000 туылғанға,ұлдар және қыздар,,Павлодар,7.25
2018,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,13.07
2018,1000 туылғанға,ұлдар және қыздар,,Түркістан,11.69
2018,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,9.51
2018,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,7.44
2018,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,9.86
2018,1000 туылғанға,ұлдар және қыздар,,Шымкент қаласы,10.22
2018,1000 туылғанға,ұлдар және қыздар,қала,,9.56
2018,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,7.61
2018,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,10.63
2018,1000 туылғанға,ұлдар және қыздар,қала,Алматы,8.48
