Year,UNIT_MEASURE,Аймақ,Өңірлер,Value
2010,шаршы метр,ауыл,Қостанай,19.2
2010,шаршы метр,ауыл,Қызылорда,16.7
2010,шаршы метр,ауыл,Маңғыстау,14.0
2010,шаршы метр,ауыл,Оңтүстік Қазақстан,16.6
2010,шаршы метр,ауыл,Павлодар,18.9
2010,шаршы метр,ауыл,Солтүстік Қазақстан,19.1
2010,шаршы метр,ауыл,Шығыс Қазақстан,16.9
2011,шаршы метр,,,18.7
2011,шаршы метр,қала,,20.6
2011,шаршы метр,ауыл,,16.6
2011,шаршы метр,,Ақмола,19.6
2011,шаршы метр,,Ақтөбе,18.2
2011,шаршы метр,,Алматы,15.9
2011,шаршы метр,,Атырау,16.2
2011,шаршы метр,,Батыс Қазақстан,17.4
2011,шаршы метр,,Жамбыл,16.0
2011,шаршы метр,,Қарағанды,21.3
2011,шаршы метр,,Қостанай,20.3
2011,шаршы метр,,Қызылорда,17.9
2011,шаршы метр,,Маңғыстау,16.5
2011,шаршы метр,,Оңтүстік Қазақстан,17.6
2011,шаршы метр,,Павлодар,21.4
2011,шаршы метр,,Солтүстік Қазақстан,19.9
2011,шаршы метр,,Шығыс Қазақстан,19.0
2011,шаршы метр,,Нұр-Сұлтан қаласы,24.4
2011,шаршы метр,,Алматы қаласы,20.7
2011,шаршы метр,қала,Ақмола,21.1
2011,шаршы метр,қала,Ақтөбе,20.2
2011,шаршы метр,қала,Алматы,18.5
2011,шаршы метр,қала,Атырау,16.8
2011,шаршы метр,қала,Батыс Қазақстан,20.1
2011,шаршы метр,қала,Жамбыл,18.3
2011,шаршы метр,қала,Қарағанды,22.0
2011,шаршы метр,қала,Қостанай,21.1
2011,шаршы метр,қала,Қызылорда,19.3
2011,шаршы метр,қала,Маңғыстау,17.2
2011,шаршы метр,қала,Оңтүстік Қазақстан,19.7
2011,шаршы метр,қала,Павлодар,22.4
2011,шаршы метр,қала,Солтүстік Қазақстан,21.2
2011,шаршы метр,қала,Шығыс Қазақстан,20.7
2011,шаршы метр,қала,Нұр-Сұлтан қаласы,24.4
2011,шаршы метр,қала,Алматы қаласы,20.7
2011,шаршы метр,ауыл,Ақмола,18.5
2011,шаршы метр,ауыл,Ақтөбе,15.3
2011,шаршы метр,ауыл,Алматы,15.1
2011,шаршы метр,ауыл,Атырау,15.5
2011,шаршы метр,ауыл,Батыс Қазақстан,15.0
2011,шаршы метр,ауыл,Жамбыл,14.3
2011,шаршы метр,ауыл,Қарағанды,19.2
2011,шаршы метр,ауыл,Қостанай,19.5
2011,шаршы метр,ауыл,Қызылорда,17.0
2011,шаршы метр,ауыл,Маңғыстау,15.6
2011,шаршы метр,ауыл,Оңтүстік Қазақстан,16.3
2011,шаршы метр,ауыл,Павлодар,19.6
2011,шаршы метр,ауыл,Солтүстік Қазақстан,19.1
2011,шаршы метр,ауыл,Шығыс Қазақстан,16.7
2012,шаршы метр,,,19.6
2012,шаршы метр,қала,,22.1
2012,шаршы метр,ауыл,,16.8
2012,шаршы метр,,Ақмола,20.2
2012,шаршы метр,,Ақтөбе,18.7
2012,шаршы метр,,Алматы,16.1
2012,шаршы метр,,Атырау,19.5
2012,шаршы метр,,Батыс Қазақстан,18.4
2012,шаршы метр,,Жамбыл,15.7
2012,шаршы метр,,Қарағанды,21.9
2012,шаршы метр,,Қостанай,20.9
2012,шаршы метр,,Қызылорда,19.1
2012,шаршы метр,,Маңғыстау,17.5
2012,шаршы метр,,Оңтүстік Қазақстан,19.1
2012,шаршы метр,,Павлодар,21.6
2012,шаршы метр,,Солтүстік Қазақстан,20.2
2012,шаршы метр,,Шығыс Қазақстан,19.0
2012,шаршы метр,,Нұр-Сұлтан қаласы,25.4
2012,шаршы метр,,Алматы қаласы,24.4
2012,шаршы метр,қала,Ақмола,22.0
2012,шаршы метр,қала,Ақтөбе,21.2
2012,шаршы метр,қала,Алматы,18.8
2012,шаршы метр,қала,Атырау,22.1
2012,шаршы метр,қала,Батыс Қазақстан,21.9
2012,шаршы метр,қала,Жамбыл,18.0
2012,шаршы метр,қала,Қарағанды,22.6
2012,шаршы метр,қала,Қостанай,21.7
2012,шаршы метр,қала,Қызылорда,21.0
2012,шаршы метр,қала,Маңғыстау,18.0
2012,шаршы метр,қала,Оңтүстік Қазақстан,22.6
2012,шаршы метр,қала,Павлодар,22.5
2012,шаршы метр,қала,Солтүстік Қазақстан,21.7
2012,шаршы метр,қала,Шығыс Қазақстан,20.9
2012,шаршы метр,қала,Нұр-Сұлтан қаласы,25.4
2012,шаршы метр,қала,Алматы қаласы,24.4
2012,шаршы метр,ауыл,Ақмола,18.8
2012,шаршы метр,ауыл,Ақтөбе,15.2
2012,шаршы метр,ауыл,Алматы,15.3
2012,шаршы метр,ауыл,Атырау,16.7
2012,шаршы метр,ауыл,Батыс Қазақстан,15.4
2012,шаршы метр,ауыл,Жамбыл,14.0
2012,шаршы метр,ауыл,Қарағанды,19.5
2012,шаршы метр,ауыл,Қостанай,20.1
2012,шаршы метр,ауыл,Қызылорда,18.0
2012,шаршы метр,ауыл,Маңғыстау,16.9
2012,шаршы метр,ауыл,Оңтүстік Қазақстан,16.7
2012,шаршы метр,ауыл,Павлодар,19.7
2012,шаршы метр,ауыл,Солтүстік Қазақстан,19.1
2012,шаршы метр,ауыл,Шығыс Қазақстан,16.5
2013,шаршы метр,,,20.9
2013,шаршы метр,қала,,23.7
2013,шаршы метр,ауыл,,17.4
2013,шаршы метр,,Ақмола,21.4
2013,шаршы метр,,Ақтөбе,20.1
2013,шаршы метр,,Алматы,17.1
2013,шаршы метр,,Атырау,19.9
2013,шаршы метр,,Батыс Қазақстан,19.1
2013,шаршы метр,,Жамбыл,15.6
2013,шаршы метр,,Қарағанды,22.4
2013,шаршы метр,,Қостанай,21.5
2013,шаршы метр,,Қызылорда,19.5
2013,шаршы метр,,Маңғыстау,20.1
2013,шаршы метр,,Оңтүстік Қазақстан,20.7
2013,шаршы метр,,Павлодар,22.6
2013,шаршы метр,,Солтүстік Қазақстан,20.7
2013,шаршы метр,,Шығыс Қазақстан,19.4
2013,шаршы метр,,Нұр-Сұлтан қаласы,27.7
2013,шаршы метр,,Алматы қаласы,27.6
2013,шаршы метр,қала,Ақмола,22.4
2013,шаршы метр,қала,Ақтөбе,22.9
2013,шаршы метр,қала,Алматы,19.8
2013,шаршы метр,қала,Атырау,22.3
2013,шаршы метр,қала,Батыс Қазақстан,23.1
2013,шаршы метр,қала,Жамбыл,18.5
2013,шаршы метр,қала,Қарағанды,23.2
2013,шаршы метр,қала,Қостанай,22.3
2013,шаршы метр,қала,Қызылорда,21.7
2013,шаршы метр,қала,Маңғыстау,19.9
2013,шаршы метр,қала,Оңтүстік Қазақстан,25.1
2013,шаршы метр,қала,Павлодар,23.5
2013,шаршы метр,қала,Солтүстік Қазақстан,22.3
2013,шаршы метр,қала,Шығыс Қазақстан,21.4
2013,шаршы метр,қала,Нұр-Сұлтан қаласы,27.7
2013,шаршы метр,қала,Алматы қаласы,27.6
2013,шаршы метр,ауыл,Ақмола,20.6
2013,шаршы метр,ауыл,Ақтөбе,16.2
2013,шаршы метр,ауыл,Алматы,16.2
2013,шаршы метр,ауыл,Атырау,17.3
2013,шаршы метр,ауыл,Батыс Қазақстан,15.5
2013,шаршы метр,ауыл,Жамбыл,13.6
2013,шаршы метр,ауыл,Қарағанды,19.7
2013,шаршы метр,ауыл,Қостанай,20.6
2013,шаршы метр,ауыл,Қызылорда,18.0
2013,шаршы метр,ауыл,Маңғыстау,20.3
2013,шаршы метр,ауыл,Оңтүстік Қазақстан,17.1
2013,шаршы метр,ауыл,Павлодар,20.7
2013,шаршы метр,ауыл,Солтүстік Қазақстан,19.6
2013,шаршы метр,ауыл,Шығыс Қазақстан,16.9
2014,шаршы метр,,,21.0
2014,шаршы метр,қала,,23.8
2014,шаршы метр,ауыл,,17.6
2014,шаршы метр,,Ақмола,21.6
2014,шаршы метр,,Ақтөбе,20.8
2014,шаршы метр,,Алматы,17.6
2014,шаршы метр,,Атырау,20.0
2014,шаршы метр,,Батыс Қазақстан,19.5
2014,шаршы метр,,Жамбыл,15.9
2014,шаршы метр,,Қарағанды,22.6
2014,шаршы метр,,Қостанай,21.9
2014,шаршы метр,,Қызылорда,19.1
2014,шаршы метр,,Маңғыстау,20.9
2014,шаршы метр,,Оңтүстік Қазақстан,20.3
2014,шаршы метр,,Павлодар,22.8
2014,шаршы метр,,Солтүстік Қазақстан,20.9
2014,шаршы метр,,Шығыс Қазақстан,19.5
2014,шаршы метр,,Нұр-Сұлтан қаласы,28.5
2014,шаршы метр,,Алматы қаласы,26.7
2014,шаршы метр,қала,Ақмола,22.7
2014,шаршы метр,қала,Ақтөбе,23.7
2014,шаршы метр,қала,Алматы,20.6
2014,шаршы метр,қала,Атырау,22.4
2014,шаршы метр,қала,Батыс Қазақстан,23.6
2014,шаршы метр,қала,Жамбыл,18.6
2014,шаршы метр,қала,Қарағанды,23.4
2014,шаршы метр,қала,Қостанай,22.7
2014,шаршы метр,қала,Қызылорда,20.4
2014,шаршы метр,қала,Маңғыстау,20.4
2014,шаршы метр,қала,Оңтүстік Қазақстан,25.5
2014,шаршы метр,қала,Павлодар,23.7
2014,шаршы метр,қала,Солтүстік Қазақстан,22.3
2014,шаршы метр,қала,Шығыс Қазақстан,21.5
2014,шаршы метр,қала,Нұр-Сұлтан қаласы,28.5
2014,шаршы метр,қала,Алматы қаласы,26.7
2014,шаршы метр,ауыл,Ақмола,20.7
2014,шаршы метр,ауыл,Ақтөбе,16.6
2014,шаршы метр,ауыл,Алматы,16.7
2014,шаршы метр,ауыл,Атырау,17.5
2014,шаршы метр,ауыл,Батыс Қазақстан,15.7
2014,шаршы метр,ауыл,Жамбыл,14.0
2014,шаршы метр,ауыл,Қарағанды,20.1
2014,шаршы метр,ауыл,Қостанай,21.0
2014,шаршы метр,ауыл,Қызылорда,18.0
2014,шаршы метр,ауыл,Маңғыстау,21.3
2014,шаршы метр,ауыл,Оңтүстік Қазақстан,16.9
2014,шаршы метр,ауыл,Павлодар,20.9
2014,шаршы метр,ауыл,Солтүстік Қазақстан,19.9
2014,шаршы метр,ауыл,Шығыс Қазақстан,17.0
2015,шаршы метр,,,21.0
2015,шаршы метр,қала,,23.5
2015,шаршы метр,ауыл,,17.8
2015,шаршы метр,,Ақмола,21.6
2015,шаршы метр,,Ақтөбе,21.3
2015,шаршы метр,,Алматы,18.1
2015,шаршы метр,,Атырау,20.1
2015,шаршы метр,,Батыс Қазақстан,19.8
2015,шаршы метр,,Жамбыл,16.1
2015,шаршы метр,,Қарағанды,22.7
2015,шаршы метр,,Қостанай,21.8
2015,шаршы метр,,Қызылорда,19.3
2015,шаршы метр,,Маңғыстау,21.8
2015,шаршы метр,,Оңтүстік Қазақстан,18.9
2015,шаршы метр,,Павлодар,21.9
2015,шаршы метр,,Солтүстік Қазақстан,20.8
2015,шаршы метр,,Шығыс Қазақстан,19.7
2015,шаршы метр,,Нұр-Сұлтан қаласы,29.0
2015,шаршы метр,,Алматы қаласы,27.0
2015,шаршы метр,қала,Ақмола,22.9
2015,шаршы метр,қала,Ақтөбе,24.3
2015,шаршы метр,қала,Алматы,21.1
2015,шаршы метр,қала,Атырау,22.3
2015,шаршы метр,қала,Батыс Қазақстан,23.7
2015,шаршы метр,қала,Жамбыл,18.8
2015,шаршы метр,қала,Қарағанды,23.5
2015,шаршы метр,қала,Қостанай,22.4
2015,шаршы метр,қала,Қызылорда,20.8
2015,шаршы метр,қала,Маңғыстау,21.4
2015,шаршы метр,қала,Оңтүстік Қазақстан,21.7
2015,шаршы метр,қала,Павлодар,22.6
2015,шаршы метр,қала,Солтүстік Қазақстан,21.9
2015,шаршы метр,қала,Шығыс Қазақстан,21.5
2015,шаршы метр,қала,Нұр-Сұлтан қаласы,29.0
2015,шаршы метр,қала,Алматы қаласы,27.0
2015,шаршы метр,ауыл,Ақмола,20.5
2015,шаршы метр,ауыл,Ақтөбе,17.1
2015,шаршы метр,ауыл,Алматы,17.2
2015,шаршы метр,ауыл,Атырау,17.8
2015,шаршы метр,ауыл,Батыс Қазақстан,16.1
2015,шаршы метр,ауыл,Жамбыл,14.3
2015,шаршы метр,ауыл,Қарағанды,20.0
2015,шаршы метр,ауыл,Қостанай,21.1
2015,шаршы метр,ауыл,Қызылорда,18.1
2015,шаршы метр,ауыл,Маңғыстау,22.2
2015,шаршы метр,ауыл,Оңтүстік Қазақстан,16.7
2015,шаршы метр,ауыл,Павлодар,20.4
2015,шаршы метр,ауыл,Солтүстік Қазақстан,20.0
2015,шаршы метр,ауыл,Шығыс Қазақстан,17.0
2016,шаршы метр,,,21.4
2016,шаршы метр,қала,,24.0
2016,шаршы метр,ауыл,,18.0
2016,шаршы метр,,Ақмола,21.8
2016,шаршы метр,,Ақтөбе,21.7
2016,шаршы метр,,Алматы,18.5
2016,шаршы метр,,Атырау,20.6
2016,шаршы метр,,Батыс Қазақстан,20.2
2016,шаршы метр,,Жамбыл,16.3
2016,шаршы метр,,Қарағанды,22.9
2016,шаршы метр,,Қостанай,21.8
2016,шаршы метр,,Қызылорда,19.6
2016,шаршы метр,,Маңғыстау,22.4
2016,шаршы метр,,Оңтүстік Қазақстан,19.4
2016,шаршы метр,,Павлодар,21.9
2016,шаршы метр,,Солтүстік Қазақстан,21.0
2016,шаршы метр,,Шығыс Қазақстан,20.0
2016,шаршы метр,,Нұр-Сұлтан қаласы,29.6
2016,шаршы метр,,Алматы қаласы,27.6
2016,шаршы метр,қала,Ақмола,23.5
2016,шаршы метр,қала,Ақтөбе,24.6
2016,шаршы метр,қала,Алматы,21.5
2016,шаршы метр,қала,Атырау,23.2
2016,шаршы метр,қала,Батыс Қазақстан,24.2
2016,шаршы метр,қала,Жамбыл,19.0
2016,шаршы метр,қала,Қарағанды,23.6
2016,шаршы метр,қала,Қостанай,22.3
2016,шаршы метр,қала,Қызылорда,21.1
2016,шаршы метр,қала,Маңғыстау,22.1
2016,шаршы метр,қала,Оңтүстік Қазақстан,22.7
2016,шаршы метр,қала,Павлодар,22.4
2016,шаршы метр,қала,Солтүстік Қазақстан,22.0
2016,шаршы метр,қала,Шығыс Қазақстан,22.0
2016,шаршы метр,қала,Нұр-Сұлтан қаласы,29.6
2016,шаршы метр,қала,Алматы қаласы,27.6
2016,шаршы метр,ауыл,Ақмола,20.5
2016,шаршы метр,ауыл,Ақтөбе,17.5
2016,шаршы метр,ауыл,Алматы,17.6
2016,шаршы метр,ауыл,Атырау,18.0
2016,шаршы метр,ауыл,Батыс Қазақстан,16.4
2016,шаршы метр,ауыл,Жамбыл,14.5
2016,шаршы метр,ауыл,Қарағанды,20.2
2016,шаршы метр,ауыл,Қостанай,21.2
2016,шаршы метр,ауыл,Қызылорда,18.4
2016,шаршы метр,ауыл,Маңғыстау,22.7
2016,шаршы метр,ауыл,Оңтүстік Қазақстан,16.7
2016,шаршы метр,ауыл,Павлодар,20.7
2016,шаршы метр,ауыл,Солтүстік Қазақстан,20.2
2016,шаршы метр,ауыл,Шығыс Қазақстан,17.1
2017,шаршы метр,,,21.6
2017,шаршы метр,қала,,24.1
2017,шаршы метр,ауыл,,18.2
2017,шаршы метр,,Ақмола,22.0
2017,шаршы метр,,Ақтөбе,22.0
2017,шаршы метр,,Алматы,18.9
2017,шаршы метр,,Атырау,21.4
2017,шаршы метр,,Батыс Қазақстан,20.6
2017,шаршы метр,,Жамбыл,16.6
2017,шаршы метр,,Қарағанды,23.0
2017,шаршы метр,,Қостанай,21.7
2017,шаршы метр,,Қызылорда,19.9
2017,шаршы метр,,Маңғыстау,23.3
2017,шаршы метр,,Оңтүстік Қазақстан,19.7
2017,шаршы метр,,Павлодар,22.0
2017,шаршы метр,,Солтүстік Қазақстан,21.0
2017,шаршы метр,,Шығыс Қазақстан,20.2
2017,шаршы метр,,Нұр-Сұлтан қаласы,29.8
2017,шаршы метр,,Алматы қаласы,27.1
2017,шаршы метр,қала,Ақмола,23.8
2017,шаршы метр,қала,Ақтөбе,24.6
2017,шаршы метр,қала,Алматы,21.8
2017,шаршы метр,қала,Атырау,23.7
2017,шаршы метр,қала,Батыс Қазақстан,24.8
2017,шаршы метр,қала,Жамбыл,19.4
2017,шаршы метр,қала,Қарағанды,23.8
2017,шаршы метр,қала,Қостанай,22.3
2017,шаршы метр,қала,Қызылорда,21.7
2017,шаршы метр,қала,Маңғыстау,23.2
2017,шаршы метр,қала,Оңтүстік Қазақстан,23.2
2017,шаршы метр,қала,Павлодар,22.4
2017,шаршы метр,қала,Солтүстік Қазақстан,21.7
2017,шаршы метр,қала,Шығыс Қазақстан,22.2
2017,шаршы метр,қала,Нұр-Сұлтан қаласы,29.8
2017,шаршы метр,қала,Алматы қаласы,27.1
2017,шаршы метр,ауыл,Ақмола,20.6
2017,шаршы метр,ауыл,Ақтөбе,16.5
2017,шаршы метр,ауыл,Алматы,18.0
2017,шаршы метр,ауыл,Атырау,19.0
2017,шаршы метр,ауыл,Батыс Қазақстан,16.6
2017,шаршы метр,ауыл,Жамбыл,14.7
2017,шаршы метр,ауыл,Қарағанды,20.4
2017,шаршы метр,ауыл,Қостанай,20.9
2017,шаршы метр,ауыл,Қызылорда,18.4
2017,шаршы метр,ауыл,Маңғыстау,23.3
2017,шаршы метр,ауыл,Оңтүстік Қазақстан,17.0
2017,шаршы метр,ауыл,Павлодар,20.9
2017,шаршы метр,ауыл,Солтүстік Қазақстан,20.5
2017,шаршы метр,ауыл,Шығыс Қазақстан,17.3
2018,шаршы метр,,,21.9
2018,шаршы метр,қала,,24.2
2018,шаршы метр,ауыл,,18.6
2018,шаршы метр,,Ақмола,22.4
2018,шаршы метр,,Ақтөбе,21.6
2018,шаршы метр,,Алматы,19.1
2018,шаршы метр,,Атырау,22.2
2018,шаршы метр,,Батыс Қазақстан,21.0
2018,шаршы метр,,Жамбыл,16.9
2018,шаршы метр,,Қарағанды,23.2
2018,шаршы метр,,Қостанай,21.8
2018,шаршы метр,,Қызылорда,20.0
2018,шаршы метр,,Маңғыстау,24.4
2018,шаршы метр,,Павлодар,22.1
2018,шаршы метр,,Солтүстік Қазақстан,21.4
2018,шаршы метр,,Түркістан,18.2
2018,шаршы метр,,Шығыс Қазақстан,20.5
2018,шаршы метр,,Нұр-Сұлтан қаласы,30.0
2018,шаршы метр,,Алматы қаласы,27.5
2018,шаршы метр,,Шымкент қаласы,23.5
2018,шаршы метр,қала,Ақмола,24.1
2018,шаршы метр,қала,Ақтөбе,23.3
2018,шаршы метр,қала,Алматы,21.6
2018,шаршы метр,қала,Атырау,24.4
2018,шаршы метр,қала,Батыс Қазақстан,25.3
2018,шаршы метр,қала,Жамбыл,19.8
2018,шаршы метр,қала,Қарағанды,23.9
2018,шаршы метр,қала,Қостанай,22.5
2018,шаршы метр,қала,Қызылорда,21.8
2018,шаршы метр,қала,Маңғыстау,24.5
2018,шаршы метр,қала,Павлодар,22.5
2018,шаршы метр,қала,Солтүстік Қазақстан,21.8
2018,шаршы метр,қала,Түркістан,21.5
2018,шаршы метр,қала,Шығыс Қазақстан,22.5
2018,шаршы метр,қала,Нұр-Сұлтан қаласы,30.0
2018,шаршы метр,қала,Алматы қаласы,27.5
2018,шаршы метр,қала,Шымкент қаласы,23.5
2018,шаршы метр,ауыл,Ақмола,21.0
2018,шаршы метр,ауыл,Ақтөбе,17.4
2018,шаршы метр,ауыл,Алматы,18.3
2018,шаршы метр,ауыл,Атырау,19.6
2018,шаршы метр,ауыл,Батыс Қазақстан,17.0
2018,шаршы метр,ауыл,Жамбыл,15.0
2018,шаршы метр,ауыл,Қарағанды,20.5
2018,шаршы метр,ауыл,Қостанай,21.0
2018,шаршы метр,ауыл,Қызылорда,18.5
2018,шаршы метр,ауыл,Маңғыстау,24.3
2018,шаршы метр,ауыл,Павлодар,21.2
2018,шаршы метр,ауыл,Солтүстік Қазақстан,21.0
2018,шаршы метр,ауыл,Түркістан,17.3
2018,шаршы метр,ауыл,Шығыс Қазақстан,17.6
2019,шаршы метр,,,22.2
2019,шаршы метр,қала,,24.7
2019,шаршы метр,ауыл,,18.9
2019,шаршы метр,,Ақмола,22.7
2019,шаршы метр,,Ақтөбе,21.9
2019,шаршы метр,,Алматы,19.6
2019,шаршы метр,,Атырау,22.7
2019,шаршы метр,,Батыс Қазақстан,21.4
2019,шаршы метр,,Жамбыл,17.2
2019,шаршы метр,,Қарағанды,23.3
2019,шаршы метр,,Қостанай,22.0
2019,шаршы метр,,Қызылорда,20.5
2019,шаршы метр,,Маңғыстау,25.5
2019,шаршы метр,,Павлодар,22.3
2019,шаршы метр,,Солтүстік Қазақстан,21.7
2019,шаршы метр,,Түркістан,18.4
2019,шаршы метр,,Шығыс Қазақстан,20.7
2019,шаршы метр,,Нұр-Сұлтан қаласы,30.5
2019,шаршы метр,,Алматы қаласы,28.0
2019,шаршы метр,,Шымкент қаласы,24.1
2019,шаршы метр,қала,Ақмола,24.3
2019,шаршы метр,қала,Ақтөбе,23.7
2019,шаршы метр,қала,Алматы,22.1
2019,шаршы метр,қала,Атырау,24.8
2019,шаршы метр,қала,Батыс Қазақстан,25.8
2019,шаршы метр,қала,Жамбыл,20.2
2019,шаршы метр,қала,Қарағанды,24.0
2019,шаршы метр,қала,Қостанай,22.7
2019,шаршы метр,қала,Қызылорда,22.5
2019,шаршы метр,қала,Маңғыстау,25.3
2019,шаршы метр,қала,Павлодар,22.6
2019,шаршы метр,қала,Солтүстік Қазақстан,22.1
2019,шаршы метр,қала,Түркістан,21.7
2019,шаршы метр,қала,Шығыс Қазақстан,22.7
2019,шаршы метр,қала,Нұр-Сұлтан қаласы,30.5
2019,шаршы метр,қала,Алматы қаласы,28.0
2019,шаршы метр,қала,Шымкент қаласы,24.1
2019,шаршы метр,ауыл,Ақмола,21.4
2019,шаршы метр,ауыл,Ақтөбе,17.6
2019,шаршы метр,ауыл,Алматы,18.8
2019,шаршы метр,ауыл,Атырау,20.1
2019,шаршы метр,ауыл,Батыс Қазақстан,17.2
2019,шаршы метр,ауыл,Жамбыл,15.2
2019,шаршы метр,ауыл,Қарағанды,20.6
2019,шаршы метр,ауыл,Қостанай,21.1
2019,шаршы метр,ауыл,Қызылорда,18.8
2019,шаршы метр,ауыл,Маңғыстау,25.6
2019,шаршы метр,ауыл,Павлодар,21.3
2019,шаршы метр,ауыл,Солтүстік Қазақстан,21.3
2019,шаршы метр,ауыл,Түркістан,17.5
2019,шаршы метр,ауыл,Шығыс Қазақстан,17.8
