Year,UNIT_MEASURE,Регионы,Value
2014,тыс.человек,Южно-Казахстанская,3689.0
2014,тыс.человек,Павлодарская,1589.0
2014,тыс.человек,Северо-Казахстанская,635.0
2014,тыс.человек,Восточно-Казахстанская,2044.0
2014,тыс.человек,г_Нур-Султан,552.0
2014,тыс.человек,г_Алматы,320.0
2015,тыс.человек,,21497.0
2015,тыс.человек,Акмолинская,1971.0
2015,тыс.человек,Актюбинская,2092.0
2015,тыс.человек,Алматинская,1709.0
2015,тыс.человек,Атырауская,980.0
2015,тыс.человек,Западно-Казахстанская,873.0
2015,тыс.человек,Жымбылская,1215.0
2015,тыс.человек,Карагандинская,1549.0
2015,тыс.человек,Костанайская,626.0
2015,тыс.человек,Кызылординская,953.0
2015,тыс.человек,Мангистауская,983.0
2015,тыс.человек,Южно-Казахстанская,2931.0
2015,тыс.человек,Павлодарская,2192.0
2015,тыс.человек,Северо-Казахстанская,937.0
2015,тыс.человек,Восточно-Казахстанская,1452.0
2015,тыс.человек,г_Нур-Султан,565.0
2015,тыс.человек,г_Алматы,469.0
2016,тыс.человек,,22102.0
2016,тыс.человек,Акмолинская,1902.0
2016,тыс.человек,Актюбинская,1154.0
2016,тыс.человек,Алматинская,1650.0
2016,тыс.человек,Атырауская,1435.0
2016,тыс.человек,Западно-Казахстанская,1028.0
2016,тыс.человек,Жымбылская,1146.0
2016,тыс.человек,Карагандинская,2098.0
2016,тыс.человек,Костанайская,497.0
2016,тыс.человек,Кызылординская,679.0
2016,тыс.человек,Мангистауская,883.0
2016,тыс.человек,Южно-Казахстанская,1908.0
2016,тыс.человек,Павлодарская,1324.0
2016,тыс.человек,Северо-Казахстанская,869.0
2016,тыс.человек,Восточно-Казахстанская,1049.0
2016,тыс.человек,г_Нур-Султан,494.0
2016,тыс.человек,г_Алматы,3986.0
2017,тыс.человек,,17902.0
2017,тыс.человек,Акмолинская,1819.0
2017,тыс.человек,Актюбинская,746.0
2017,тыс.человек,Алматинская,1270.0
2017,тыс.человек,Атырауская,744.0
2017,тыс.человек,Западно-Казахстанская,1036.0
2017,тыс.человек,Жымбылская,1416.0
2017,тыс.человек,Карагандинская,601.0
2017,тыс.человек,Костанайская,394.0
2017,тыс.человек,Кызылординская,145.0
2017,тыс.человек,Мангистауская,853.0
2017,тыс.человек,Южно-Казахстанская,2860.0
2017,тыс.человек,Павлодарская,1055.0
2017,тыс.человек,Северо-Казахстанская,380.0
2017,тыс.человек,Восточно-Казахстанская,3278.0
2017,тыс.человек,г_Нур-Султан,230.0
2017,тыс.человек,г_Алматы,1075.0
2018,тыс.человек,,16793.0
2018,тыс.человек,Акмолинская,1546.0
2018,тыс.человек,Актюбинская,538.0
2018,тыс.человек,Алматинская,866.0
2018,тыс.человек,Атырауская,362.0
2018,тыс.человек,Западно-Казахстанская,497.0
2018,тыс.человек,Жымбылская,1091.0
2018,тыс.человек,Карагандинская,989.0
2018,тыс.человек,Костанайская,378.0
2018,тыс.человек,Кызылординская,486.0
2018,тыс.человек,Мангистауская,120.0
2018,тыс.человек,Павлодарская,1436.0
2018,тыс.человек,Северо-Казахстанская,162.0
2018,тыс.человек,Туркестанская,1135.0
2018,тыс.человек,Восточно-Казахстанская,1676.0
2018,тыс.человек,г_Нур-Султан,91.0
2018,тыс.человек,г_Алматы,4100.0
2018,тыс.человек,г_Шымкент,1320.0
2019,тыс.человек,,6152.0
2019,тыс.человек,Акмолинская,139.0
2019,тыс.человек,Актюбинская,80.0
2019,тыс.человек,Алматинская,973.0
2019,тыс.человек,Атырауская,113.0
2019,тыс.человек,Жымбылская,127.0
2019,тыс.человек,Карагандинская,881.0
2019,тыс.человек,Костанайская,550.0
2019,тыс.человек,Кызылординская,105.0
2019,тыс.человек,Мангистауская,40.0
2019,тыс.человек,Павлодарская,95.0
2019,тыс.человек,Северо-Казахстанская,158.0
2019,тыс.человек,Туркестанская,541.0
2019,тыс.человек,Восточно-Казахстанская,480.0
2019,тыс.человек,г_Нур-Султан,75.0
2019,тыс.человек,г_Алматы,1225.0
2019,тыс.человек,г_Шымкент,570.0
