Year,UNIT_MEASURE,Регионы,Value
2014,в процентах к предыдущему году,г_Алматы,104.0
2015,в процентах к предыдущему году,,100.6
2015,в процентах к предыдущему году,Акмолинская,102.3
2015,в процентах к предыдущему году,Актюбинская,95.0
2015,в процентах к предыдущему году,Алматинская,108.0
2015,в процентах к предыдущему году,Атырауская,100.9
2015,в процентах к предыдущему году,Западно-Казахстанская,99.7
2015,в процентах к предыдущему году,Жымбылская,104.1
2015,в процентах к предыдущему году,Карагандинская,101.2
2015,в процентах к предыдущему году,Костанайская,96.6
2015,в процентах к предыдущему году,Кызылординская,97.1
2015,в процентах к предыдущему году,Мангистауская,90.8
2015,в процентах к предыдущему году,Южно-Казахстанская,102.9
2015,в процентах к предыдущему году,Павлодарская,101.1
2015,в процентах к предыдущему году,Северо-Казахстанская,99.5
2015,в процентах к предыдущему году,Восточно-Казахстанская,101.7
2015,в процентах к предыдущему году,г_Нур-Султан,99.3
2015,в процентах к предыдущему году,г_Алматы,95.6
2016,в процентах к предыдущему году,,100.2
2016,в процентах к предыдущему году,Акмолинская,101.7
2016,в процентах к предыдущему году,Актюбинская,102.4
2016,в процентах к предыдущему году,Алматинская,99.5
2016,в процентах к предыдущему году,Атырауская,104.0
2016,в процентах к предыдущему году,Западно-Казахстанская,101.9
2016,в процентах к предыдущему году,Жымбылская,103.1
2016,в процентах к предыдущему году,Карагандинская,103.3
2016,в процентах к предыдущему году,Костанайская,97.2
2016,в процентах к предыдущему году,Кызылординская,88.7
2016,в процентах к предыдущему году,Мангистауская,99.6
2016,в процентах к предыдущему году,Южно-Казахстанская,101.0
2016,в процентах к предыдущему году,Павлодарская,100.7
2016,в процентах к предыдущему году,Северо-Казахстанская,102.8
2016,в процентах к предыдущему году,Восточно-Казахстанская,102.5
2016,в процентах к предыдущему году,г_Нур-Султан,102.5
2016,в процентах к предыдущему году,г_Алматы,99.3
2017,в процентах к предыдущему году,,104.3
2017,в процентах к предыдущему году,Акмолинская,105.9
2017,в процентах к предыдущему году,Актюбинская,106.3
2017,в процентах к предыдущему году,Алматинская,103.7
2017,в процентах к предыдущему году,Атырауская,116.4
2017,в процентах к предыдущему году,Западно-Казахстанская,103.4
2017,в процентах к предыдущему году,Жымбылская,104.7
2017,в процентах к предыдущему году,Карагандинская,107.9
2017,в процентах к предыдущему году,Костанайская,107.7
2017,в процентах к предыдущему году,Кызылординская,96.7
2017,в процентах к предыдущему году,Мангистауская,101.0
2017,в процентах к предыдущему году,Южно-Казахстанская,105.9
2017,в процентах к предыдущему году,Павлодарская,107.5
2017,в процентах к предыдущему году,Северо-Казахстанская,107.9
2017,в процентах к предыдущему году,Восточно-Казахстанская,101.9
2017,в процентах к предыдущему году,г_Нур-Султан,97.4
2017,в процентах к предыдущему году,г_Алматы,102.1
2018,в процентах к предыдущему году,,103.1
2018,в процентах к предыдущему году,Акмолинская,103.0
2018,в процентах к предыдущему году,Актюбинская,104.1
2018,в процентах к предыдущему году,Алматинская,103.5
2018,в процентах к предыдущему году,Атырауская,108.6
2018,в процентах к предыдущему году,Западно-Казахстанская,97.9
2018,в процентах к предыдущему году,Жымбылская,102.5
2018,в процентах к предыдущему году,Карагандинская,103.0
2018,в процентах к предыдущему году,Костанайская,109.8
2018,в процентах к предыдущему году,Кызылординская,99.2
2018,в процентах к предыдущему году,Мангистауская,92.3
2018,в процентах к предыдущему году,Павлодарская,105.6
2018,в процентах к предыдущему году,Северо-Казахстанская,102.2
2018,в процентах к предыдущему году,Туркестанская,101.1
2018,в процентах к предыдущему году,Восточно-Казахстанская,110.3
2018,в процентах к предыдущему году,г_Нур-Султан,88.0
2018,в процентах к предыдущему году,г_Алматы,102.0
2018,в процентах к предыдущему году,г_Шымкент,110.8
2019,в процентах к предыдущему году,,103.7
2019,в процентах к предыдущему году,Акмолинская,103.3
2019,в процентах к предыдущему году,Актюбинская,105.3
2019,в процентах к предыдущему году,Алматинская,104.9
2019,в процентах к предыдущему году,Атырауская,103.4
2019,в процентах к предыдущему году,Западно-Казахстанская,98.2
2019,в процентах к предыдущему году,Жымбылская,105.0
2019,в процентах к предыдущему году,Карагандинская,105.2
2019,в процентах к предыдущему году,Костанайская,105.9
2019,в процентах к предыдущему году,Кызылординская,101.7
2019,в процентах к предыдущему году,Мангистауская,100.9
2019,в процентах к предыдущему году,Павлодарская,106.3
2019,в процентах к предыдущему году,Северо-Казахстанская,102.8
2019,в процентах к предыдущему году,Туркестанская,109.0
2019,в процентах к предыдущему году,Восточно-Казахстанская,105.1
2019,в процентах к предыдущему году,г_Нур-Султан,98.9
2019,в процентах к предыдущему году,г_Алматы,101.8
2019,в процентах к предыдущему году,г_Шымкент,97.6
