Year,UNIT_MEASURE,SERIES,Регионы,Value
2019,мг/метр куб,взвешенные частицы РМ-10,г.Тараз,0.03
2019,мг/метр куб,взвешенные частицы РМ-10,г.Жанатас,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г.Каратау,0.06
2019,мг/метр куб,взвешенные частицы РМ-10,г.Чу,0.01
2019,мг/метр куб,взвешенные частицы РМ-10,п.Кордай,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г.Уральск,0.01
2019,мг/метр куб,взвешенные частицы РМ-10,г.Аксай,0.005
2019,мг/метр куб,взвешенные частицы РМ-10,г.Караганда,0.059
2019,мг/метр куб,взвешенные частицы РМ-10,г.Балхаш,0.049
2019,мг/метр куб,взвешенные частицы РМ-10,г.Жезказган,0.018
2019,мг/метр куб,взвешенные частицы РМ-10,г.Сарань,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г.Темиртау,0.044
2019,мг/метр куб,взвешенные частицы РМ-10,г.Костанай,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г.Рудный,0.0
2019,мг/метр куб,взвешенные частицы РМ-10,п.Карабалык,0.0053
2019,мг/метр куб,взвешенные частицы РМ-10,г.Кызылорда,0.001
2019,мг/метр куб,взвешенные частицы РМ-10,п.Торетам,2.0
2019,мг/метр куб,взвешенные частицы РМ-10,Актюбинская,0.11
2019,мг/метр куб,взвешенные частицы РМ-10,г.Жанаозен,0.023
2019,мг/метр куб,взвешенные частицы РМ-10,г.Павлодар,0.0411
2019,мг/метр куб,взвешенные частицы РМ-10,г.Экибастуз,0.0782
2019,мг/метр куб,взвешенные частицы РМ-10,Южно-Казахстанская,0.009
2019,мг/метр куб,взвешенные частицы РМ-10,г_Шымкент,0.04
