Year,UNIT_MEASURE,Регионы,Value
2011,"в долларах США, в ценах 2010 года",Кызылординская,194.1
2011,"в долларах США, в ценах 2010 года",Мангистауская,631.9
2011,"в долларах США, в ценах 2010 года",Южно-Казахстанская,688.5
2011,"в долларах США, в ценах 2010 года",Павлодарская,2694.6
2011,"в долларах США, в ценах 2010 года",Северо-Казахстанская,486.1
2011,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1386.9
2011,"в долларах США, в ценах 2010 года",г_Нур-Султан,637.6
2011,"в долларах США, в ценах 2010 года",г_Алматы,1033.1
2012,"процент, в ценах 2010 года",,11.1
2012,"процент, в ценах 2010 года",Акмолинская,14.1
2012,"процент, в ценах 2010 года",Актюбинская,7.6
2012,"процент, в ценах 2010 года",Алматинская,16.5
2012,"процент, в ценах 2010 года",Атырауская,5.2
2012,"процент, в ценах 2010 года",Западно-Казахстанская,4.8
2012,"процент, в ценах 2010 года",Жымбылская,13.3
2012,"процент, в ценах 2010 года",Карагандинская,30.3
2012,"процент, в ценах 2010 года",Костанайская,9.0
2012,"процент, в ценах 2010 года",Кызылординская,2.3
2012,"процент, в ценах 2010 года",Мангистауская,3.4
2012,"процент, в ценах 2010 года",Южно-Казахстанская,20.7
2012,"процент, в ценах 2010 года",Павлодарская,25.3
2012,"процент, в ценах 2010 года",Северо-Казахстанская,8.5
2012,"процент, в ценах 2010 года",Восточно-Казахстанская,24.2
2012,"процент, в ценах 2010 года",г_Нур-Султан,4.2
2012,"процент, в ценах 2010 года",г_Алматы,4.8
2012,"в долларах США, в ценах 2010 года",,1100.9
2012,"в долларах США, в ценах 2010 года",Акмолинская,831.4
2012,"в долларах США, в ценах 2010 года",Актюбинская,877.3
2012,"в долларах США, в ценах 2010 года",Алматинская,673.4
2012,"в долларах США, в ценах 2010 года",Атырауская,1834.8
2012,"в долларах США, в ценах 2010 года",Западно-Казахстанская,597.6
2012,"в долларах США, в ценах 2010 года",Жымбылская,468.4
2012,"в долларах США, в ценах 2010 года",Карагандинская,3028.8
2012,"в долларах США, в ценах 2010 года",Костанайская,634.3
2012,"в долларах США, в ценах 2010 года",Кызылординская,201.7
2012,"в долларах США, в ценах 2010 года",Мангистауская,613.0
2012,"в долларах США, в ценах 2010 года",Южно-Казахстанская,697.7
2012,"в долларах США, в ценах 2010 года",Павлодарская,2830.3
2012,"в долларах США, в ценах 2010 года",Северо-Казахстанская,502.0
2012,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1770.5
2012,"в долларах США, в ценах 2010 года",г_Нур-Султан,826.1
2012,"в долларах США, в ценах 2010 года",г_Алматы,1043.9
2013,"процент, в ценах 2010 года",,10.8
2013,"процент, в ценах 2010 года",Акмолинская,13.4
2013,"процент, в ценах 2010 года",Актюбинская,7.9
2013,"процент, в ценах 2010 года",Алматинская,15.2
2013,"процент, в ценах 2010 года",Атырауская,5.2
2013,"процент, в ценах 2010 года",Западно-Казахстанская,5.6
2013,"процент, в ценах 2010 года",Жымбылская,13.9
2013,"процент, в ценах 2010 года",Карагандинская,28.1
2013,"процент, в ценах 2010 года",Костанайская,8.8
2013,"процент, в ценах 2010 года",Кызылординская,2.6
2013,"процент, в ценах 2010 года",Мангистауская,3.5
2013,"процент, в ценах 2010 года",Южно-Казахстанская,20.1
2013,"процент, в ценах 2010 года",Павлодарская,25.2
2013,"процент, в ценах 2010 года",Северо-Казахстанская,8.2
2013,"процент, в ценах 2010 года",Восточно-Казахстанская,24.1
2013,"процент, в ценах 2010 года",г_Нур-Султан,4.1
2013,"процент, в ценах 2010 года",г_Алматы,4.6
2013,"в долларах США, в ценах 2010 года",,1117.3
2013,"в долларах США, в ценах 2010 года",Акмолинская,830.6
2013,"в долларах США, в ценах 2010 года",Актюбинская,942.2
2013,"в долларах США, в ценах 2010 года",Алматинская,675.3
2013,"в долларах США, в ценах 2010 года",Атырауская,1869.1
2013,"в долларах США, в ценах 2010 года",Западно-Казахстанская,712.5
2013,"в долларах США, в ценах 2010 года",Жымбылская,501.1
2013,"в долларах США, в ценах 2010 года",Карагандинская,3007.0
2013,"в долларах США, в ценах 2010 года",Костанайская,685.2
2013,"в долларах США, в ценах 2010 года",Кызылординская,232.1
2013,"в долларах США, в ценах 2010 года",Мангистауская,650.7
2013,"в долларах США, в ценах 2010 года",Южно-Казахстанская,684.3
2013,"в долларах США, в ценах 2010 года",Павлодарская,2814.3
2013,"в долларах США, в ценах 2010 года",Северо-Казахстанская,528.0
2013,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1889.2
2013,"в долларах США, в ценах 2010 года",г_Нур-Султан,856.8
2013,"в долларах США, в ценах 2010 года",г_Алматы,1107.5
2014,"процент, в ценах 2010 года",,10.5
2014,"процент, в ценах 2010 года",Акмолинская,14.0
2014,"процент, в ценах 2010 года",Актюбинская,7.6
2014,"процент, в ценах 2010 года",Алматинская,15.0
2014,"процент, в ценах 2010 года",Атырауская,5.3
2014,"процент, в ценах 2010 года",Западно-Казахстанская,5.3
2014,"процент, в ценах 2010 года",Жымбылская,14.2
2014,"процент, в ценах 2010 года",Карагандинская,26.2
2014,"процент, в ценах 2010 года",Костанайская,9.4
2014,"процент, в ценах 2010 года",Кызылординская,2.9
2014,"процент, в ценах 2010 года",Мангистауская,4.0
2014,"процент, в ценах 2010 года",Южно-Казахстанская,20.2
2014,"процент, в ценах 2010 года",Павлодарская,24.1
2014,"процент, в ценах 2010 года",Северо-Казахстанская,7.8
2014,"процент, в ценах 2010 года",Восточно-Казахстанская,23.8
2014,"процент, в ценах 2010 года",г_Нур-Султан,3.6
2014,"процент, в ценах 2010 года",г_Алматы,4.3
2014,"в долларах США, в ценах 2010 года",,1118.4
2014,"в долларах США, в ценах 2010 года",Акмолинская,902.7
2014,"в долларах США, в ценах 2010 года",Актюбинская,925.0
2014,"в долларах США, в ценах 2010 года",Алматинская,694.6
2014,"в долларах США, в ценах 2010 года",Атырауская,1903.3
2014,"в долларах США, в ценах 2010 года",Западно-Казахстанская,710.8
2014,"в долларах США, в ценах 2010 года",Жымбылская,506.1
2014,"в долларах США, в ценах 2010 года",Карагандинская,2878.9
2014,"в долларах США, в ценах 2010 года",Костанайская,744.9
2014,"в долларах США, в ценах 2010 года",Кызылординская,250.8
2014,"в долларах США, в ценах 2010 года",Мангистауская,745.4
2014,"в долларах США, в ценах 2010 года",Южно-Казахстанская,689.9
2014,"в долларах США, в ценах 2010 года",Павлодарская,2707.9
2014,"в долларах США, в ценах 2010 года",Северо-Казахстанская,534.8
2014,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1913.2
2014,"в долларах США, в ценах 2010 года",г_Нур-Султан,786.5
2014,"в долларах США, в ценах 2010 года",г_Алматы,1068.4
2015,"процент, в ценах 2010 года",,10.4
2015,"процент, в ценах 2010 года",Акмолинская,14.8
2015,"процент, в ценах 2010 года",Актюбинская,7.8
2015,"процент, в ценах 2010 года",Алматинская,14.9
2015,"процент, в ценах 2010 года",Атырауская,5.1
2015,"процент, в ценах 2010 года",Западно-Казахстанская,3.9
2015,"процент, в ценах 2010 года",Жымбылская,12.5
2015,"процент, в ценах 2010 года",Карагандинская,28.2
2015,"процент, в ценах 2010 года",Костанайская,8.7
2015,"процент, в ценах 2010 года",Кызылординская,3.1
2015,"процент, в ценах 2010 года",Мангистауская,3.5
2015,"процент, в ценах 2010 года",Южно-Казахстанская,20.2
2015,"процент, в ценах 2010 года",Павлодарская,23.3
2015,"процент, в ценах 2010 года",Северо-Казахстанская,7.8
2015,"процент, в ценах 2010 года",Восточно-Казахстанская,21.6
2015,"процент, в ценах 2010 года",г_Нур-Султан,3.6
2015,"процент, в ценах 2010 года",г_Алматы,3.9
2015,"в долларах США, в ценах 2010 года",,1105.0
2015,"в долларах США, в ценах 2010 года",Акмолинская,968.9
2015,"в долларах США, в ценах 2010 года",Актюбинская,902.8
2015,"в долларах США, в ценах 2010 года",Алматинская,736.9
2015,"в долларах США, в ценах 2010 года",Атырауская,1828.8
2015,"в долларах США, в ценах 2010 года",Западно-Казахстанская,507.4
2015,"в долларах США, в ценах 2010 года",Жымбылская,441.2
2015,"в долларах США, в ценах 2010 года",Карагандинская,3166.2
2015,"в долларах США, в ценах 2010 года",Костанайская,670.1
2015,"в долларах США, в ценах 2010 года",Кызылординская,252.3
2015,"в долларах США, в ценах 2010 года",Мангистауская,631.9
2015,"в долларах США, в ценах 2010 года",Южно-Казахстанская,687.8
2015,"в долларах США, в ценах 2010 года",Павлодарская,2612.2
2015,"в долларах США, в ценах 2010 года",Северо-Казахстанская,541.2
2015,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1739.4
2015,"в долларах США, в ценах 2010 года",г_Нур-Султан,798.1
2015,"в долларах США, в ценах 2010 года",г_Алматы,951.9
2016,"процент, в ценах 2010 года",,10.5
2016,"процент, в ценах 2010 года",Акмолинская,14.8
2016,"процент, в ценах 2010 года",Актюбинская,8.9
2016,"процент, в ценах 2010 года",Алматинская,14.1
2016,"процент, в ценах 2010 года",Атырауская,5.1
2016,"процент, в ценах 2010 года",Западно-Казахстанская,3.9
2016,"процент, в ценах 2010 года",Жымбылская,12.6
2016,"процент, в ценах 2010 года",Карагандинская,29.6
2016,"процент, в ценах 2010 года",Костанайская,9.4
2016,"процент, в ценах 2010 года",Кызылординская,3.8
2016,"процент, в ценах 2010 года",Мангистауская,3.7
2016,"процент, в ценах 2010 года",Южно-Казахстанская,21.0
2016,"процент, в ценах 2010 года",Павлодарская,23.5
2016,"процент, в ценах 2010 года",Северо-Казахстанская,7.6
2016,"процент, в ценах 2010 года",Восточно-Казахстанская,21.6
2016,"процент, в ценах 2010 года",г_Нур-Султан,3.5
2016,"процент, в ценах 2010 года",г_Алматы,3.8
2016,"в долларах США, в ценах 2010 года",,1109.1
2016,"в долларах США, в ценах 2010 года",Акмолинская,998.8
2016,"в долларах США, в ценах 2010 года",Актюбинская,1034.2
2016,"в долларах США, в ценах 2010 года",Алматинская,696.4
2016,"в долларах США, в ценах 2010 года",Атырауская,1871.1
2016,"в долларах США, в ценах 2010 года",Западно-Казахстанская,524.5
2016,"в долларах США, в ценах 2010 года",Жымбылская,453.1
2016,"в долларах США, в ценах 2010 года",Карагандинская,3391.0
2016,"в долларах США, в ценах 2010 года",Костанайская,705.9
2016,"в долларах США, в ценах 2010 года",Кызылординская,297.5
2016,"в долларах США, в ценах 2010 года",Мангистауская,654.8
2016,"в долларах США, в ценах 2010 года",Южно-Казахстанская,715.3
2016,"в долларах США, в ценах 2010 года",Павлодарская,2614.8
2016,"в долларах США, в ценах 2010 года",Северо-Казахстанская,535.3
2016,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1778.9
2016,"в долларах США, в ценах 2010 года",г_Нур-Султан,750.1
2016,"в долларах США, в ценах 2010 года",г_Алматы,923.6
2017,"процент, в ценах 2010 года",,10.7
2017,"процент, в ценах 2010 года",Акмолинская,14.9
2017,"процент, в ценах 2010 года",Актюбинская,9.3
2017,"процент, в ценах 2010 года",Алматинская,14.3
2017,"процент, в ценах 2010 года",Атырауская,4.6
2017,"процент, в ценах 2010 года",Западно-Казахстанская,3.9
2017,"процент, в ценах 2010 года",Жымбылская,12.4
2017,"процент, в ценах 2010 года",Карагандинская,29.5
2017,"процент, в ценах 2010 года",Костанайская,9.6
2017,"процент, в ценах 2010 года",Кызылординская,4.0
2017,"процент, в ценах 2010 года",Мангистауская,4.0
2017,"процент, в ценах 2010 года",Южно-Казахстанская,21.8
2017,"процент, в ценах 2010 года",Павлодарская,23.7
2017,"процент, в ценах 2010 года",Северо-Казахстанская,8.0
2017,"процент, в ценах 2010 года",Восточно-Казахстанская,21.6
2017,"процент, в ценах 2010 года",г_Нур-Султан,3.8
2017,"процент, в ценах 2010 года",г_Алматы,3.9
2017,"в долларах США, в ценах 2010 года",,1161.5
2017,"в долларах США, в ценах 2010 года",Акмолинская,1033.7
2017,"в долларах США, в ценах 2010 года",Актюбинская,1109.8
2017,"в долларах США, в ценах 2010 года",Алматинская,720.7
2017,"в долларах США, в ценах 2010 года",Атырауская,1905.3
2017,"в долларах США, в ценах 2010 года",Западно-Казахстанская,535.5
2017,"в долларах США, в ценах 2010 года",Жымбылская,461.1
2017,"в долларах США, в ценах 2010 года",Карагандинская,3512.8
2017,"в долларах США, в ценах 2010 года",Костанайская,756.2
2017,"в долларах США, в ценах 2010 года",Кызылординская,309.4
2017,"в долларах США, в ценах 2010 года",Мангистауская,677.2
2017,"в долларах США, в ценах 2010 года",Южно-Казахстанская,755.3
2017,"в долларах США, в ценах 2010 года",Павлодарская,2753.2
2017,"в долларах США, в ценах 2010 года",Северо-Казахстанская,589.1
2017,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,1814.9
2017,"в долларах США, в ценах 2010 года",г_Нур-Султан,768.0
2017,"в долларах США, в ценах 2010 года",г_Алматы,942.1
2018,"процент, в ценах 2010 года",,10.7
2018,"процент, в ценах 2010 года",Акмолинская,15.4
2018,"процент, в ценах 2010 года",Актюбинская,9.7
2018,"процент, в ценах 2010 года",Алматинская,14.3
2018,"процент, в ценах 2010 года",Атырауская,4.4
2018,"процент, в ценах 2010 года",Западно-Казахстанская,4.5
2018,"процент, в ценах 2010 года",Жымбылская,12.4
2018,"процент, в ценах 2010 года",Карагандинская,28.7
2018,"процент, в ценах 2010 года",Костанайская,9.7
2018,"процент, в ценах 2010 года",Кызылординская,3.9
2018,"процент, в ценах 2010 года",Мангистауская,4.4
2018,"процент, в ценах 2010 года",Павлодарская,23.7
2018,"процент, в ценах 2010 года",Северо-Казахстанская,7.8
2018,"процент, в ценах 2010 года",Восточно-Казахстанская,22.8
2018,"процент, в ценах 2010 года",г_Нур-Султан,4.1
2018,"процент, в ценах 2010 года",г_Алматы,4.0
2018,"процент, в ценах 2010 года",г_Шымкент,22.6
2018,"в долларах США, в ценах 2010 года",,1182.0
2018,"в долларах США, в ценах 2010 года",Акмолинская,1109.4
2018,"в долларах США, в ценах 2010 года",Актюбинская,1201.8
2018,"в долларах США, в ценах 2010 года",Алматинская,735.7
2018,"в долларах США, в ценах 2010 года",Атырауская,2044.3
2018,"в долларах США, в ценах 2010 года",Западно-Казахстанская,598.7
2018,"в долларах США, в ценах 2010 года",Жымбылская,476.5
2018,"в долларах США, в ценах 2010 года",Карагандинская,3528.4
2018,"в долларах США, в ценах 2010 года",Костанайская,818.3
2018,"в долларах США, в ценах 2010 года",Кызылординская,292.7
2018,"в долларах США, в ценах 2010 года",Мангистауская,739.5
2018,"в долларах США, в ценах 2010 года",Павлодарская,2923.4
2018,"в долларах США, в ценах 2010 года",Северо-Казахстанская,595.0
2018,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,2019.9
2018,"в долларах США, в ценах 2010 года",г_Нур-Султан,790.2
2018,"в долларах США, в ценах 2010 года",г_Алматы,963.7
2019,"процент, в ценах 2010 года",,10.9
2019,"процент, в ценах 2010 года",Акмолинская,15.2
2019,"процент, в ценах 2010 года",Актюбинская,9.1
2019,"процент, в ценах 2010 года",Алматинская,14.6
2019,"процент, в ценах 2010 года",Атырауская,4.4
2019,"процент, в ценах 2010 года",Западно-Казахстанская,4.9
2019,"процент, в ценах 2010 года",Жымбылская,12.5
2019,"процент, в ценах 2010 года",Карагандинская,27.2
2019,"процент, в ценах 2010 года",Костанайская,11.7
2019,"процент, в ценах 2010 года",Кызылординская,3.9
2019,"процент, в ценах 2010 года",Мангистауская,4.4
2019,"процент, в ценах 2010 года",Павлодарская,23.0
2019,"процент, в ценах 2010 года",Северо-Казахстанская,7.6
2019,"процент, в ценах 2010 года",г_Нур-Султан,22.9
2019,"процент, в ценах 2010 года",г_Алматы,4.2
2019,"процент, в ценах 2010 года",г_Шымкент,4.0
2019,"в долларах США, в ценах 2010 года",,1250.8
2019,"в долларах США, в ценах 2010 года",Акмолинская,1124.0
2019,"в долларах США, в ценах 2010 года",Актюбинская,1178.0
2019,"в долларах США, в ценах 2010 года",Алматинская,779.2
2019,"в долларах США, в ценах 2010 года",Атырауская,2151.0
2019,"в долларах США, в ценах 2010 года",Западно-Казахстанская,647.1
2019,"в долларах США, в ценах 2010 года",Жымбылская,496.1
2019,"в долларах США, в ценах 2010 года",Карагандинская,3537.8
2019,"в долларах США, в ценах 2010 года",Костанайская,1034.4
2019,"в долларах США, в ценах 2010 года",Кызылординская,292.7
2019,"в долларах США, в ценах 2010 года",Мангистауская,728.4
2019,"в долларах США, в ценах 2010 года",Павлодарская,3003.2
2019,"в долларах США, в ценах 2010 года",Северо-Казахстанская,602.3
2019,"в долларах США, в ценах 2010 года",Восточно-Казахстанская,2149.3
2019,"в долларах США, в ценах 2010 года",г_Нур-Султан,836.2
2019,"в долларах США, в ценах 2010 года",г_Алматы,984.2
