Year,Value,SERIES,UNIT_MEASURE
2012,4.0483,Перевезено грузов с морским транспортом,millions tonnes
2013,3508.0407,Cargo transported by all means of transport,millions tonnes
2013,225.9,Pipeline,millions tonnes
2013,293.7,Railway,millions tonnes
2013,2983.35,Automobile,millions tonnes
2013,0.239,Air,millions tonnes
2013,1.1065,Inland water еransport,millions tonnes
2013,3.9845,nautical,millions tonnes
2013,20004.2963,Passengers transported by all means of transport,mln.people
2013,28.6,Railway transport,mln.people
2013,19905.27,Automobile,mln.people
2013,0.09,Inland water еransport,mln.people
2013,5.0,Air,mln.people
2013,65.3,City electric transport,mln.people
2013,2983.35009,_L_KZ_090102_1J,millions tonnes
2013,19970.638,Passengers transported by all means of transport,mln.people
2013,23873.5,transported by air,tons
2013,4985.6,passengers transported by air,thousand people
2013,225.9157,performance indicators of pipeline transport,millions tonnes
2013,3.9845,Перевезено грузов с морским транспортом,millions tonnes
2014,3749.8406,Cargo transported by all means of transport,millions tonnes
2014,225.019,Pipeline,millions tonnes
2014,390.741,Railway,millions tonnes
2014,3129.1,Automobile,millions tonnes
2014,0.19082,Air,millions tonnes
2014,1.3208,Inland water еransport,millions tonnes
2014,3.6302,nautical,millions tonnes
2014,21281.1651,Passengers transported by all means of transport,mln.people
2014,23.2,Railway transport,mln.people
2014,21189.873,Automobile,mln.people
2014,0.0672,Inland water еransport,mln.people
2014,5.434,Air,mln.people
2014,62.5,City electric transport,mln.people
2014,3129.1097,_L_KZ_090102_1J,millions tonnes
2014,21252.4346,Passengers transported by all means of transport,mln.people
2014,19082.4,transported by air,tons
2014,5434.6,passengers transported by air,thousand people
2014,225.0191,performance indicators of pipeline transport,millions tonnes
2014,3.6302,Перевезено грузов с морским транспортом,millions tonnes
2015,3733.7548,Cargo transported by all means of transport,millions tonnes
2015,214.643,Pipeline,millions tonnes
2015,341.37,Railway,millions tonnes
2015,3174.021,Automobile,millions tonnes
2015,0.17178,Air,millions tonnes
2015,1.2189,Inland water еransport,millions tonnes
2015,2.4766,nautical,millions tonnes
2015,21839.1375,Passengers transported by all means of transport,mln.people
2015,22.497,Railway transport,mln.people
2015,21744.732,Automobile,mln.people
2015,0.0485,Inland water еransport,mln.people
2015,5.922,Air,mln.people
2015,65.9,City electric transport,mln.people
2015,3174.0218,_L_KZ_090102_1J,millions tonnes
2015,21810.6683,Passengers transported by all means of transport,mln.people
2015,17178.2,transported by air,tons
2015,5922.8,passengers transported by air,thousand people
2015,214.643,performance indicators of pipeline transport,millions tonnes
2015,2.4766,Перевезено грузов с морским транспортом,millions tonnes
2016,3729.184,Cargo transported by all means of transport,millions tonnes
2016,205.8276,Pipeline,millions tonnes
2016,338.9286,Railway,millions tonnes
2016,3180.6557,Automobile,millions tonnes
2016,0.1801589999999999,Air,millions tonnes
2016,1.1886,Inland water еransport,millions tonnes
2016,2.5655,nautical,millions tonnes
2016,22332.7906,Passengers transported by all means of transport,mln.people
2016,23.0732,Railway transport,mln.people
2016,22239.3609,Automobile,mln.people
2016,0.0904,Inland water еransport,mln.people
2016,6.0217,Air,mln.people
2016,64.2,City electric transport,mln.people
2016,3180.6557000000003,_L_KZ_090102_1J,millions tonnes
2016,22303.6054,Passengers transported by all means of transport,mln.people
2016,18015.9,transported by air,tons
2016,6021.7,passengers transported by air,thousand people
2016,205.8276,performance indicators of pipeline transport,millions tonnes
2016,2.5655,Перевезено грузов с морским транспортом,millions tonnes
2017,3946.1,Cargo transported by all means of transport,millions tonnes
2017,232.8066,Pipeline,millions tonnes
2017,387.2367,Railway,millions tonnes
2017,3322.2673,Automobile,millions tonnes
2017,0.225,Air,millions tonnes
2017,1.6494,Inland water еransport,millions tonnes
2017,2.1026,nautical,millions tonnes
2017,22744.7,Passengers transported by all means of transport,mln.people
2017,22.91428,Railway transport,mln.people
2017,22643.55407,Automobile,mln.people
2017,0.05871,Inland water еransport,mln.people
2017,7.36373,Air,mln.people
2017,70.6,City electric transport,mln.people
2017,3322.3,_L_KZ_090102_1J,millions tonnes
2017,22690.2727,Passengers transported by all means of transport,mln.people
2017,22449.9,transported by air,tons
2017,7363.73,passengers transported by air,thousand people
2017,232.81463,performance indicators of pipeline transport,millions tonnes
2017,2.10262,Перевезено грузов с морским транспортом,millions tonnes
2018,4103.7588,Cargo transported by all means of transport,millions tonnes
2018,281.4156,Pipeline,millions tonnes
2018,397.8848,Railway,millions tonnes
2018,0.0441,Air,millions tonnes
2018,23021.597670000003,Passengers transported by all means of transport,mln.people
2018,23.09138,Railway transport,mln.people
2018,22911.47359,Automobile,mln.people
2018,7.55559,Air,mln.people
2018,69.7,City electric transport,mln.people
2018,22982.2175,Passengers transported by all means of transport,mln.people
2018,44140.0,transported by air,tons
2018,7555.6,passengers transported by air,thousand people
2018,281.4156,performance indicators of pipeline transport,millions tonnes
2019,4222.7,Cargo transported by all means of transport,millions tonnes
2019,273.031,Pipeline,millions tonnes
2019,397.026,Railway,millions tonnes
2019,3550.4713,Automobile,millions tonnes
2019,0.0266999999999999,Air,millions tonnes
2019,1.3193,Inland water еransport,millions tonnes
2019,0.8281000000000001,nautical,millions tonnes
2019,23835.78756,Passengers transported by all means of transport,mln.people
2019,22.35073,Railway transport,mln.people
2019,23719.169,Automobile,mln.people
2019,0.03638,Inland water еransport,mln.people
2019,0.06218,nautical,mln.people
2019,8.644860000000001,Air,mln.people
2019,85.5239299999997,City electric transport,mln.people
2019,3550.4713,_L_KZ_090102_1J,millions tonnes
2019,23804.69341,Passengers transported by all means of transport,mln.people
2019,267211.0,transported by air,tons
2019,8644.86,passengers transported by air,thousand people
2019,273.031,performance indicators of pipeline transport,millions tonnes
2019,0.8281000000000001,Перевезено грузов с морским транспортом,millions tonnes
2019,0.06218,Перевезено пассажиров с морским транспортом,millions tonnes
