Year,UNIT_MEASURE,SEX,URBANISATION,REF_AREA,Value
2012,PER_1000_LIVE_BIRTHS,F,,KZSEV,11.51
2012,PER_1000_LIVE_BIRTHS,F,,KZVOS,16.55
2012,PER_1000_LIVE_BIRTHS,F,,KZNS,12.13
2012,PER_1000_LIVE_BIRTHS,F,,KZALA,13.03
2012,PER_1000_LIVE_BIRTHS,F,U,,14.02
2012,PER_1000_LIVE_BIRTHS,F,U,KZAKM,13.55
2012,PER_1000_LIVE_BIRTHS,F,U,KZAKT,16.71
2012,PER_1000_LIVE_BIRTHS,F,U,KZALM,11.81
2012,PER_1000_LIVE_BIRTHS,F,U,KZATY,18.18
2012,PER_1000_LIVE_BIRTHS,F,U,KZZAP,5.74
2012,PER_1000_LIVE_BIRTHS,F,U,KZZHA,14.71
2012,PER_1000_LIVE_BIRTHS,F,U,KZKAR,12.32
2012,PER_1000_LIVE_BIRTHS,F,U,KZKUS,12.53
2012,PER_1000_LIVE_BIRTHS,F,U,KZKZY,17.74
2012,PER_1000_LIVE_BIRTHS,F,U,KZMAN,14.98
2012,PER_1000_LIVE_BIRTHS,F,U,KZONT,16.89
2012,PER_1000_LIVE_BIRTHS,F,U,KZPAV,8.4
2012,PER_1000_LIVE_BIRTHS,F,U,KZSEV,13.43
2012,PER_1000_LIVE_BIRTHS,F,U,KZVOS,16.71
2012,PER_1000_LIVE_BIRTHS,F,U,KZNS,12.13
2012,PER_1000_LIVE_BIRTHS,F,U,KZALA,13.03
2012,PER_1000_LIVE_BIRTHS,F,R,,14.89
2012,PER_1000_LIVE_BIRTHS,F,R,KZAKM,11.67
2012,PER_1000_LIVE_BIRTHS,F,R,KZAKT,14.01
2012,PER_1000_LIVE_BIRTHS,F,R,KZALM,11.4
2012,PER_1000_LIVE_BIRTHS,F,R,KZATY,18.6
2012,PER_1000_LIVE_BIRTHS,F,R,KZZAP,11.94
2012,PER_1000_LIVE_BIRTHS,F,R,KZZHA,14.18
2012,PER_1000_LIVE_BIRTHS,F,R,KZKAR,14.47
2012,PER_1000_LIVE_BIRTHS,F,R,KZKUS,15.64
2012,PER_1000_LIVE_BIRTHS,F,R,KZKZY,23.6
2012,PER_1000_LIVE_BIRTHS,F,R,KZMAN,14.9
2012,PER_1000_LIVE_BIRTHS,F,R,KZONT,16.53
2012,PER_1000_LIVE_BIRTHS,F,R,KZPAV,12.23
2012,PER_1000_LIVE_BIRTHS,F,R,KZSEV,10.01
2012,PER_1000_LIVE_BIRTHS,F,R,KZVOS,16.29
2013,PER_1000_LIVE_BIRTHS,_T,,,14.19
2013,PER_1000_LIVE_BIRTHS,_T,,KZAKM,14.78
2013,PER_1000_LIVE_BIRTHS,_T,,KZAKT,13.54
2013,PER_1000_LIVE_BIRTHS,_T,,KZALM,12.25
2013,PER_1000_LIVE_BIRTHS,_T,,KZATY,11.89
2013,PER_1000_LIVE_BIRTHS,_T,,KZZAP,9.75
2013,PER_1000_LIVE_BIRTHS,_T,,KZZHA,16.58
2013,PER_1000_LIVE_BIRTHS,_T,,KZKAR,11.59
2013,PER_1000_LIVE_BIRTHS,_T,,KZKUS,14.2
2013,PER_1000_LIVE_BIRTHS,_T,,KZKZY,19.67
2013,PER_1000_LIVE_BIRTHS,_T,,KZMAN,11.79
2013,PER_1000_LIVE_BIRTHS,_T,,KZONT,17.47
2013,PER_1000_LIVE_BIRTHS,_T,,KZPAV,10.38
2013,PER_1000_LIVE_BIRTHS,_T,,KZSEV,13.67
2013,PER_1000_LIVE_BIRTHS,_T,,KZVOS,15.73
2013,PER_1000_LIVE_BIRTHS,_T,,KZNS,11.6
2013,PER_1000_LIVE_BIRTHS,_T,,KZALA,11.86
2013,PER_1000_LIVE_BIRTHS,_T,U,,13.65
2013,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,16.04
2013,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,13.25
2013,PER_1000_LIVE_BIRTHS,_T,U,KZALM,12.78
2013,PER_1000_LIVE_BIRTHS,_T,U,KZATY,11.28
2013,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,9.29
2013,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,21.21
2013,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,10.91
2013,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,13.22
2013,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,17.39
2013,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,10.74
2013,PER_1000_LIVE_BIRTHS,_T,U,KZONT,17.76
2013,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,9.84
2013,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,13.25
2013,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,14.64
2013,PER_1000_LIVE_BIRTHS,_T,U,KZNS,11.6
2013,PER_1000_LIVE_BIRTHS,_T,U,KZALA,11.86
2013,PER_1000_LIVE_BIRTHS,_T,R,,14.83
2013,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,13.39
2013,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,14.09
2013,PER_1000_LIVE_BIRTHS,_T,R,KZALM,12.08
2013,PER_1000_LIVE_BIRTHS,_T,R,KZATY,12.53
2013,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,10.31
2013,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,13.67
2013,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,14.2
2013,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,15.43
2013,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,21.6
2013,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,12.75
2013,PER_1000_LIVE_BIRTHS,_T,R,KZONT,17.28
2013,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,11.52
2013,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,14.01
2013,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,17.48
2013,PER_1000_LIVE_BIRTHS,M,,,15.88
2013,PER_1000_LIVE_BIRTHS,M,,KZAKM,17.36
2013,PER_1000_LIVE_BIRTHS,M,,KZAKT,15.36
2013,PER_1000_LIVE_BIRTHS,M,,KZALM,14.37
2013,PER_1000_LIVE_BIRTHS,M,,KZATY,12.63
2013,PER_1000_LIVE_BIRTHS,M,,KZZAP,11.66
2013,PER_1000_LIVE_BIRTHS,M,,KZZHA,17.25
2013,PER_1000_LIVE_BIRTHS,M,,KZKAR,12.64
2013,PER_1000_LIVE_BIRTHS,M,,KZKUS,17.03
2013,PER_1000_LIVE_BIRTHS,M,,KZKZY,20.74
2013,PER_1000_LIVE_BIRTHS,M,,KZMAN,12.98
2013,PER_1000_LIVE_BIRTHS,M,,KZONT,19.46
2013,PER_1000_LIVE_BIRTHS,M,,KZPAV,11.98
2013,PER_1000_LIVE_BIRTHS,M,,KZSEV,13.9
2013,PER_1000_LIVE_BIRTHS,M,,KZVOS,18.27
2013,PER_1000_LIVE_BIRTHS,M,,KZNS,12.56
2013,PER_1000_LIVE_BIRTHS,M,,KZALA,14.16
2013,PER_1000_LIVE_BIRTHS,M,U,,14.99
2013,PER_1000_LIVE_BIRTHS,M,U,KZAKM,16.97
2013,PER_1000_LIVE_BIRTHS,M,U,KZAKT,14.28
2013,PER_1000_LIVE_BIRTHS,M,U,KZALM,15.42
2013,PER_1000_LIVE_BIRTHS,M,U,KZATY,11.61
2013,PER_1000_LIVE_BIRTHS,M,U,KZZAP,10.79
2013,PER_1000_LIVE_BIRTHS,M,U,KZZHA,20.8
2013,PER_1000_LIVE_BIRTHS,M,U,KZKAR,11.02
2013,PER_1000_LIVE_BIRTHS,M,U,KZKUS,17.43
2013,PER_1000_LIVE_BIRTHS,M,U,KZKZY,16.17
2013,PER_1000_LIVE_BIRTHS,M,U,KZMAN,11.46
2013,PER_1000_LIVE_BIRTHS,M,U,KZONT,19.83
2013,PER_1000_LIVE_BIRTHS,M,U,KZPAV,10.34
2013,PER_1000_LIVE_BIRTHS,M,U,KZSEV,15.49
2013,PER_1000_LIVE_BIRTHS,M,U,KZVOS,16.99
2013,PER_1000_LIVE_BIRTHS,M,U,KZNS,12.56
2013,PER_1000_LIVE_BIRTHS,M,U,KZALA,14.16
2013,PER_1000_LIVE_BIRTHS,M,R,,16.93
2013,PER_1000_LIVE_BIRTHS,M,R,KZAKM,17.78
2013,PER_1000_LIVE_BIRTHS,M,R,KZAKT,17.37
2013,PER_1000_LIVE_BIRTHS,M,R,KZALM,14.03
2013,PER_1000_LIVE_BIRTHS,M,R,KZATY,13.69
2013,PER_1000_LIVE_BIRTHS,M,R,KZZAP,12.74
2013,PER_1000_LIVE_BIRTHS,M,R,KZZHA,15.04
2013,PER_1000_LIVE_BIRTHS,M,R,KZKAR,18.95
2013,PER_1000_LIVE_BIRTHS,M,R,KZKUS,16.55
2013,PER_1000_LIVE_BIRTHS,M,R,KZKZY,24.54
2013,PER_1000_LIVE_BIRTHS,M,R,KZMAN,14.37
2013,PER_1000_LIVE_BIRTHS,M,R,KZONT,19.23
2013,PER_1000_LIVE_BIRTHS,M,R,KZPAV,15.44
2013,PER_1000_LIVE_BIRTHS,M,R,KZSEV,12.61
2013,PER_1000_LIVE_BIRTHS,M,R,KZVOS,20.38
2013,PER_1000_LIVE_BIRTHS,F,,,12.38
2013,PER_1000_LIVE_BIRTHS,F,,KZAKM,12.04
2013,PER_1000_LIVE_BIRTHS,F,,KZAKT,11.59
2013,PER_1000_LIVE_BIRTHS,F,,KZALM,10.03
2013,PER_1000_LIVE_BIRTHS,F,,KZATY,11.11
2013,PER_1000_LIVE_BIRTHS,F,,KZZAP,7.62
2013,PER_1000_LIVE_BIRTHS,F,,KZZHA,15.86
2013,PER_1000_LIVE_BIRTHS,F,,KZKAR,10.48
2013,PER_1000_LIVE_BIRTHS,F,,KZKUS,11.21
2013,PER_1000_LIVE_BIRTHS,F,,KZKZY,18.51
2013,PER_1000_LIVE_BIRTHS,F,,KZMAN,10.52
2013,PER_1000_LIVE_BIRTHS,F,,KZONT,15.35
2013,PER_1000_LIVE_BIRTHS,F,,KZPAV,8.62
2013,PER_1000_LIVE_BIRTHS,F,,KZSEV,13.41
2013,PER_1000_LIVE_BIRTHS,F,,KZVOS,13.02
2013,PER_1000_LIVE_BIRTHS,F,,KZNS,10.56
2013,PER_1000_LIVE_BIRTHS,F,,KZALA,9.43
2013,PER_1000_LIVE_BIRTHS,F,U,,12.22
2013,PER_1000_LIVE_BIRTHS,F,U,KZAKM,15.05
2013,PER_1000_LIVE_BIRTHS,F,U,KZAKT,12.15
2013,PER_1000_LIVE_BIRTHS,F,U,KZALM,9.98
2013,PER_1000_LIVE_BIRTHS,F,U,KZATY,10.93
2013,PER_1000_LIVE_BIRTHS,F,U,KZZAP,7.59
2013,PER_1000_LIVE_BIRTHS,F,U,KZZHA,21.63
2013,PER_1000_LIVE_BIRTHS,F,U,KZKAR,10.81
2013,PER_1000_LIVE_BIRTHS,F,U,KZKUS,8.92
2013,PER_1000_LIVE_BIRTHS,F,U,KZKZY,18.68
2013,PER_1000_LIVE_BIRTHS,F,U,KZMAN,9.96
2013,PER_1000_LIVE_BIRTHS,F,U,KZONT,15.54
2013,PER_1000_LIVE_BIRTHS,F,U,KZPAV,9.31
2013,PER_1000_LIVE_BIRTHS,F,U,KZSEV,10.82
2013,PER_1000_LIVE_BIRTHS,F,U,KZVOS,12.11
2013,PER_1000_LIVE_BIRTHS,F,U,KZNS,10.56
2013,PER_1000_LIVE_BIRTHS,F,U,KZALA,9.43
2013,PER_1000_LIVE_BIRTHS,F,R,,12.58
2013,PER_1000_LIVE_BIRTHS,F,R,KZAKM,8.74
2013,PER_1000_LIVE_BIRTHS,F,R,KZAKT,10.53
2013,PER_1000_LIVE_BIRTHS,F,R,KZALM,10.04
2013,PER_1000_LIVE_BIRTHS,F,R,KZATY,11.31
2013,PER_1000_LIVE_BIRTHS,F,R,KZZAP,7.66
2013,PER_1000_LIVE_BIRTHS,F,R,KZZHA,12.17
2013,PER_1000_LIVE_BIRTHS,F,R,KZKAR,9.25
2013,PER_1000_LIVE_BIRTHS,F,R,KZKUS,14.2
2013,PER_1000_LIVE_BIRTHS,F,R,KZKZY,18.36
2013,PER_1000_LIVE_BIRTHS,F,R,KZMAN,11.02
2013,PER_1000_LIVE_BIRTHS,F,R,KZONT,15.22
2013,PER_1000_LIVE_BIRTHS,F,R,KZPAV,7.13
2013,PER_1000_LIVE_BIRTHS,F,R,KZSEV,15.53
2013,PER_1000_LIVE_BIRTHS,F,R,KZVOS,14.46
2014,PER_1000_LIVE_BIRTHS,_T,,,12.35
2014,PER_1000_LIVE_BIRTHS,_T,,KZAKM,11.95
2014,PER_1000_LIVE_BIRTHS,_T,,KZAKT,11.77
2014,PER_1000_LIVE_BIRTHS,_T,,KZALM,11.27
2014,PER_1000_LIVE_BIRTHS,_T,,KZATY,11.72
2014,PER_1000_LIVE_BIRTHS,_T,,KZZAP,10.89
2014,PER_1000_LIVE_BIRTHS,_T,,KZZHA,13.29
2014,PER_1000_LIVE_BIRTHS,_T,,KZKAR,10.92
2014,PER_1000_LIVE_BIRTHS,_T,,KZKUS,14.1
2014,PER_1000_LIVE_BIRTHS,_T,,KZKZY,16.95
2014,PER_1000_LIVE_BIRTHS,_T,,KZMAN,11.36
2014,PER_1000_LIVE_BIRTHS,_T,,KZONT,15.0
2014,PER_1000_LIVE_BIRTHS,_T,,KZPAV,9.89
2014,PER_1000_LIVE_BIRTHS,_T,,KZSEV,10.83
2014,PER_1000_LIVE_BIRTHS,_T,,KZVOS,13.23
2014,PER_1000_LIVE_BIRTHS,_T,,KZNS,8.3
2014,PER_1000_LIVE_BIRTHS,_T,,KZALA,9.4
2014,PER_1000_LIVE_BIRTHS,_T,U,,11.94
2014,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,11.39
2014,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,12.22
2014,PER_1000_LIVE_BIRTHS,_T,U,KZALM,10.3
2014,PER_1000_LIVE_BIRTHS,_T,U,KZATY,10.8
2014,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,10.76
2014,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,17.59
2014,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,10.06
2014,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,13.53
2014,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,16.89
2014,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,11.73
2014,PER_1000_LIVE_BIRTHS,_T,U,KZONT,15.67
2014,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,8.8
2014,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,9.03
2014,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,13.12
2014,PER_1000_LIVE_BIRTHS,_T,U,KZNS,8.3
2014,PER_1000_LIVE_BIRTHS,_T,U,KZALA,9.4
2014,PER_1000_LIVE_BIRTHS,_T,R,,12.86
2014,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,12.58
2014,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,10.91
2014,PER_1000_LIVE_BIRTHS,_T,R,KZALM,11.6
2014,PER_1000_LIVE_BIRTHS,_T,R,KZATY,12.62
2014,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,11.04
2014,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,10.58
2014,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,14.24
2014,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,14.82
2014,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,16.99
2014,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,11.02
2014,PER_1000_LIVE_BIRTHS,_T,R,KZONT,14.44
2014,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,12.31
2014,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,12.45
2014,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,13.42
2014,PER_1000_LIVE_BIRTHS,M,,,13.56
2014,PER_1000_LIVE_BIRTHS,M,,KZAKM,13.58
2014,PER_1000_LIVE_BIRTHS,M,,KZAKT,12.08
2014,PER_1000_LIVE_BIRTHS,M,,KZALM,12.26
2014,PER_1000_LIVE_BIRTHS,M,,KZATY,12.49
2014,PER_1000_LIVE_BIRTHS,M,,KZZAP,12.04
2014,PER_1000_LIVE_BIRTHS,M,,KZZHA,14.04
2014,PER_1000_LIVE_BIRTHS,M,,KZKAR,12.8
2014,PER_1000_LIVE_BIRTHS,M,,KZKUS,15.01
2014,PER_1000_LIVE_BIRTHS,M,,KZKZY,18.38
2014,PER_1000_LIVE_BIRTHS,M,,KZMAN,13.49
2014,PER_1000_LIVE_BIRTHS,M,,KZONT,16.68
2014,PER_1000_LIVE_BIRTHS,M,,KZPAV,10.15
2014,PER_1000_LIVE_BIRTHS,M,,KZSEV,11.85
2014,PER_1000_LIVE_BIRTHS,M,,KZVOS,13.9
2014,PER_1000_LIVE_BIRTHS,M,,KZNS,9.54
2014,PER_1000_LIVE_BIRTHS,M,,KZALA,10.65
2014,PER_1000_LIVE_BIRTHS,M,U,,12.99
2014,PER_1000_LIVE_BIRTHS,M,U,KZAKM,12.68
2014,PER_1000_LIVE_BIRTHS,M,U,KZAKT,12.14
2014,PER_1000_LIVE_BIRTHS,M,U,KZALM,9.7
2014,PER_1000_LIVE_BIRTHS,M,U,KZATY,11.32
2014,PER_1000_LIVE_BIRTHS,M,U,KZZAP,11.01
2014,PER_1000_LIVE_BIRTHS,M,U,KZZHA,18.3
2014,PER_1000_LIVE_BIRTHS,M,U,KZKAR,11.68
2014,PER_1000_LIVE_BIRTHS,M,U,KZKUS,13.45
2014,PER_1000_LIVE_BIRTHS,M,U,KZKZY,18.45
2014,PER_1000_LIVE_BIRTHS,M,U,KZMAN,14.02
2014,PER_1000_LIVE_BIRTHS,M,U,KZONT,17.77
2014,PER_1000_LIVE_BIRTHS,M,U,KZPAV,8.03
2014,PER_1000_LIVE_BIRTHS,M,U,KZSEV,8.82
2014,PER_1000_LIVE_BIRTHS,M,U,KZVOS,14.22
2014,PER_1000_LIVE_BIRTHS,M,U,KZNS,9.54
2014,PER_1000_LIVE_BIRTHS,M,U,KZALA,10.65
2014,PER_1000_LIVE_BIRTHS,M,R,,14.28
2014,PER_1000_LIVE_BIRTHS,M,R,KZAKM,14.6
2014,PER_1000_LIVE_BIRTHS,M,R,KZAKT,11.97
2014,PER_1000_LIVE_BIRTHS,M,R,KZALM,13.12
2014,PER_1000_LIVE_BIRTHS,M,R,KZATY,13.66
2014,PER_1000_LIVE_BIRTHS,M,R,KZZAP,13.19
2014,PER_1000_LIVE_BIRTHS,M,R,KZZHA,11.34
2014,PER_1000_LIVE_BIRTHS,M,R,KZKAR,17.16
2014,PER_1000_LIVE_BIRTHS,M,R,KZKUS,16.99
2014,PER_1000_LIVE_BIRTHS,M,R,KZKZY,18.32
2014,PER_1000_LIVE_BIRTHS,M,R,KZMAN,13.01
2014,PER_1000_LIVE_BIRTHS,M,R,KZONT,15.75
2014,PER_1000_LIVE_BIRTHS,M,R,KZPAV,14.83
2014,PER_1000_LIVE_BIRTHS,M,R,KZSEV,14.69
2014,PER_1000_LIVE_BIRTHS,M,R,KZVOS,13.41
2014,PER_1000_LIVE_BIRTHS,F,,,11.06
2014,PER_1000_LIVE_BIRTHS,F,,KZAKM,10.24
2014,PER_1000_LIVE_BIRTHS,F,,KZAKT,11.43
2014,PER_1000_LIVE_BIRTHS,F,,KZALM,10.22
2014,PER_1000_LIVE_BIRTHS,F,,KZATY,10.88
2014,PER_1000_LIVE_BIRTHS,F,,KZZAP,9.66
2014,PER_1000_LIVE_BIRTHS,F,,KZZHA,12.5
2014,PER_1000_LIVE_BIRTHS,F,,KZKAR,8.92
2014,PER_1000_LIVE_BIRTHS,F,,KZKUS,13.15
2014,PER_1000_LIVE_BIRTHS,F,,KZKZY,15.43
2014,PER_1000_LIVE_BIRTHS,F,,KZMAN,9.09
2014,PER_1000_LIVE_BIRTHS,F,,KZONT,13.23
2014,PER_1000_LIVE_BIRTHS,F,,KZPAV,9.62
2014,PER_1000_LIVE_BIRTHS,F,,KZSEV,9.76
2014,PER_1000_LIVE_BIRTHS,F,,KZVOS,12.52
2014,PER_1000_LIVE_BIRTHS,F,,KZNS,7.0
2014,PER_1000_LIVE_BIRTHS,F,,KZALA,8.06
2014,PER_1000_LIVE_BIRTHS,F,U,,10.81
2014,PER_1000_LIVE_BIRTHS,F,U,KZAKM,10.03
2014,PER_1000_LIVE_BIRTHS,F,U,KZAKT,12.32
2014,PER_1000_LIVE_BIRTHS,F,U,KZALM,10.93
2014,PER_1000_LIVE_BIRTHS,F,U,KZATY,10.24
2014,PER_1000_LIVE_BIRTHS,F,U,KZZAP,10.48
2014,PER_1000_LIVE_BIRTHS,F,U,KZZHA,16.85
2014,PER_1000_LIVE_BIRTHS,F,U,KZKAR,8.34
2014,PER_1000_LIVE_BIRTHS,F,U,KZKUS,13.62
2014,PER_1000_LIVE_BIRTHS,F,U,KZKZY,15.21
2014,PER_1000_LIVE_BIRTHS,F,U,KZMAN,9.34
2014,PER_1000_LIVE_BIRTHS,F,U,KZONT,13.42
2014,PER_1000_LIVE_BIRTHS,F,U,KZPAV,9.61
2014,PER_1000_LIVE_BIRTHS,F,U,KZSEV,9.25
2014,PER_1000_LIVE_BIRTHS,F,U,KZVOS,11.98
2014,PER_1000_LIVE_BIRTHS,F,U,KZNS,7.0
2014,PER_1000_LIVE_BIRTHS,F,U,KZALA,8.06
2014,PER_1000_LIVE_BIRTHS,F,R,,11.36
2014,PER_1000_LIVE_BIRTHS,F,R,KZAKM,10.47
2014,PER_1000_LIVE_BIRTHS,F,R,KZAKT,9.78
2014,PER_1000_LIVE_BIRTHS,F,R,KZALM,9.98
2014,PER_1000_LIVE_BIRTHS,F,R,KZATY,11.51
2014,PER_1000_LIVE_BIRTHS,F,R,KZZAP,8.74
2014,PER_1000_LIVE_BIRTHS,F,R,KZZHA,9.78
2014,PER_1000_LIVE_BIRTHS,F,R,KZKAR,11.18
2014,PER_1000_LIVE_BIRTHS,F,R,KZKUS,12.57
2014,PER_1000_LIVE_BIRTHS,F,R,KZKZY,15.62
2014,PER_1000_LIVE_BIRTHS,F,R,KZMAN,8.86
2014,PER_1000_LIVE_BIRTHS,F,R,KZONT,13.07
2014,PER_1000_LIVE_BIRTHS,F,R,KZPAV,9.64
2014,PER_1000_LIVE_BIRTHS,F,R,KZSEV,10.19
2014,PER_1000_LIVE_BIRTHS,F,R,KZVOS,13.43
2015,PER_1000_LIVE_BIRTHS,_T,,,12.04
2015,PER_1000_LIVE_BIRTHS,_T,,KZAKM,10.02
2015,PER_1000_LIVE_BIRTHS,_T,,KZAKT,12.26
2015,PER_1000_LIVE_BIRTHS,_T,,KZALM,10.77
2015,PER_1000_LIVE_BIRTHS,_T,,KZATY,9.56
2015,PER_1000_LIVE_BIRTHS,_T,,KZZAP,10.64
2015,PER_1000_LIVE_BIRTHS,_T,,KZZHA,13.87
2015,PER_1000_LIVE_BIRTHS,_T,,KZKAR,11.14
2015,PER_1000_LIVE_BIRTHS,_T,,KZKUS,12.84
2015,PER_1000_LIVE_BIRTHS,_T,,KZKZY,15.25
2015,PER_1000_LIVE_BIRTHS,_T,,KZMAN,12.33
2015,PER_1000_LIVE_BIRTHS,_T,,KZONT,14.67
2015,PER_1000_LIVE_BIRTHS,_T,,KZPAV,9.08
2015,PER_1000_LIVE_BIRTHS,_T,,KZSEV,10.21
2015,PER_1000_LIVE_BIRTHS,_T,,KZVOS,12.19
2015,PER_1000_LIVE_BIRTHS,_T,,KZNS,8.95
2015,PER_1000_LIVE_BIRTHS,_T,,KZALA,10.37
2015,PER_1000_LIVE_BIRTHS,_T,U,,11.78
2015,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,10.67
2015,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,11.91
2015,PER_1000_LIVE_BIRTHS,_T,U,KZALM,11.2
2015,PER_1000_LIVE_BIRTHS,_T,U,KZATY,8.78
2015,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,11.17
2015,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,18.17
2015,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,10.7
2015,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,13.98
2015,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,16.79
2015,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,10.3
2015,PER_1000_LIVE_BIRTHS,_T,U,KZONT,14.24
2015,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,8.83
2015,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,9.8
2015,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,11.81
2015,PER_1000_LIVE_BIRTHS,_T,U,KZNS,8.95
2015,PER_1000_LIVE_BIRTHS,_T,U,KZALA,10.37
2015,PER_1000_LIVE_BIRTHS,_T,R,,12.37
2015,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,9.28
2015,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,12.95
2015,PER_1000_LIVE_BIRTHS,_T,R,KZALM,10.61
2015,PER_1000_LIVE_BIRTHS,_T,R,KZATY,10.34
2015,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,10.02
2015,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,11.01
2015,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,12.87
2015,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,11.4
2015,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,13.88
2015,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,13.81
2015,PER_1000_LIVE_BIRTHS,_T,R,KZONT,15.05
2015,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,9.68
2015,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,10.58
2015,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,12.84
2015,PER_1000_LIVE_BIRTHS,M,,,13.35
2015,PER_1000_LIVE_BIRTHS,M,,KZAKM,10.41
2015,PER_1000_LIVE_BIRTHS,M,,KZAKT,13.76
2015,PER_1000_LIVE_BIRTHS,M,,KZALM,12.56
2015,PER_1000_LIVE_BIRTHS,M,,KZATY,9.22
2015,PER_1000_LIVE_BIRTHS,M,,KZZAP,10.76
2015,PER_1000_LIVE_BIRTHS,M,,KZZHA,15.28
2015,PER_1000_LIVE_BIRTHS,M,,KZKAR,12.87
2015,PER_1000_LIVE_BIRTHS,M,,KZKUS,13.95
2015,PER_1000_LIVE_BIRTHS,M,,KZKZY,16.75
2015,PER_1000_LIVE_BIRTHS,M,,KZMAN,14.59
2015,PER_1000_LIVE_BIRTHS,M,,KZONT,16.3
2015,PER_1000_LIVE_BIRTHS,M,,KZPAV,10.3
2015,PER_1000_LIVE_BIRTHS,M,,KZSEV,10.36
2015,PER_1000_LIVE_BIRTHS,M,,KZVOS,13.32
2015,PER_1000_LIVE_BIRTHS,M,,KZNS,10.07
2015,PER_1000_LIVE_BIRTHS,M,,KZALA,11.29
2015,PER_1000_LIVE_BIRTHS,M,U,,13.01
2015,PER_1000_LIVE_BIRTHS,M,U,KZAKM,11.16
2015,PER_1000_LIVE_BIRTHS,M,U,KZAKT,12.61
2015,PER_1000_LIVE_BIRTHS,M,U,KZALM,12.62
2015,PER_1000_LIVE_BIRTHS,M,U,KZATY,10.42
2015,PER_1000_LIVE_BIRTHS,M,U,KZZAP,10.59
2015,PER_1000_LIVE_BIRTHS,M,U,KZZHA,20.26
2015,PER_1000_LIVE_BIRTHS,M,U,KZKAR,12.61
2015,PER_1000_LIVE_BIRTHS,M,U,KZKUS,15.76
