Year,UNIT_MEASURE,REF_AREA,SEX,URBANISATION,AGE,Value
2019,PT,KZAKM,,,Y55T64,4.8
2019,PT,KZAKM,,,Y_GE65,11.5
2019,PT,KZAKT,,,Y16T24,1.2
2019,PT,KZAKT,,,M25T28,1.2
2019,PT,KZAKT,,,M29T34,0.9
2019,PT,KZAKT,,,Y35T44,1.7
2019,PT,KZAKT,,,Y45T54,2.6
2019,PT,KZAKT,,,Y55T64,2.1
2019,PT,KZAKT,,,Y_GE65,1.4
2019,PT,KZALM,,,Y16T24,5.1
2019,PT,KZALM,,,M25T28,1.9
2019,PT,KZALM,,,M29T34,1.9
2019,PT,KZALM,,,Y35T44,3.0
2019,PT,KZALM,,,Y45T54,4.5
2019,PT,KZALM,,,Y55T64,8.3
2019,PT,KZALM,,,Y_GE65,8.3
2019,PT,KZATY,,,Y16T24,0.9
2019,PT,KZATY,,,M25T28,0.2
2019,PT,KZATY,,,M29T34,0.2
2019,PT,KZATY,,,Y35T44,0.1
2019,PT,KZATY,,,Y45T54,0.6
2019,PT,KZATY,,,Y55T64,0.7
2019,PT,KZZAP,,,Y16T24,3.7
2019,PT,KZZAP,,,M25T28,3.1
2019,PT,KZZAP,,,M29T34,2.8
2019,PT,KZZAP,,,Y35T44,2.6
2019,PT,KZZAP,,,Y45T54,3.2
2019,PT,KZZAP,,,Y55T64,5.5
2019,PT,KZZHA,,,Y16T24,2.3
2019,PT,KZZHA,,,M25T28,1.7
2019,PT,KZZHA,,,M29T34,0.3
2019,PT,KZZHA,,,Y35T44,0.6
2019,PT,KZZHA,,,Y45T54,0.9
2019,PT,KZZHA,,,Y55T64,2.6
2019,PT,KZZHA,,,Y_GE65,26.4
2019,PT,KZKAR,,,Y16T24,1.8
2019,PT,KZKAR,,,M25T28,0.8
2019,PT,KZKAR,,,M29T34,1.6
2019,PT,KZKAR,,,Y35T44,2.4
2019,PT,KZKAR,,,Y45T54,1.5
2019,PT,KZKAR,,,Y55T64,1.9
2019,PT,KZKAR,,,Y_GE65,7.3
2019,PT,KZKUS,,,Y15,40.3
2019,PT,KZKUS,,,Y16T24,4.3
2019,PT,KZKUS,,,M25T28,3.1
2019,PT,KZKUS,,,M29T34,3.8
2019,PT,KZKUS,,,Y35T44,3.8
2019,PT,KZKUS,,,Y45T54,4.3
2019,PT,KZKUS,,,Y55T64,5.0
2019,PT,KZKUS,,,Y_GE65,8.1
2019,PT,KZKZY,,,Y16T24,5.0
2019,PT,KZKZY,,,M25T28,3.4
2019,PT,KZKZY,,,M29T34,3.8
2019,PT,KZKZY,,,Y35T44,4.0
2019,PT,KZKZY,,,Y45T54,3.5
2019,PT,KZKZY,,,Y55T64,2.2
2019,PT,KZMAN,,,Y16T24,1.2
2019,PT,KZMAN,,,M25T28,1.4
2019,PT,KZMAN,,,M29T34,0.7
2019,PT,KZMAN,,,Y35T44,1.5
2019,PT,KZMAN,,,Y45T54,1.5
2019,PT,KZMAN,,,Y55T64,2.5
2019,PT,KZPAV,,,Y16T24,1.7
2019,PT,KZPAV,,,M25T28,0.9
2019,PT,KZPAV,,,M29T34,1.2
2019,PT,KZPAV,,,Y35T44,1.5
2019,PT,KZPAV,,,Y45T54,1.5
2019,PT,KZPAV,,,Y55T64,1.9
2019,PT,KZSEV,,,Y16T24,0.7
2019,PT,KZSEV,,,M25T28,1.1
2019,PT,KZSEV,,,M29T34,0.3
2019,PT,KZSEV,,,Y35T44,0.8
2019,PT,KZSEV,,,Y45T54,0.5
2019,PT,KZSEV,,,Y55T64,0.7
2019,PT,KZSEV,,,Y_GE65,1.2
2019,PT,KZYUZ,,,Y16T24,2.7
2019,PT,KZYUZ,,,M25T28,2.1
2019,PT,KZYUZ,,,M29T34,2.4
2019,PT,KZYUZ,,,Y35T44,2.7
2019,PT,KZYUZ,,,Y45T54,3.2
2019,PT,KZYUZ,,,Y55T64,3.6
2019,PT,KZYUZ,,,Y_GE65,7.7
2019,PT,KZVOS,,,Y16T24,4.2
2019,PT,KZVOS,,,M25T28,2.4
2019,PT,KZVOS,,,M29T34,2.6
2019,PT,KZVOS,,,Y35T44,2.9
2019,PT,KZVOS,,,Y45T54,3.8
2019,PT,KZVOS,,,Y55T64,4.0
2019,PT,KZVOS,,,Y_GE65,13.6
2019,PT,KZNS,,,Y35T44,0.3
2019,PT,KZNS,,,Y45T54,0.2
2019,PT,KZALA,,,Y16T24,0.5
2019,PT,KZALA,,,M25T28,0.4
2019,PT,KZALA,,,M29T34,0.5
2019,PT,KZALA,,,Y35T44,0.5
2019,PT,KZALA,,,Y45T54,0.4
2019,PT,KZALA,,,Y55T64,0.9
2019,PT,KZALA,,,Y_GE65,2.4
2019,PT,KZSHY,,,Y16T24,0.9
2019,PT,KZSHY,,,M25T28,1.0
2019,PT,KZSHY,,,M29T34,1.3
2019,PT,KZSHY,,,Y35T44,0.5
2019,PT,KZSHY,,,Y45T54,0.6
2019,PT,KZSHY,,,Y55T64,0.4
