Year,UNIT_MEASURE,URBANISATION,REF_AREA,Value
2013,PT,U,KZSEV,100.0
2013,PT,U,KZVOS,99.8
2013,PT,U,KZNS,99.5
2013,PT,U,KZALA,100.0
2013,PT,R,,99.8
2013,PT,R,KZAKM,99.9
2013,PT,R,KZAKT,99.9
2013,PT,R,KZALM,100.0
2013,PT,R,KZATY,99.8
2013,PT,R,KZZAP,99.7
2013,PT,R,KZZHA,99.4
2013,PT,R,KZKAR,99.4
2013,PT,R,KZKUS,100.0
2013,PT,R,KZKZY,99.8
2013,PT,R,KZMAN,99.7
2013,PT,R,KZONT,99.9
2013,PT,R,KZPAV,99.3
2013,PT,R,KZSEV,99.8
2013,PT,R,KZVOS,99.8
2014,PT,,,99.7
2014,PT,,KZAKM,99.9
2014,PT,,KZAKT,100.0
2014,PT,,KZALM,100.0
2014,PT,,KZATY,99.9
2014,PT,,KZZAP,99.8
2014,PT,,KZZHA,99.7
2014,PT,,KZKAR,99.8
2014,PT,,KZKUS,99.9
2014,PT,,KZKZY,98.8
2014,PT,,KZMAN,99.8
2014,PT,,KZONT,99.4
2014,PT,,KZPAV,99.9
2014,PT,,KZSEV,99.7
2014,PT,,KZVOS,99.9
2014,PT,,KZNS,99.7
2014,PT,,KZALA,99.9
2014,PT,U,,99.8
2014,PT,U,KZAKM,99.9
2014,PT,U,KZAKT,100.0
2014,PT,U,KZALM,100.0
2014,PT,U,KZATY,99.9
2014,PT,U,KZZAP,99.8
2014,PT,U,KZZHA,99.7
2014,PT,U,KZKAR,99.8
2014,PT,U,KZKUS,100.0
2014,PT,U,KZKZY,98.6
2014,PT,U,KZMAN,99.8
2014,PT,U,KZONT,99.4
2014,PT,U,KZPAV,99.9
2014,PT,U,KZSEV,99.8
2014,PT,U,KZVOS,99.9
2014,PT,U,KZNS,99.7
2014,PT,U,KZALA,99.9
2014,PT,R,,99.5
2014,PT,R,KZAKM,100.0
2014,PT,R,KZAKT,99.9
2014,PT,R,KZALM,100.0
2014,PT,R,KZATY,99.9
2014,PT,R,KZZAP,99.6
2014,PT,R,KZZHA,99.6
2014,PT,R,KZKAR,99.6
2014,PT,R,KZKUS,99.7
2014,PT,R,KZKZY,99.0
2014,PT,R,KZMAN,99.5
2014,PT,R,KZONT,99.3
2014,PT,R,KZPAV,99.8
2014,PT,R,KZSEV,99.4
2014,PT,R,KZVOS,99.4
2015,PT,,,99.5
2015,PT,,KZAKM,100.0
2015,PT,,KZAKT,100.0
2015,PT,,KZALM,100.0
2015,PT,,KZATY,99.9
2015,PT,,KZZAP,99.8
2015,PT,,KZZHA,99.8
2015,PT,,KZKAR,99.7
2015,PT,,KZKUS,99.9
2015,PT,,KZKZY,98.9
2015,PT,,KZMAN,99.6
2015,PT,,KZONT,98.3
2015,PT,,KZPAV,99.9
2015,PT,,KZSEV,99.9
2015,PT,,KZVOS,99.9
2015,PT,,KZNS,99.7
2015,PT,,KZALA,100.0
2015,PT,U,,99.8
2015,PT,U,KZAKM,99.9
2015,PT,U,KZAKT,100.0
2015,PT,U,KZALM,100.0
2015,PT,U,KZATY,99.9
2015,PT,U,KZZAP,99.8
2015,PT,U,KZZHA,99.8
2015,PT,U,KZKAR,99.8
2015,PT,U,KZKUS,99.9
2015,PT,U,KZKZY,99.1
2015,PT,U,KZMAN,99.7
2015,PT,U,KZONT,99.8
2015,PT,U,KZPAV,99.9
2015,PT,U,KZSEV,99.9
2015,PT,U,KZVOS,99.9
2015,PT,U,KZNS,99.7
2015,PT,U,KZALA,100.0
2015,PT,R,,98.2
2015,PT,R,KZAKM,100.0
2015,PT,R,KZAKT,100.0
2015,PT,R,KZALM,100.0
2015,PT,R,KZATY,99.4
2015,PT,R,KZZAP,99.8
2015,PT,R,KZZHA,99.7
2015,PT,R,KZKAR,99.0
2015,PT,R,KZKUS,99.8
2015,PT,R,KZKZY,98.7
2015,PT,R,KZMAN,99.0
2015,PT,R,KZONT,96.2
2015,PT,R,KZPAV,99.3
2015,PT,R,KZSEV,99.9
2015,PT,R,KZVOS,99.4
2016,PT,,,99.9
2016,PT,,KZAKM,99.9
2016,PT,,KZAKT,100.0
2016,PT,,KZALM,100.0
2016,PT,,KZATY,99.9
2016,PT,,KZZAP,99.7
2016,PT,,KZZHA,99.7
2016,PT,,KZKAR,99.7
2016,PT,,KZKUS,100.0
2016,PT,,KZKZY,99.3
2016,PT,,KZMAN,99.7
2016,PT,,KZONT,100.0
2016,PT,,KZPAV,99.7
2016,PT,,KZSEV,99.8
2016,PT,,KZVOS,99.9
2016,PT,,KZNS,99.8
2016,PT,,KZALA,100.0
2016,PT,U,,99.8
2016,PT,U,KZAKM,99.8
2016,PT,U,KZAKT,100.0
2016,PT,U,KZALM,99.9
2016,PT,U,KZATY,99.9
2016,PT,U,KZZAP,99.8
2016,PT,U,KZZHA,99.8
2016,PT,U,KZKAR,99.7
2016,PT,U,KZKUS,100.0
2016,PT,U,KZKZY,98.7
2016,PT,U,KZMAN,99.8
2016,PT,U,KZONT,100.0
2016,PT,U,KZPAV,99.6
2016,PT,U,KZSEV,99.9
2016,PT,U,KZVOS,99.9
2016,PT,U,KZNS,100.0
2016,PT,U,KZALA,100.0
2016,PT,R,,99.9
2016,PT,R,KZAKM,100.0
2016,PT,R,KZAKT,99.9
2016,PT,R,KZALM,99.9
2016,PT,R,KZATY,99.9
2016,PT,R,KZZAP,99.9
2016,PT,R,KZZHA,99.9
2016,PT,R,KZKAR,99.7
2016,PT,R,KZKUS,99.9
2016,PT,R,KZKZY,99.8
2016,PT,R,KZMAN,100.0
2016,PT,R,KZONT,99.1
2016,PT,R,KZPAV,99.9
2016,PT,R,KZSEV,99.7
2016,PT,R,KZVOS,99.9
2017,PT,,,99.9
2017,PT,,KZAKM,99.8
2017,PT,,KZAKT,100.0
2017,PT,,KZALM,99.9
2017,PT,,KZATY,100.0
2017,PT,,KZZAP,99.7
2017,PT,,KZZHA,99.9
2017,PT,,KZKAR,99.7
2017,PT,,KZKUS,100.0
2017,PT,,KZKZY,100.0
2017,PT,,KZMAN,99.7
2017,PT,,KZONT,99.8
2017,PT,,KZPAV,99.9
2017,PT,,KZSEV,99.8
2017,PT,,KZVOS,99.9
2017,PT,,KZNS,99.9
2017,PT,,KZALA,100.0
2017,PT,U,,99.9
2017,PT,U,KZAKM,99.2
2017,PT,U,KZAKT,99.9
2017,PT,U,KZALM,99.9
2017,PT,U,KZATY,99.9
2017,PT,U,KZZAP,99.6
2017,PT,U,KZZHA,99.9
2017,PT,U,KZKAR,99.8
2017,PT,U,KZKUS,99.9
2017,PT,U,KZKZY,99.9
2017,PT,U,KZMAN,99.7
2017,PT,U,KZONT,99.7
2017,PT,U,KZPAV,99.9
2017,PT,U,KZSEV,99.8
2017,PT,U,KZVOS,100.0
2017,PT,U,KZNS,100.0
2017,PT,U,KZALA,100.0
2017,PT,R,,99.9
2017,PT,R,KZAKM,94.0
2017,PT,R,KZAKT,100.0
2017,PT,R,KZALM,99.9
2017,PT,R,KZATY,99.8
2017,PT,R,KZZAP,99.9
2017,PT,R,KZZHA,99.9
2017,PT,R,KZKAR,98.2
2017,PT,R,KZKUS,99.9
2017,PT,R,KZKZY,99.9
2017,PT,R,KZMAN,99.9
2017,PT,R,KZONT,99.9
2017,PT,R,KZPAV,99.1
2017,PT,R,KZSEV,99.3
2017,PT,R,KZVOS,99.4
2018,PT,,,99.9
2018,PT,,KZAKM,99.9
2018,PT,,KZAKT,100.0
2018,PT,,KZALM,100.0
2018,PT,,KZATY,100.0
2018,PT,,KZZAP,99.8
2018,PT,,KZZHA,99.9
2018,PT,,KZKAR,99.8
2018,PT,,KZKUS,100.0
2018,PT,,KZKZY,100.0
2018,PT,,KZMAN,99.8
2018,PT,,KZPAV,99.9
2018,PT,,KZSEV,99.9
2018,PT,,KZYUZ,99.9
2018,PT,,KZVOS,100.0
2018,PT,,KZNS,99.9
2018,PT,,KZALA,100.0
2018,PT,,KZSHY,99.9
2018,PT,U,,99.902853582859
2018,PT,U,KZAKM,99.67732177069678
2018,PT,U,KZAKT,99.57688453401626
2018,PT,U,KZALM,99.95825360932336
2018,PT,U,KZATY,99.66018123667378
2018,PT,U,KZZAP,99.79395604395604
2018,PT,U,KZZHA,99.92751603010872
2018,PT,U,KZKAR,99.71934271875423
2018,PT,U,KZKUS,99.96871415163208
2018,PT,U,KZKZY,99.7690736299849
2018,PT,U,KZMAN,99.71410953528785
2018,PT,U,KZPAV,99.83043284248104
2018,PT,U,KZSEV,99.74137931034484
2018,PT,U,KZYUZ,99.15737211985596
2018,PT,U,KZVOS,99.8578102782856
2018,PT,U,KZNS,99.8
2018,PT,U,KZALA,99.8
2018,PT,U,KZSHY,99.2
2018,PT,R,,99.8
2018,PT,R,KZAKM,99.9
2018,PT,R,KZAKT,99.9
2018,PT,R,KZALM,100.0
2018,PT,R,KZATY,100.0
2018,PT,R,KZZAP,100.0
2018,PT,R,KZZHA,99.9
2018,PT,R,KZKAR,99.6
2018,PT,R,KZKUS,99.9
2018,PT,R,KZKZY,99.7
2018,PT,R,KZMAN,99.3
2018,PT,R,KZPAV,99.8
2018,PT,R,KZSEV,100.0
2018,PT,R,KZYUZ,99.7
2018,PT,R,KZVOS,100.0
2019,PT,,,99.9
2019,PT,,KZAKM,99.9
2019,PT,,KZAKT,100.0
2019,PT,,KZALM,100.0
2019,PT,,KZATY,100.0
2019,PT,,KZZAP,99.8
2019,PT,,KZZHA,99.9
2019,PT,,KZKAR,99.9
2019,PT,,KZKUS,100.0
2019,PT,,KZKZY,100.0
2019,PT,,KZMAN,99.9
2019,PT,,KZPAV,99.9
2019,PT,,KZSEV,99.9
2019,PT,,KZYUZ,99.9
2019,PT,,KZVOS,100.0
2019,PT,,KZNS,100.0
2019,PT,,KZALA,100.0
2019,PT,,KZSHY,99.9
2019,PT,U,,99.902853582859
2019,PT,U,KZAKM,99.8
2019,PT,U,KZAKT,99.7
2019,PT,U,KZALM,99.95825360932336
2019,PT,U,KZATY,99.8
2019,PT,U,KZZAP,99.9
2019,PT,U,KZZHA,99.92751603010872
2019,PT,U,KZKAR,99.8
2019,PT,U,KZKUS,99.96871415163208
2019,PT,U,KZKZY,99.9
2019,PT,U,KZMAN,99.8
2019,PT,U,KZPAV,99.9
2019,PT,U,KZSEV,99.8
2019,PT,U,KZYUZ,99.4
2019,PT,U,KZVOS,99.8578102782856
2019,PT,U,KZNS,99.9
2019,PT,U,KZALA,99.9
2019,PT,U,KZSHY,99.3
2019,PT,R,,99.8
2019,PT,R,KZAKM,99.9
2019,PT,R,KZAKT,99.9
2019,PT,R,KZALM,100.0
2019,PT,R,KZATY,100.0
2019,PT,R,KZZAP,100.0
2019,PT,R,KZZHA,99.9
2019,PT,R,KZKAR,99.6
2019,PT,R,KZKUS,99.9
2019,PT,R,KZKZY,99.8
2019,PT,R,KZMAN,99.4
2019,PT,R,KZPAV,99.9
2019,PT,R,KZSEV,100.0
2019,PT,R,KZYUZ,99.8
2019,PT,R,KZVOS,100.0
