Year,UNIT_MEASURE,URBANISATION,SEX,REF_AREA,Value
2013,PT,,,KZKAR,26.4
2014,PT,,,KZKAR,36.9
2015,PT,,,KZKAR,33.8
2016,PT,,,KZKAR,39.0
2017,PT,,,KZKAR,42.2
2018,PT,,,KZKAR,45.1
2010,PT,,,KZKUS,27.3
2011,PT,,,KZKUS,33.5
2012,PT,,,KZKUS,37.9
2013,PT,,,KZKUS,38.0
2014,PT,,,KZKUS,39.0
2015,PT,,,KZKUS,46.1
2016,PT,,,KZKUS,43.6
2017,PT,,,KZKUS,44.8
2018,PT,,,KZKUS,51.1
2010,PT,,,KZKZY,20.3
2011,PT,,,KZKZY,23.4
2012,PT,,,KZKZY,28.7
2013,PT,,,KZKZY,27.0
2014,PT,,,KZKZY,39.9
2015,PT,,,KZKZY,39.6
2016,PT,,,KZKZY,38.6
2017,PT,,,KZKZY,43.2
2018,PT,,,KZKZY,43.8
2010,PT,,,KZMAN,42.6
2011,PT,,,KZMAN,36.3
2012,PT,,,KZMAN,35.8
2013,PT,,,KZMAN,42.9
2014,PT,,,KZMAN,44.6
2015,PT,,,KZMAN,61.0
2016,PT,,,KZMAN,60.1
2017,PT,,,KZMAN,70.3
2018,PT,,,KZMAN,67.2
2010,PT,,,KZONT,12.0
2011,PT,,,KZONT,12.8
2012,PT,,,KZONT,16.9
2013,PT,,,KZONT,14.7
2014,PT,,,KZONT,27.4
2015,PT,,,KZONT,26.6
2016,PT,,,KZONT,25.6
2017,PT,,,KZONT,29.2
2010,PT,,,KZPAV,39.1
2011,PT,,,KZPAV,36.5
2012,PT,,,KZPAV,38.1
2013,PT,,,KZPAV,45.9
2014,PT,,,KZPAV,42.2
2015,PT,,,KZPAV,48.6
2016,PT,,,KZPAV,44.6
2017,PT,,,KZPAV,50.0
2018,PT,,,KZPAV,58.5
2010,PT,,,KZSEV,27.2
2011,PT,,,KZSEV,30.0
2012,PT,,,KZSEV,31.3
2013,PT,,,KZSEV,30.2
2014,PT,,,KZSEV,40.7
2015,PT,,,KZSEV,37.7
2016,PT,,,KZSEV,35.3
2017,PT,,,KZSEV,42.1
2018,PT,,,KZSEV,50.0
2018,PT,,,KZYUZ,37.3
2010,PT,,,KZVOS,25.7
2011,PT,,,KZVOS,28.2
2012,PT,,,KZVOS,32.4
2013,PT,,,KZVOS,33.5
2014,PT,,,KZVOS,37.2
2015,PT,,,KZVOS,38.8
2016,PT,,,KZVOS,39.9
2017,PT,,,KZVOS,46.5
2018,PT,,,KZVOS,50.7
2010,PT,,,KZNS,31.6
2011,PT,,,KZNS,23.3
2012,PT,,,KZNS,24.2
2013,PT,,,KZNS,23.4
2014,PT,,,KZNS,32.0
2015,PT,,,KZNS,32.4
2016,PT,,,KZNS,33.7
2017,PT,,,KZNS,34.6
2018,PT,,,KZNS,36.3
2010,PT,,,KZALA,18.7
2011,PT,,,KZALA,20.2
2012,PT,,,KZALA,18.7
2013,PT,,,KZALA,18.0
2014,PT,,,KZALA,16.9
2015,PT,,,KZALA,14.4
2016,PT,,,KZALA,26.3
2017,PT,,,KZALA,25.3
2018,PT,,,KZALA,25.9
2018,PT,,,KZSHY,28.6
2010,PT,,M,,23.6
2011,PT,,M,,26.0
2012,PT,,M,,28.1
2013,PT,,M,,28.4
2014,PT,,M,,33.6
2015,PT,,M,,34.5
2016,PT,,M,,35.8
2017,PT,,M,,38.4
2018,PT,,M,,42.0
2010,PT,,M,KZAKM,26.7
2011,PT,,M,KZAKM,29.5
2012,PT,,M,KZAKM,33.9
2013,PT,,M,KZAKM,34.0
2014,PT,,M,KZAKM,37.2
2015,PT,,M,KZAKM,45.4
2016,PT,,M,KZAKM,43.0
2017,PT,,M,KZAKM,42.0
2018,PT,,M,KZAKM,44.5
2010,PT,,M,KZAKT,28.3
2011,PT,,M,KZAKT,38.1
2012,PT,,M,KZAKT,38.9
2013,PT,,M,KZAKT,41.8
2014,PT,,M,KZAKT,61.1
2015,PT,,M,KZAKT,49.6
2016,PT,,M,KZAKT,55.5
2017,PT,,M,KZAKT,54.6
2018,PT,,M,KZAKT,57.2
2010,PT,,M,KZALM,17.0
2011,PT,,M,KZALM,21.0
2012,PT,,M,KZALM,25.1
2013,PT,,M,KZALM,20.2
2014,PT,,M,KZALM,29.0
2015,PT,,M,KZALM,26.0
2016,PT,,M,KZALM,25.5
2017,PT,,M,KZALM,26.9
2018,PT,,M,KZALM,38.4
2010,PT,,M,KZATY,31.3
2011,PT,,M,KZATY,36.9
2012,PT,,M,KZATY,29.7
2013,PT,,M,KZATY,29.6
2014,PT,,M,KZATY,32.1
2015,PT,,M,KZATY,42.6
2016,PT,,M,KZATY,34.1
2017,PT,,M,KZATY,43.7
2018,PT,,M,KZATY,34.9
2010,PT,,M,KZZAP,23.9
2011,PT,,M,KZZAP,27.1
2012,PT,,M,KZZAP,44.3
2013,PT,,M,KZZAP,49.0
2014,PT,,M,KZZAP,36.5
2015,PT,,M,KZZAP,39.0
2016,PT,,M,KZZAP,42.8
2017,PT,,M,KZZAP,47.2
2018,PT,,M,KZZAP,52.9
2010,PT,,M,KZZHA,21.1
2011,PT,,M,KZZHA,25.0
2012,PT,,M,KZZHA,23.5
2013,PT,,M,KZZHA,38.5
2014,PT,,M,KZZHA,23.1
2015,PT,,M,KZZHA,27.0
2016,PT,,M,KZZHA,31.3
2017,PT,,M,KZZHA,26.0
2018,PT,,M,KZZHA,33.6
2010,PT,,M,KZKAR,29.2
2011,PT,,M,KZKAR,29.3
2012,PT,,M,KZKAR,29.1
2013,PT,,M,KZKAR,28.0
2014,PT,,M,KZKAR,37.6
2015,PT,,M,KZKAR,37.2
2016,PT,,M,KZKAR,41.3
2017,PT,,M,KZKAR,44.6
2018,PT,,M,KZKAR,48.3
2010,PT,,M,KZKUS,29.0
2011,PT,,M,KZKUS,36.0
2012,PT,,M,KZKUS,38.3
2013,PT,,M,KZKUS,39.1
2014,PT,,M,KZKUS,39.6
2015,PT,,M,KZKUS,48.2
2016,PT,,M,KZKUS,47.4
2017,PT,,M,KZKUS,48.4
2018,PT,,M,KZKUS,54.2
2010,PT,,M,KZKZY,18.0
2011,PT,,M,KZKZY,19.6
2012,PT,,M,KZKZY,26.8
2013,PT,,M,KZKZY,25.6
2014,PT,,M,KZKZY,40.0
2015,PT,,M,KZKZY,40.6
2016,PT,,M,KZKZY,39.8
2017,PT,,M,KZKZY,44.8
2018,PT,,M,KZKZY,44.0
2010,PT,,M,KZMAN,43.7
2011,PT,,M,KZMAN,40.8
2012,PT,,M,KZMAN,43.7
2013,PT,,M,KZMAN,34.6
2014,PT,,M,KZMAN,48.6
2015,PT,,M,KZMAN,65.8
2016,PT,,M,KZMAN,64.8
2017,PT,,M,KZMAN,74.0
2018,PT,,M,KZMAN,69.2
2010,PT,,M,KZONT,13.0
2011,PT,,M,KZONT,13.1
2012,PT,,M,KZONT,15.9
2013,PT,,M,KZONT,14.9
2014,PT,,M,KZONT,27.1
2015,PT,,M,KZONT,25.7
2016,PT,,M,KZONT,23.1
2017,PT,,M,KZONT,29.1
2010,PT,,M,KZPAV,37.4
2011,PT,,M,KZPAV,38.3
2012,PT,,M,KZPAV,39.1
2013,PT,,M,KZPAV,47.1
2014,PT,,M,KZPAV,43.9
2015,PT,,M,KZPAV,53.7
2016,PT,,M,KZPAV,45.5
2017,PT,,M,KZPAV,53.7
2018,PT,,M,KZPAV,61.6
2010,PT,,M,KZSEV,25.3
2011,PT,,M,KZSEV,31.0
2012,PT,,M,KZSEV,38.2
2013,PT,,M,KZSEV,30.8
2014,PT,,M,KZSEV,42.9
2015,PT,,M,KZSEV,40.6
2016,PT,,M,KZSEV,37.0
2017,PT,,M,KZSEV,42.4
2018,PT,,M,KZSEV,50.2
2018,PT,,M,KZYUZ,39.4
2010,PT,,M,KZVOS,24.5
2011,PT,,M,KZVOS,27.4
2012,PT,,M,KZVOS,33.4
2013,PT,,M,KZVOS,38.4
2014,PT,,M,KZVOS,39.6
2015,PT,,M,KZVOS,43.9
2016,PT,,M,KZVOS,40.9
2017,PT,,M,KZVOS,50.8
2018,PT,,M,KZVOS,53.0
2010,PT,,M,KZNS,36.2
2011,PT,,M,KZNS,23.6
2012,PT,,M,KZNS,26.9
2013,PT,,M,KZNS,24.3
2014,PT,,M,KZNS,31.7
2015,PT,,M,KZNS,32.5
2016,PT,,M,KZNS,34.0
2017,PT,,M,KZNS,35.5
2018,PT,,M,KZNS,38.6
2010,PT,,M,KZALA,21.1
2011,PT,,M,KZALA,25.0
2012,PT,,M,KZALA,17.5
2013,PT,,M,KZALA,20.1
2014,PT,,M,KZALA,18.6
2015,PT,,M,KZALA,16.5
2016,PT,,M,KZALA,29.8
2017,PT,,M,KZALA,26.7
2018,PT,,M,KZALA,27.8
2018,PT,,M,KZSHY,25.3
2010,PT,,F,,23.1
2011,PT,,F,,23.9
2012,PT,,F,,27.4
2013,PT,,F,,26.3
2014,PT,,F,,31.0
2015,PT,,F,,30.2
2016,PT,,F,,33.0
2017,PT,,F,,34.4
2018,PT,,F,,37.7
2010,PT,,F,KZAKM,28.1
2011,PT,,F,KZAKM,30.6
2012,PT,,F,KZAKM,34.7
2013,PT,,F,KZAKM,31.5
2014,PT,,F,KZAKM,35.1
2015,PT,,F,KZAKM,38.1
2016,PT,,F,KZAKM,42.2
2017,PT,,F,KZAKM,41.7
2018,PT,,F,KZAKM,40.2
2010,PT,,F,KZAKT,33.2
2011,PT,,F,KZAKT,30.5
2012,PT,,F,KZAKT,41.7
2013,PT,,F,KZAKT,32.0
2014,PT,,F,KZAKT,44.1
2015,PT,,F,KZAKT,42.9
2016,PT,,F,KZAKT,43.9
2017,PT,,F,KZAKT,41.5
2018,PT,,F,KZAKT,46.3
2010,PT,,F,KZALM,15.5
2011,PT,,F,KZALM,18.2
2012,PT,,F,KZALM,28.7
2013,PT,,F,KZALM,19.6
2014,PT,,F,KZALM,29.4
2015,PT,,F,KZALM,25.6
2016,PT,,F,KZALM,27.2
2017,PT,,F,KZALM,28.9
2018,PT,,F,KZALM,37.5
2010,PT,,F,KZATY,34.8
2011,PT,,F,KZATY,33.8
2012,PT,,F,KZATY,23.4
2013,PT,,F,KZATY,26.4
2014,PT,,F,KZATY,28.2
2015,PT,,F,KZATY,37.2
2016,PT,,F,KZATY,29.4
2017,PT,,F,KZATY,35.8
2018,PT,,F,KZATY,32.7
2010,PT,,F,KZZAP,27.1
2011,PT,,F,KZZAP,30.9
2012,PT,,F,KZZAP,38.0
2013,PT,,F,KZZAP,45.2
2014,PT,,F,KZZAP,33.0
2015,PT,,F,KZZAP,36.1
2016,PT,,F,KZZAP,36.4
2017,PT,,F,KZZAP,43.8
2018,PT,,F,KZZAP,47.8
2010,PT,,F,KZZHA,16.4
2011,PT,,F,KZZHA,19.4
2012,PT,,F,KZZHA,24.8
2013,PT,,F,KZZHA,36.7
2014,PT,,F,KZZHA,24.1
2015,PT,,F,KZZHA,24.0
2016,PT,,F,KZZHA,31.4
2017,PT,,F,KZZHA,23.7
2018,PT,,F,KZZHA,27.8
2010,PT,,F,KZKAR,26.7
2011,PT,,F,KZKAR,27.7
2012,PT,,F,KZKAR,30.1
2013,PT,,F,KZKAR,24.5
2014,PT,,F,KZKAR,35.9
2015,PT,,F,KZKAR,29.3
2016,PT,,F,KZKAR,35.9
2017,PT,,F,KZKAR,38.8
2018,PT,,F,KZKAR,40.6
2010,PT,,F,KZKUS,25.2
2011,PT,,F,KZKUS,30.7
2012,PT,,F,KZKUS,37.4
2013,PT,,F,KZKUS,36.9
2014,PT,,F,KZKUS,38.3
2015,PT,,F,KZKUS,43.6
2016,PT,,F,KZKUS,39.5
2017,PT,,F,KZKUS,40.9
2018,PT,,F,KZKUS,47.9
2010,PT,,F,KZKZY,23.2
2011,PT,,F,KZKZY,28.0
2012,PT,,F,KZKZY,31.1
2013,PT,,F,KZKZY,28.8
2014,PT,,F,KZKZY,39.7
2015,PT,,F,KZKZY,38.2
2016,PT,,F,KZKZY,37.3
2017,PT,,F,KZKZY,41.2
2018,PT,,F,KZKZY,43.6
2010,PT,,F,KZMAN,41.1
2011,PT,,F,KZMAN,30.5
2012,PT,,F,KZMAN,25.8
2013,PT,,F,KZMAN,52.9
2014,PT,,F,KZMAN,38.9
2015,PT,,F,KZMAN,54.9
2016,PT,,F,KZMAN,52.8
2017,PT,,F,KZMAN,65.2
2018,PT,,F,KZMAN,64.8
2010,PT,,F,KZONT,10.7
2011,PT,,F,KZONT,12.5
2012,PT,,F,KZONT,18.0
2013,PT,,F,KZONT,14.5
2014,PT,,F,KZONT,27.8
2015,PT,,F,KZONT,27.7
2016,PT,,F,KZONT,29.1
2017,PT,,F,KZONT,29.4
2010,PT,,F,KZPAV,40.9
2011,PT,,F,KZPAV,34.5
2012,PT,,F,KZPAV,36.9
2013,PT,,F,KZPAV,44.1
2014,PT,,F,KZPAV,40.4
2015,PT,,F,KZPAV,42.8
2016,PT,,F,KZPAV,43.6
2017,PT,,F,KZPAV,45.6
2018,PT,,F,KZPAV,55.5
2010,PT,,F,KZSEV,29.5
2011,PT,,F,KZSEV,28.9
2012,PT,,F,KZSEV,24.3
2013,PT,,F,KZSEV,29.6
2014,PT,,F,KZSEV,37.7
2015,PT,,F,KZSEV,34.1
2016,PT,,F,KZSEV,33.1
2017,PT,,F,KZSEV,41.8
2018,PT,,F,KZSEV,49.7
2018,PT,,F,KZYUZ,34.5
2010,PT,,F,KZVOS,27.1
2011,PT,,F,KZVOS,29.2
2012,PT,,F,KZVOS,31.1
2013,PT,,F,KZVOS,27.7
2014,PT,,F,KZVOS,34.1
2015,PT,,F,KZVOS,32.8
2016,PT,,F,KZVOS,38.7
2017,PT,,F,KZVOS,41.4
2018,PT,,F,KZVOS,47.9
2010,PT,,F,KZNS,26.9
2011,PT,,F,KZNS,23.1
2012,PT,,F,KZNS,21.2
2013,PT,,F,KZNS,16.7
2014,PT,,F,KZNS,34.3
2015,PT,,F,KZNS,31.9
2016,PT,,F,KZNS,31.0
2017,PT,,F,KZNS,28.0
2018,PT,,F,KZNS,18.5
2010,PT,,F,KZALA,16.2
2011,PT,,F,KZALA,15.4
2012,PT,,F,KZALA,19.8
2013,PT,,F,KZALA,15.7
2014,PT,,F,KZALA,14.9
2015,PT,,F,KZALA,12.2
2016,PT,,F,KZALA,22.2
2017,PT,,F,KZALA,23.6
2018,PT,,F,KZALA,23.9
2018,PT,,F,KZSHY,32.2
2010,PT,U,,,28.3
2011,PT,U,,,29.1
2012,PT,U,,,30.6
2013,PT,U,,,29.3
2014,PT,U,,,32.7
2015,PT,U,,,32.7
2016,PT,U,,,35.6
2017,PT,U,,,37.5
2018,PT,U,,,38.4
2010,PT,U,,KZAKM,32.4
2011,PT,U,,KZAKM,36.9
2012,PT,U,,KZAKM,45.0
2013,PT,U,,KZAKM,43.3
2014,PT,U,,KZAKM,40.4
2015,PT,U,,KZAKM,44.0
2016,PT,U,,KZAKM,46.7
2017,PT,U,,KZAKM,44.6
2018,PT,U,,KZAKM,41.1
2010,PT,U,,KZAKT,35.8
2011,PT,U,,KZAKT,35.7
2012,PT,U,,KZAKT,38.7
2013,PT,U,,KZAKT,33.0
2014,PT,U,,KZAKT,56.1
2015,PT,U,,KZAKT,47.3
2016,PT,U,,KZAKT,51.7
2017,PT,U,,KZAKT,47.5
2018,PT,U,,KZAKT,53.7
2010,PT,U,,KZALM,15.0
2011,PT,U,,KZALM,23.2
2012,PT,U,,KZALM,27.2
2013,PT,U,,KZALM,22.9
2014,PT,U,,KZALM,29.9
2015,PT,U,,KZALM,28.2
2016,PT,U,,KZALM,27.8
2017,PT,U,,KZALM,35.2
2018,PT,U,,KZALM,38.8
2010,PT,U,,KZATY,38.0
2011,PT,U,,KZATY,37.8
2012,PT,U,,KZATY,27.3
2013,PT,U,,KZATY,29.5
2014,PT,U,,KZATY,30.5
2015,PT,U,,KZATY,49.4
2016,PT,U,,KZATY,34.9
2017,PT,U,,KZATY,42.3
2018,PT,U,,KZATY,35.7
2010,PT,U,,KZZAP,33.8
2011,PT,U,,KZZAP,35.1
2012,PT,U,,KZZAP,44.7
2013,PT,U,,KZZAP,42.8
2014,PT,U,,KZZAP,35.7
2015,PT,U,,KZZAP,40.1
2016,PT,U,,KZZAP,41.5
2017,PT,U,,KZZAP,38.8
2018,PT,U,,KZZAP,44.3
2010,PT,U,,KZZHA,33.9
2011,PT,U,,KZZHA,35.4
2012,PT,U,,KZZHA,25.4
2013,PT,U,,KZZHA,42.2
2014,PT,U,,KZZHA,23.8
2015,PT,U,,KZZHA,29.1
2016,PT,U,,KZZHA,41.1
2017,PT,U,,KZZHA,31.0
2018,PT,U,,KZZHA,33.5
2010,PT,U,,KZKAR,30.7
2011,PT,U,,KZKAR,30.0
2012,PT,U,,KZKAR,30.4
2013,PT,U,,KZKAR,26.7
2014,PT,U,,KZKAR,35.6
2015,PT,U,,KZKAR,31.8
2016,PT,U,,KZKAR,38.4
2017,PT,U,,KZKAR,42.4
2018,PT,U,,KZKAR,44.3
2010,PT,U,,KZKUS,27.7
2011,PT,U,,KZKUS,35.5
2012,PT,U,,KZKUS,41.8
2013,PT,U,,KZKUS,40.5
2014,PT,U,,KZKUS,41.4
2015,PT,U,,KZKUS,48.9
2016,PT,U,,KZKUS,45.4
2017,PT,U,,KZKUS,47.0
2018,PT,U,,KZKUS,54.8
2010,PT,U,,KZKZY,20.1
2011,PT,U,,KZKZY,23.9
2012,PT,U,,KZKZY,29.4
2013,PT,U,,KZKZY,31.8
2014,PT,U,,KZKZY,44.0
2015,PT,U,,KZKZY,33.7
2016,PT,U,,KZKZY,38.3
2017,PT,U,,KZKZY,43.8
2018,PT,U,,KZKZY,45.3
2010,PT,U,,KZMAN,46.3
2011,PT,U,,KZMAN,37.9
2012,PT,U,,KZMAN,38.7
2013,PT,U,,KZMAN,45.8
2014,PT,U,,KZMAN,39.3
2015,PT,U,,KZMAN,59.5
2016,PT,U,,KZMAN,55.5
2017,PT,U,,KZMAN,67.1
2018,PT,U,,KZMAN,60.9
2010,PT,U,,KZONT,18.8
2011,PT,U,,KZONT,19.1
2012,PT,U,,KZONT,26.6
2013,PT,U,,KZONT,24.0
2014,PT,U,,KZONT,28.9
2015,PT,U,,KZONT,32.5
2016,PT,U,,KZONT,25.4
2017,PT,U,,KZONT,28.6
2010,PT,U,,KZPAV,41.2
2011,PT,U,,KZPAV,43.5
2012,PT,U,,KZPAV,42.9
2013,PT,U,,KZPAV,48.6
2014,PT,U,,KZPAV,45.8
2015,PT,U,,KZPAV,52.8
2016,PT,U,,KZPAV,46.9
2017,PT,U,,KZPAV,50.4
2018,PT,U,,KZPAV,59.7
2010,PT,U,,KZSEV,29.8
2011,PT,U,,KZSEV,39.7
2012,PT,U,,KZSEV,41.0
2013,PT,U,,KZSEV,40.0
2014,PT,U,,KZSEV,42.1
2015,PT,U,,KZSEV,38.9
2016,PT,U,,KZSEV,31.2
2017,PT,U,,KZSEV,45.6
2018,PT,U,,KZSEV,54.3
2018,PT,U,,KZYUZ,42.9
2010,PT,U,,KZVOS,32.9
2011,PT,U,,KZVOS,32.3
2012,PT,U,,KZVOS,36.9
2013,PT,U,,KZVOS,35.3
2014,PT,U,,KZVOS,37.1
2015,PT,U,,KZVOS,37.1
2016,PT,U,,KZVOS,38.2
2017,PT,U,,KZVOS,49.2
2018,PT,U,,KZVOS,53.2
2010,PT,U,,KZNS,31.6
2011,PT,U,,KZNS,23.3
2012,PT,U,,KZNS,24.2
2013,PT,U,,KZNS,18.0
2014,PT,U,,KZNS,33.4
2015,PT,U,,KZNS,34.1
2016,PT,U,,KZNS,34.6
2017,PT,U,,KZNS,32.7
2018,PT,U,,KZNS,21.2
2010,PT,U,,KZALA,18.7
2011,PT,U,,KZALA,20.2
2012,PT,U,,KZALA,18.7
2013,PT,U,,KZALA,17.5
2014,PT,U,,KZALA,15.6
2015,PT,U,,KZALA,12.7
2016,PT,U,,KZALA,25.3
2017,PT,U,,KZALA,24.2
2018,PT,U,,KZALA,24.7
2018,PT,U,,KZSHY,26.9
2010,PT,U,M,,30.7
2011,PT,U,M,,32.0
2012,PT,U,M,,32.4
2013,PT,U,M,,31.2
2014,PT,U,M,,34.8
2015,PT,U,M,,36.2
2016,PT,U,M,,38.2
2017,PT,U,M,,40.8
2018,PT,U,M,,41.1
2010,PT,U,M,KZAKM,33.2
2011,PT,U,M,KZAKM,38.5
2012,PT,U,M,KZAKM,46.7
2013,PT,U,M,KZAKM,47.0
2014,PT,U,M,KZAKM,41.8
2015,PT,U,M,KZAKM,50.7
2016,PT,U,M,KZAKM,46.9
2017,PT,U,M,KZAKM,43.9
2018,PT,U,M,KZAKM,42.6
2010,PT,U,M,KZAKT,33.3
2011,PT,U,M,KZAKT,45.7
2012,PT,U,M,KZAKT,38.9
2013,PT,U,M,KZAKT,41.6
2014,PT,U,M,KZAKT,66.2
2015,PT,U,M,KZAKT,51.1
2016,PT,U,M,KZAKT,58.7
2017,PT,U,M,KZAKT,55.1
2018,PT,U,M,KZAKT,58.7
2010,PT,U,M,KZALM,15.1
2011,PT,U,M,KZALM,25.7
2012,PT,U,M,KZALM,23.2
2013,PT,U,M,KZALM,21.5
2014,PT,U,M,KZALM,31.6
2015,PT,U,M,KZALM,30.3
2016,PT,U,M,KZALM,29.3
2017,PT,U,M,KZALM,34.6
2018,PT,U,M,KZALM,42.8
2010,PT,U,M,KZATY,40.3
2011,PT,U,M,KZATY,41.2
2012,PT,U,M,KZATY,32.8
2013,PT,U,M,KZATY,31.4
2014,PT,U,M,KZATY,32.8
2015,PT,U,M,KZATY,53.4
2016,PT,U,M,KZATY,34.9
2017,PT,U,M,KZATY,45.5
2018,PT,U,M,KZATY,37.6
2010,PT,U,M,KZZAP,37.5
2011,PT,U,M,KZZAP,38.3
2012,PT,U,M,KZZAP,56.9
2013,PT,U,M,KZZAP,43.0
2014,PT,U,M,KZZAP,40.5
2015,PT,U,M,KZZAP,42.3
2016,PT,U,M,KZZAP,47.5
2017,PT,U,M,KZZAP,44.8
2018,PT,U,M,KZZAP,50.2
2010,PT,U,M,KZZHA,44.9
2011,PT,U,M,KZZHA,44.2
2012,PT,U,M,KZZHA,29.2
2013,PT,U,M,KZZHA,51.7
2014,PT,U,M,KZZHA,25.2
2015,PT,U,M,KZZHA,33.7
2016,PT,U,M,KZZHA,45.1
2017,PT,U,M,KZZHA,33.7
2018,PT,U,M,KZZHA,37.7
2010,PT,U,M,KZKAR,32.5
2011,PT,U,M,KZKAR,31.2
2012,PT,U,M,KZKAR,30.2
2013,PT,U,M,KZKAR,28.1
2014,PT,U,M,KZKAR,36.4
2015,PT,U,M,KZKAR,36.1
2016,PT,U,M,KZKAR,41.2
2017,PT,U,M,KZKAR,45.6
2018,PT,U,M,KZKAR,48.3
2010,PT,U,M,KZKUS,32.4
2011,PT,U,M,KZKUS,40.7
2012,PT,U,M,KZKUS,42.5
2013,PT,U,M,KZKUS,38.2
2014,PT,U,M,KZKUS,41.9
2015,PT,U,M,KZKUS,51.0
2016,PT,U,M,KZKUS,51.6
2017,PT,U,M,KZKUS,52.1
2018,PT,U,M,KZKUS,59.1
2010,PT,U,M,KZKZY,21.9
2011,PT,U,M,KZKZY,22.0
2012,PT,U,M,KZKZY,25.6
2013,PT,U,M,KZKZY,30.7
2014,PT,U,M,KZKZY,44.3
2015,PT,U,M,KZKZY,34.4
2016,PT,U,M,KZKZY,41.1
2017,PT,U,M,KZKZY,47.6
2018,PT,U,M,KZKZY,47.2
2010,PT,U,M,KZMAN,50.1
2011,PT,U,M,KZMAN,43.9
2012,PT,U,M,KZMAN,45.8
2013,PT,U,M,KZMAN,32.6
2014,PT,U,M,KZMAN,41.8
2015,PT,U,M,KZMAN,65.5
2016,PT,U,M,KZMAN,63.3
2017,PT,U,M,KZMAN,72.2
2018,PT,U,M,KZMAN,64.0
2010,PT,U,M,KZONT,20.3
2011,PT,U,M,KZONT,19.6
2012,PT,U,M,KZONT,28.7
2013,PT,U,M,KZONT,24.8
2014,PT,U,M,KZONT,27.1
2015,PT,U,M,KZONT,34.8
2016,PT,U,M,KZONT,20.9
2017,PT,U,M,KZONT,31.1
2010,PT,U,M,KZPAV,40.6
2011,PT,U,M,KZPAV,45.6
2012,PT,U,M,KZPAV,44.3
2013,PT,U,M,KZPAV,50.0
2014,PT,U,M,KZPAV,49.7
2015,PT,U,M,KZPAV,60.3
2016,PT,U,M,KZPAV,48.9
2017,PT,U,M,KZPAV,56.4
2018,PT,U,M,KZPAV,62.9
2010,PT,U,M,KZSEV,28.0
2011,PT,U,M,KZSEV,43.2
2012,PT,U,M,KZSEV,50.8
2013,PT,U,M,KZSEV,44.0
2014,PT,U,M,KZSEV,45.4
2015,PT,U,M,KZSEV,44.1
2016,PT,U,M,KZSEV,32.6
2017,PT,U,M,KZSEV,47.3
2018,PT,U,M,KZSEV,54.3
2018,PT,U,M,KZYUZ,41.9
2010,PT,U,M,KZVOS,35.7
2011,PT,U,M,KZVOS,33.4
2012,PT,U,M,KZVOS,41.3
2013,PT,U,M,KZVOS,42.0
2014,PT,U,M,KZVOS,42.5
2015,PT,U,M,KZVOS,43.6
2016,PT,U,M,KZVOS,39.0
2017,PT,U,M,KZVOS,55.6
2018,PT,U,M,KZVOS,58.4
2010,PT,U,M,KZNS,36.2
2011,PT,U,M,KZNS,23.6
2012,PT,U,M,KZNS,26.9
2013,PT,U,M,KZNS,19.4
2014,PT,U,M,KZNS,32.5
