Year,UNIT_MEASURE,REF_AREA,URBANISATION,SEX,AGE,Value
2016,PT,KZALA,,,Y45T54,4.6
2016,PT,KZALA,,,Y55T64,6.7
2017,PT,,,,,4.9
2017,PT,KZAKM,,,,4.8
2017,PT,KZAKT,,,,4.8
2017,PT,KZALM,,,,4.7
2017,PT,KZATY,,,,4.9
2017,PT,KZZAP,,,,4.9
2017,PT,KZZHA,,,,4.9
2017,PT,KZKAR,,,,4.8
2017,PT,KZKUS,,,,4.8
2017,PT,KZKZY,,,,4.8
2017,PT,KZMAN,,,,4.9
2017,PT,KZONT,,,,5.2
2017,PT,KZPAV,,,,4.8
2017,PT,KZSEV,,,,4.9
2017,PT,KZVOS,,,,4.8
2017,PT,KZNS,,,,4.6
2017,PT,KZALA,,,,5.3
2017,PT,,,M,,4.4
2017,PT,KZAKM,,M,,5.0
2017,PT,KZAKT,,M,,4.8
2017,PT,KZALM,,M,,3.5
2017,PT,KZATY,,M,,4.9
2017,PT,KZZAP,,M,,4.5
2017,PT,KZZHA,,M,,4.5
2017,PT,KZKAR,,M,,4.0
2017,PT,KZKUS,,M,,4.6
2017,PT,KZKZY,,M,,4.6
2017,PT,KZMAN,,M,,3.0
2017,PT,KZONT,,M,,4.6
2017,PT,KZPAV,,M,,4.7
2017,PT,KZSEV,,M,,5.3
2017,PT,KZVOS,,M,,4.7
2017,PT,KZNS,,M,,4.6
2017,PT,KZALA,,M,,4.2
2017,PT,,,F,,5.4
2017,PT,KZAKM,,F,,4.6
2017,PT,KZAKT,,F,,4.8
2017,PT,KZALM,,F,,6.0
2017,PT,KZATY,,F,,5.0
2017,PT,KZZAP,,F,,5.3
2017,PT,KZZHA,,F,,5.3
2017,PT,KZKAR,,F,,5.6
2017,PT,KZKUS,,F,,5.1
2017,PT,KZKZY,,F,,5.1
2017,PT,KZMAN,,F,,7.1
2017,PT,KZONT,,F,,5.9
2017,PT,KZPAV,,F,,4.9
2017,PT,KZSEV,,F,,4.4
2017,PT,KZVOS,,F,,5.0
2017,PT,KZNS,,F,,4.6
2017,PT,KZALA,,F,,6.2
2017,PT,,U,,,5.2
2017,PT,KZAKM,U,,,4.5
2017,PT,KZAKT,U,,,5.0
2017,PT,KZALM,U,,,4.3
2017,PT,KZATY,U,,,5.0
2017,PT,KZZAP,U,,,5.0
2017,PT,KZZHA,U,,,5.8
2017,PT,KZKAR,U,,,5.2
2017,PT,KZKUS,U,,,5.6
2017,PT,KZKZY,U,,,4.6
2017,PT,KZMAN,U,,,5.0
2017,PT,KZONT,U,,,5.5
2017,PT,KZPAV,U,,,5.2
2017,PT,KZSEV,U,,,4.8
2017,PT,KZVOS,U,,,5.1
2017,PT,KZNS,U,,,4.8
2017,PT,KZALA,U,,,5.6
2017,PT,,R,,,5.1
2017,PT,KZAKM,R,,,5.5
2017,PT,KZAKT,R,,,5.2
2017,PT,KZALM,R,,,5.2
2017,PT,KZATY,R,,,5.4
2017,PT,KZZAP,R,,,5.2
2017,PT,KZZHA,R,,,4.7
2017,PT,KZKAR,R,,,4.1
2017,PT,KZKUS,R,,,4.5
2017,PT,KZKZY,R,,,5.5
2017,PT,KZMAN,R,,,5.2
2017,PT,KZONT,R,,,5.4
2017,PT,KZPAV,R,,,4.6
2017,PT,KZSEV,R,,,5.4
2017,PT,KZVOS,R,,,4.9
2017,PT,,,,Y16T24,3.8
2017,PT,,,,M25T28,4.0
2017,PT,,,,M29T34,6.7
2017,PT,,,,Y35T44,4.6
2017,PT,,,,Y45T54,4.6
2017,PT,,,,Y55T64,5.2
2017,PT,KZAKM,,,Y16T24,2.9
2017,PT,KZAKM,,,M25T28,3.1
2017,PT,KZAKM,,,M29T34,4.4
2017,PT,KZAKM,,,Y35T44,6.3
2017,PT,KZAKM,,,Y45T54,6.7
2017,PT,KZAKM,,,Y55T64,3.9
2017,PT,KZAKT,,,Y16T24,2.5
2017,PT,KZAKT,,,M25T28,3.2
2017,PT,KZAKT,,,M29T34,7.0
2017,PT,KZAKT,,,Y35T44,5.0
2017,PT,KZAKT,,,Y45T54,4.0
2017,PT,KZAKT,,,Y55T64,6.0
2017,PT,KZALM,,,Y16T24,3.2
2017,PT,KZALM,,,M25T28,2.7
2017,PT,KZALM,,,M29T34,9.8
2017,PT,KZALM,,,Y35T44,4.9
2017,PT,KZALM,,,Y45T54,2.8
2017,PT,KZALM,,,Y55T64,2.3
2017,PT,KZATY,,,Y16T24,1.5
2017,PT,KZATY,,,M25T28,2.9
2017,PT,KZATY,,,M29T34,8.5
2017,PT,KZATY,,,Y35T44,4.6
2017,PT,KZATY,,,Y45T54,5.2
2017,PT,KZATY,,,Y55T64,6.1
2017,PT,KZZAP,,,Y16T24,4.0
2017,PT,KZZAP,,,M25T28,3.9
2017,PT,KZZAP,,,M29T34,5.7
2017,PT,KZZAP,,,Y35T44,5.3
2017,PT,KZZAP,,,Y45T54,4.5
2017,PT,KZZAP,,,Y55T64,5.5
2017,PT,KZZHA,,,Y16T24,2.8
2017,PT,KZZHA,,,M25T28,2.1
2017,PT,KZZHA,,,M29T34,10.4
2017,PT,KZZHA,,,Y35T44,4.7
2017,PT,KZZHA,,,Y45T54,5.4
2017,PT,KZZHA,,,Y55T64,6.2
2017,PT,KZKAR,,,Y16T24,5.8
2017,PT,KZKAR,,,M25T28,4.2
2017,PT,KZKAR,,,M29T34,4.5
2017,PT,KZKAR,,,Y35T44,4.6
2017,PT,KZKAR,,,Y45T54,4.5
2017,PT,KZKAR,,,Y55T64,6.1
2017,PT,KZKUS,,,Y16T24,3.1
2017,PT,KZKUS,,,M25T28,2.9
2017,PT,KZKUS,,,M29T34,10.3
2017,PT,KZKUS,,,Y35T44,5.5
2017,PT,KZKUS,,,Y45T54,2.5
2017,PT,KZKUS,,,Y55T64,2.1
2017,PT,KZKZY,,,Y16T24,5.3
2017,PT,KZKZY,,,M25T28,3.0
2017,PT,KZKZY,,,M29T34,8.9
2017,PT,KZKZY,,,Y35T44,4.5
2017,PT,KZKZY,,,Y45T54,2.9
2017,PT,KZKZY,,,Y55T64,3.0
2017,PT,KZMAN,,,Y16T24,4.0
2017,PT,KZMAN,,,M25T28,3.6
2017,PT,KZMAN,,,M29T34,5.7
2017,PT,KZMAN,,,Y35T44,5.8
2017,PT,KZMAN,,,Y45T54,4.7
2017,PT,KZMAN,,,Y55T64,2.8
2017,PT,KZONT,,,Y16T24,3.5
2017,PT,KZONT,,,M25T28,4.7
2017,PT,KZONT,,,M29T34,7.0
2017,PT,KZONT,,,Y35T44,4.7
2017,PT,KZONT,,,Y45T54,3.8
2017,PT,KZONT,,,Y55T64,8.8
2017,PT,KZPAV,,,Y16T24,3.1
2017,PT,KZPAV,,,M25T28,3.4
2017,PT,KZPAV,,,M29T34,5.6
2017,PT,KZPAV,,,Y35T44,4.1
2017,PT,KZPAV,,,Y45T54,6.6
2017,PT,KZPAV,,,Y55T64,3.9
2017,PT,KZSEV,,,Y16T24,4.2
2017,PT,KZSEV,,,M25T28,1.4
2017,PT,KZSEV,,,M29T34,6.6
2017,PT,KZSEV,,,Y35T44,5.0
2017,PT,KZSEV,,,Y45T54,6.6
2017,PT,KZSEV,,,Y55T64,3.4
2017,PT,KZVOS,,,Y16T24,3.1
2017,PT,KZVOS,,,M25T28,4.5
2017,PT,KZVOS,,,M29T34,6.4
2017,PT,KZVOS,,,Y35T44,4.0
2017,PT,KZVOS,,,Y45T54,4.2
2017,PT,KZVOS,,,Y55T64,6.6
2017,PT,KZNS,,,Y16T24,4.7
2017,PT,KZNS,,,M25T28,4.3
2017,PT,KZNS,,,M29T34,1.6
2017,PT,KZNS,,,Y35T44,3.2
2017,PT,KZNS,,,Y45T54,9.3
2017,PT,KZNS,,,Y55T64,8.6
2017,PT,KZALA,,,Y16T24,5.3
2017,PT,KZALA,,,M25T28,8.4
2017,PT,KZALA,,,M29T34,5.3
2017,PT,KZALA,,,Y35T44,3.4
2017,PT,KZALA,,,Y45T54,5.0
2017,PT,KZALA,,,Y55T64,7.6
2018,PT,,,,,4.9
2018,PT,KZAKM,,,,4.8
2018,PT,KZAKT,,,,4.8
2018,PT,KZALM,,,,4.7
2018,PT,KZATY,,,,4.9
2018,PT,KZZAP,,,,4.9
2018,PT,KZZHA,,,,4.9
2018,PT,KZKAR,,,,4.6
2018,PT,KZKUS,,,,4.8
2018,PT,KZKZY,,,,4.8
2018,PT,KZMAN,,,,4.8
2018,PT,KZPAV,,,,4.8
2018,PT,KZSEV,,,,4.9
2018,PT,KZYUZ,,,,5.2
2018,PT,KZVOS,,,,4.8
2018,PT,KZNS,,,,4.5
2018,PT,KZALA,,,,5.2
2018,PT,KZSHY,,,,5.2
2018,PT,,,M,,4.3
2018,PT,KZAKM,,M,,4.8
2018,PT,KZAKT,,M,,4.6
2018,PT,KZALM,,M,,3.2
2018,PT,KZATY,,M,,4.9
2018,PT,KZZAP,,M,,4.5
2018,PT,KZZHA,,M,,4.8
2018,PT,KZKAR,,M,,3.4
2018,PT,KZKUS,,M,,4.7
2018,PT,KZKZY,,M,,4.7
2018,PT,KZMAN,,M,,2.8
2018,PT,KZPAV,,M,,4.7
2018,PT,KZSEV,,M,,5.0
2018,PT,KZYUZ,,M,,4.6
2018,PT,KZVOS,,M,,4.7
2018,PT,KZNS,,M,,4.4
2018,PT,KZALA,,M,,4.1
2018,PT,KZSHY,,M,,5.5
2018,PT,,,F,,5.4
2018,PT,KZAKM,,F,,4.7
2018,PT,KZAKT,,F,,5.0
2018,PT,KZALM,,F,,6.2
2018,PT,KZATY,,F,,4.9
2018,PT,KZZAP,,F,,5.3
2018,PT,KZZHA,,F,,5.0
2018,PT,KZKAR,,F,,5.9
2018,PT,KZKUS,,F,,4.9
2018,PT,KZKZY,,F,,4.9
2018,PT,KZMAN,,F,,7.0
2018,PT,KZPAV,,F,,4.8
2018,PT,KZSEV,,F,,4.7
2018,PT,KZYUZ,,F,,5.8
2018,PT,KZVOS,,F,,5.0
2018,PT,KZNS,,F,,4.6
2018,PT,KZALA,,F,,6.2
2018,PT,KZSHY,,F,,4.9
2018,PT,,U,,,4.9
2018,PT,KZAKM,U,,,4.4
2018,PT,KZAKT,U,,,4.7
2018,PT,KZALM,U,,,5.2
2018,PT,KZATY,U,,,4.9
2018,PT,KZZAP,U,,,4.7
2018,PT,KZZHA,U,,,5.5
2018,PT,KZKAR,U,,,4.8
2018,PT,KZKUS,U,,,5.2
2018,PT,KZKZY,U,,,4.6
2018,PT,KZMAN,U,,,4.9
2018,PT,KZPAV,U,,,4.9
2018,PT,KZSEV,U,,,4.6
2018,PT,KZYUZ,U,,,5.5
2018,PT,KZVOS,U,,,4.8
2018,PT,KZNS,U,,,4.5
2018,PT,KZALA,U,,,5.2
2018,PT,KZSHY,U,,,5.2
2018,PT,,R,,,4.8
2018,PT,KZAKM,R,,,5.2
2018,PT,KZAKT,R,,,5.2
2018,PT,KZALM,R,,,4.5
2018,PT,KZATY,R,,,4.9
2018,PT,KZZAP,R,,,5.1
2018,PT,KZZHA,R,,,4.5
2018,PT,KZKAR,R,,,3.7
2018,PT,KZKUS,R,,,4.4
2018,PT,KZKZY,R,,,4.9
2018,PT,KZMAN,R,,,4.8
2018,PT,KZPAV,R,,,4.4
2018,PT,KZSEV,R,,,5.0
2018,PT,KZYUZ,R,,,5.1
2018,PT,KZVOS,R,,,4.9
2018,PT,,,,Y16T24,3.7
2018,PT,,,,M25T28,4.0
2018,PT,,,,M29T34,7.0
2018,PT,,,,Y35T44,4.3
2018,PT,,,,Y45T54,4.2
2018,PT,,,,Y55T64,5.6
2018,PT,KZAKM,,,Y16T24,2.9
2018,PT,KZAKM,,,M25T28,2.9
2018,PT,KZAKM,,,M29T34,5.5
2018,PT,KZAKM,,,Y35T44,5.9
2018,PT,KZAKM,,,Y45T54,6.0
2018,PT,KZAKM,,,Y55T64,3.8
2018,PT,KZAKT,,,Y16T24,2.9
2018,PT,KZAKT,,,M25T28,2.9
2018,PT,KZAKT,,,M29T34,5.6
2018,PT,KZAKT,,,Y35T44,5.2
2018,PT,KZAKT,,,Y45T54,4.9
2018,PT,KZAKT,,,Y55T64,5.2
2018,PT,KZALM,,,Y16T24,3.3
2018,PT,KZALM,,,M25T28,2.6
2018,PT,KZALM,,,M29T34,7.9
2018,PT,KZALM,,,Y35T44,3.4
2018,PT,KZALM,,,Y45T54,2.6
2018,PT,KZALM,,,Y55T64,9.7
2018,PT,KZATY,,,Y16T24,1.6
2018,PT,KZATY,,,M25T28,3.1
2018,PT,KZATY,,,M29T34,6.0
2018,PT,KZATY,,,Y35T44,5.0
2018,PT,KZATY,,,Y45T54,5.7
2018,PT,KZATY,,,Y55T64,7.2
2018,PT,KZZAP,,,Y16T24,3.9
2018,PT,KZZAP,,,M25T28,3.8
2018,PT,KZZAP,,,M29T34,6.1
2018,PT,KZZAP,,,Y35T44,4.7
2018,PT,KZZAP,,,Y45T54,4.7
2018,PT,KZZAP,,,Y55T64,5.9
2018,PT,KZZHA,,,Y16T24,2.9
2018,PT,KZZHA,,,M25T28,2.9
2018,PT,KZZHA,,,M29T34,7.5
2018,PT,KZZHA,,,Y35T44,5.4
2018,PT,KZZHA,,,Y45T54,4.0
2018,PT,KZZHA,,,Y55T64,7.0
2018,PT,KZKAR,,,Y16T24,5.7
2018,PT,KZKAR,,,M25T28,4.2
2018,PT,KZKAR,,,M29T34,3.7
2018,PT,KZKAR,,,Y35T44,3.8
2018,PT,KZKAR,,,Y45T54,4.8
2018,PT,KZKAR,,,Y55T64,7.4
2018,PT,KZKUS,,,Y16T24,3.0
2018,PT,KZKUS,,,M25T28,3.2
2018,PT,KZKUS,,,M29T34,10.0
2018,PT,KZKUS,,,Y35T44,6.0
2018,PT,KZKUS,,,Y45T54,2.7
2018,PT,KZKUS,,,Y55T64,1.7
2018,PT,KZKZY,,,Y16T24,4.5
2018,PT,KZKZY,,,M25T28,3.8
2018,PT,KZKZY,,,M29T34,5.7
2018,PT,KZKZY,,,Y35T44,4.8
2018,PT,KZKZY,,,Y45T54,5.4
2018,PT,KZKZY,,,Y55T64,3.2
2018,PT,KZMAN,,,Y16T24,3.2
2018,PT,KZMAN,,,M25T28,2.7
2018,PT,KZMAN,,,M29T34,6.6
2018,PT,KZMAN,,,Y35T44,6.1
2018,PT,KZMAN,,,Y45T54,3.7
2018,PT,KZMAN,,,Y55T64,3.2
2018,PT,KZPAV,,,Y16T24,3.2
2018,PT,KZPAV,,,M25T28,3.9
2018,PT,KZPAV,,,M29T34,6.2
2018,PT,KZPAV,,,Y35T44,4.7
2018,PT,KZPAV,,,Y45T54,4.5
2018,PT,KZPAV,,,Y55T64,4.6
2018,PT,KZSEV,,,Y16T24,4.0
2018,PT,KZSEV,,,M25T28,2.3
2018,PT,KZSEV,,,M29T34,6.0
2018,PT,KZSEV,,,Y35T44,5.4
2018,PT,KZSEV,,,Y45T54,6.3
2018,PT,KZSEV,,,Y55T64,3.3
2018,PT,KZYUZ,,,Y16T24,2.1
2018,PT,KZYUZ,,,M25T28,4.0
2018,PT,KZYUZ,,,M29T34,8.4
2018,PT,KZYUZ,,,Y35T44,4.4
2018,PT,KZYUZ,,,Y45T54,4.5
2018,PT,KZYUZ,,,Y55T64,4.8
2018,PT,KZVOS,,,Y16T24,3.7
2018,PT,KZVOS,,,M25T28,3.9
2018,PT,KZVOS,,,M29T34,9.7
2018,PT,KZVOS,,,Y35T44,3.9
2018,PT,KZVOS,,,Y45T54,3.2
2018,PT,KZVOS,,,Y55T64,5.2
2018,PT,KZNS,,,Y16T24,4.5
2018,PT,KZNS,,,M25T28,4.6
2018,PT,KZNS,,,M29T34,6.9
2018,PT,KZNS,,,Y35T44,3.1
2018,PT,KZNS,,,Y45T54,3.2
2018,PT,KZNS,,,Y55T64,4.3
2018,PT,KZALA,,,Y16T24,5.2
2018,PT,KZALA,,,M25T28,8.0
2018,PT,KZALA,,,M29T34,6.5
2018,PT,KZALA,,,Y35T44,3.1
2018,PT,KZALA,,,Y45T54,4.7
2018,PT,KZALA,,,Y55T64,5.7
2018,PT,KZSHY,,,Y16T24,3.7
2018,PT,KZSHY,,,M25T28,4.5
2018,PT,KZSHY,,,M29T34,7.7
2018,PT,KZSHY,,,Y35T44,2.8
2018,PT,KZSHY,,,Y45T54,4.7
2018,PT,KZSHY,,,Y55T64,8.8
2019,PT,,,,,4.8
2019,PT,KZAKM,,,,4.7
2019,PT,KZAKT,,,,4.8
2019,PT,KZALM,,,,4.6
2019,PT,KZATY,,,,4.8
2019,PT,KZZAP,,,,4.8
2019,PT,KZZHA,,,,4.8
2019,PT,KZKAR,,,,4.4
2019,PT,KZKUS,,,,4.7
2019,PT,KZKZY,,,,4.8
2019,PT,KZMAN,,,,4.8
2019,PT,KZPAV,,,,4.7
2019,PT,KZSEV,,,,4.8
2019,PT,KZYUZ,,,,5.1
2019,PT,KZVOS,,,,4.8
2019,PT,KZNS,,,,4.4
2019,PT,KZALA,,,,5.1
2019,PT,KZSHY,,,,5.1
2019,PT,,,M,,4.3
2019,PT,KZAKM,,M,,4.7
2019,PT,KZAKT,,M,,5.2
2019,PT,KZALM,,M,,3.3
2019,PT,KZATY,,M,,4.8
2019,PT,KZZAP,,M,,4.6
2019,PT,KZZHA,,M,,4.6
2019,PT,KZKAR,,M,,3.3
2019,PT,KZKUS,,M,,4.6
2019,PT,KZKZY,,M,,4.8
2019,PT,KZMAN,,M,,3.3
2019,PT,KZPAV,,M,,4.6
2019,PT,KZSEV,,M,,5.0
2019,PT,KZYUZ,,M,,4.7
2019,PT,KZVOS,,M,,4.3
2019,PT,KZNS,,M,,4.2
2019,PT,KZALA,,M,,4.3
2019,PT,KZSHY,,M,,4.9
2019,PT,,,F,,5.3
2019,PT,KZAKM,,F,,4.8
2019,PT,KZAKT,,F,,4.3
2019,PT,KZALM,,F,,5.9
2019,PT,KZATY,,F,,4.9
2019,PT,KZZAP,,F,,5.1
2019,PT,KZZHA,,F,,5.0
2019,PT,KZKAR,,F,,5.6
2019,PT,KZKUS,,F,,4.8
2019,PT,KZKZY,,F,,4.9
2019,PT,KZMAN,,F,,6.6
2019,PT,KZPAV,,F,,4.8
2019,PT,KZSEV,,F,,4.6
2019,PT,KZYUZ,,F,,5.5
2019,PT,KZVOS,,F,,5.4
2019,PT,KZNS,,F,,4.6
2019,PT,KZALA,,F,,5.8
2019,PT,KZSHY,,F,,5.4
2019,PT,,U,,,4.8
2019,PT,KZAKM,U,,,4.3
2019,PT,KZAKT,U,,,4.7
2019,PT,KZALM,U,,,5.0
2019,PT,KZATY,U,,,4.5
2019,PT,KZZAP,U,,,4.8
2019,PT,KZZHA,U,,,5.3
2019,PT,KZKAR,U,,,4.6
2019,PT,KZKUS,U,,,5.2
2019,PT,KZKZY,U,,,4.6
2019,PT,KZMAN,U,,,4.7
2019,PT,KZPAV,U,,,4.8
2019,PT,KZSEV,U,,,4.7
2019,PT,KZYUZ,U,,,4.6
2019,PT,KZVOS,U,,,4.6
2019,PT,KZNS,U,,,4.4
2019,PT,KZALA,U,,,5.1
2019,PT,KZSHY,U,,,5.1
2019,PT,,R,,,4.8
2019,PT,KZAKM,R,,,5.1
2019,PT,KZAKT,R,,,4.9
2019,PT,KZALM,R,,,4.5
2019,PT,KZATY,R,,,5.2
2019,PT,KZZAP,R,,,4.9
2019,PT,KZZHA,R,,,4.4
2019,PT,KZKAR,R,,,3.6
2019,PT,KZKUS,R,,,4.3
2019,PT,KZKZY,R,,,5.0
2019,PT,KZMAN,R,,,4.9
2019,PT,KZPAV,R,,,4.3
2019,PT,KZSEV,R,,,5.0
2019,PT,KZYUZ,R,,,5.2
2019,PT,KZVOS,R,,,5.2
2019,PT,,,,Y16T24,3.6
2019,PT,,,,M25T28,3.9
2019,PT,,,,M29T34,6.7
2019,PT,,,,Y35T44,4.5
2019,PT,,,,Y45T54,4.3
2019,PT,,,,Y55T64,5.1
2019,PT,KZAKM,,,Y16T24,2.9
2019,PT,KZAKM,,,M25T28,3.0
2019,PT,KZAKM,,,M29T34,6.2
2019,PT,KZAKM,,,Y35T44,5.7
2019,PT,KZAKM,,,Y45T54,5.9
2019,PT,KZAKM,,,Y55T64,3.0
2019,PT,KZAKT,,,Y16T24,3.6
2019,PT,KZAKT,,,M25T28,3.0
2019,PT,KZAKT,,,M29T34,6.0
2019,PT,KZAKT,,,Y35T44,4.1
2019,PT,KZAKT,,,Y45T54,4.6
2019,PT,KZAKT,,,Y55T64,6.9
2019,PT,KZALM,,,Y16T24,3.2
2019,PT,KZALM,,,M25T28,2.6
2019,PT,KZALM,,,M29T34,6.8
2019,PT,KZALM,,,Y35T44,3.6
2019,PT,KZALM,,,Y45T54,2.2
2019,PT,KZALM,,,Y55T64,11.1
2019,PT,KZATY,,,Y16T24,1.6
2019,PT,KZATY,,,M25T28,3.4
2019,PT,KZATY,,,M29T34,7.5
2019,PT,KZATY,,,Y35T44,4.9
2019,PT,KZATY,,,Y45T54,5.1
2019,PT,KZATY,,,Y55T64,4.9
2019,PT,KZZAP,,,Y16T24,3.8
2019,PT,KZZAP,,,M25T28,3.8
2019,PT,KZZAP,,,M29T34,6.6
2019,PT,KZZAP,,,Y35T44,4.3
2019,PT,KZZAP,,,Y45T54,4.6
2019,PT,KZZAP,,,Y55T64,6.0
2019,PT,KZZHA,,,Y16T24,2.7
2019,PT,KZZHA,,,M25T28,2.9
2019,PT,KZZHA,,,M29T34,7.6
2019,PT,KZZHA,,,Y35T44,4.6
2019,PT,KZZHA,,,Y45T54,5.1
2019,PT,KZZHA,,,Y55T64,5.8
2019,PT,KZKAR,,,Y16T24,5.5
2019,PT,KZKAR,,,M25T28,4.2
2019,PT,KZKAR,,,M29T34,4.4
2019,PT,KZKAR,,,Y35T44,4.2
2019,PT,KZKAR,,,Y45T54,4.6
2019,PT,KZKAR,,,Y55T64,4.4
2019,PT,KZKUS,,,Y16T24,3.1
2019,PT,KZKUS,,,M25T28,3.5
2019,PT,KZKUS,,,M29T34,9.2
2019,PT,KZKUS,,,Y35T44,5.0
2019,PT,KZKUS,,,Y45T54,4.3
2019,PT,KZKUS,,,Y55T64,1.4
2019,PT,KZKZY,,,Y16T24,4.5
2019,PT,KZKZY,,,M25T28,3.8
2019,PT,KZKZY,,,M29T34,8.5
2019,PT,KZKZY,,,Y35T44,4.2
2019,PT,KZKZY,,,Y45T54,3.9
2019,PT,KZKZY,,,Y55T64,2.1
2019,PT,KZMAN,,,Y16T24,4.5
2019,PT,KZMAN,,,M25T28,2.7
2019,PT,KZMAN,,,M29T34,5.2
2019,PT,KZMAN,,,Y35T44,6.1
2019,PT,KZMAN,,,Y45T54,5.4
2019,PT,KZMAN,,,Y55T64,2.4
2019,PT,KZPAV,,,Y16T24,2.6
2019,PT,KZPAV,,,M25T28,3.2
2019,PT,KZPAV,,,M29T34,6.6
2019,PT,KZPAV,,,Y35T44,4.8
2019,PT,KZPAV,,,Y45T54,4.7
2019,PT,KZPAV,,,Y55T64,4.5
2019,PT,KZSEV,,,Y16T24,3.6
2019,PT,KZSEV,,,M25T28,2.6
2019,PT,KZSEV,,,M29T34,6.8
2019,PT,KZSEV,,,Y35T44,4.7
2019,PT,KZSEV,,,Y45T54,5.6
2019,PT,KZSEV,,,Y55T64,3.8
2019,PT,KZYUZ,,,Y16T24,2.3
2019,PT,KZYUZ,,,M25T28,3.9
2019,PT,KZYUZ,,,M29T34,8.9
2019,PT,KZYUZ,,,Y35T44,4.6
2019,PT,KZYUZ,,,Y45T54,3.8
2019,PT,KZYUZ,,,Y55T64,3.3
2019,PT,KZVOS,,,Y16T24,3.5
2019,PT,KZVOS,,,M25T28,3.9
2019,PT,KZVOS,,,M29T34,6.8
2019,PT,KZVOS,,,Y35T44,4.9
2019,PT,KZVOS,,,Y45T54,3.7
2019,PT,KZVOS,,,Y55T64,6.8
2019,PT,KZNS,,,Y16T24,4.6
2019,PT,KZNS,,,M25T28,4.4
2019,PT,KZNS,,,M29T34,3.2
2019,PT,KZNS,,,Y35T44,4.1
2019,PT,KZNS,,,Y45T54,7.1
2019,PT,KZNS,,,Y55T64,2.4
2019,PT,KZALA,,,Y16T24,5.0
2019,PT,KZALA,,,M25T28,7.4
2019,PT,KZALA,,,M29T34,7.1
2019,PT,KZALA,,,Y35T44,3.9
2019,PT,KZALA,,,Y45T54,3.7
2019,PT,KZALA,,,Y55T64,4.1
2019,PT,KZSHY,,,Y16T24,3.2
2019,PT,KZSHY,,,M25T28,4.3
2019,PT,KZSHY,,,M29T34,7.0
2019,PT,KZSHY,,,Y35T44,4.6
2019,PT,KZSHY,,,Y45T54,4.5
2019,PT,KZSHY,,,Y55T64,5.0
