Year,UNIT_MEASURE,REF_AREA,Value
2017,PT,KZMAN,72.41647648132042
2017,PT,KZPAV,88.05454092644861
2017,PT,KZSEV,0.3828046982738123
2017,PT,KZVOS,34.640379256127055
2017,PT,KZNS,100.0
2017,PT,KZALA,97.88913794963844
2018,PT,,71.5
2018,PT,KZAKM,77.00848063600925
2018,PT,KZAKT,90.89754971971676
2018,PT,KZALM,62.5
2018,PT,KZATY,42.54737179668563
2018,PT,KZZAP,91.4
2018,PT,KZZHA,18.31369434494384
2018,PT,KZKAR,58.4
2018,PT,KZKUS,39.07859332612867
2018,PT,KZKZY,95.43091273105397
2018,PT,KZMAN,75.65925994242386
2018,PT,KZPAV,88.88195554862222
2018,PT,KZSEV,0.3474615611855894
2018,PT,KZYUZ,55.434224293731575
2018,PT,KZVOS,34.9545329079355
2018,PT,KZNS,100.0
2018,PT,KZALA,98.1
2019,PT,,85.5
2019,PT,KZAKM,93.2
2019,PT,KZAKT,98.8
2019,PT,KZALM,63.8
2019,PT,KZATY,100.0
2019,PT,KZZAP,99.9
2019,PT,KZZHA,13.9
2019,PT,KZKAR,58.3
2019,PT,KZKUS,72.6
2019,PT,KZKZY,94.6
2019,PT,KZMAN,95.6
2019,PT,KZPAV,97.0
2019,PT,KZSEV,99.7
2019,PT,KZYUZ,92.4
2019,PT,KZVOS,97.5
2019,PT,KZNS,100.0
2019,PT,KZALA,99.6
2019,PT,KZSHY,89.6
