Year,UNIT_MEASURE,URBANISATION,SEX,REF_AREA,Value
2019,PT,,F,KZZHA,81.28538374689262
2019,PT,U,,KZZHA,76.80564140831339
2019,PT,U,M,KZZHA,74.9174899092389
2019,PT,U,F,KZZHA,78.47215558917962
2019,PT,R,,KZZHA,84.33081501949083
2019,PT,R,M,KZZHA,85.39749153512328
2019,PT,R,F,KZZHA,83.25308461392852
2019,PT,,,KZKAR,89.66930912758447
2019,PT,,M,KZKAR,90.03760236867475
2019,PT,,F,KZKAR,89.34224818069781
2019,PT,U,,KZKAR,90.0004303808364
2019,PT,U,M,KZKAR,90.3477750407356
2019,PT,U,F,KZKAR,89.70281018775326
2019,PT,R,,KZKAR,88.37113279272663
2019,PT,R,M,KZKAR,88.92695633724792
2019,PT,R,F,KZKAR,87.80352758028536
2019,PT,,,KZKUS,91.84251913312802
2019,PT,,M,KZKUS,92.57293091314682
2019,PT,,F,KZKUS,91.19136146633474
2019,PT,U,,KZKUS,95.58685144297196
2019,PT,U,M,KZKUS,95.60435676161524
2019,PT,U,F,KZKUS,95.5722646963532
2019,PT,R,,KZKUS,87.35132218470531
2019,PT,R,M,KZKUS,89.21005164745291
2019,PT,R,F,KZKUS,85.5550533088285
2019,PT,,,KZKZY,82.22601708272049
2019,PT,,M,KZKZY,80.79084543245607
2019,PT,,F,KZKZY,83.65614906687256
2019,PT,U,,KZKZY,86.49604702346518
2019,PT,U,M,KZKZY,84.11370265381419
2019,PT,U,F,KZKZY,88.74985847149212
2019,PT,R,,KZKZY,78.87415835899577
2019,PT,R,M,KZKZY,78.3011713585915
2019,PT,R,F,KZKZY,79.46889193817745
2019,PT,,,KZMAN,91.57749868877038
2019,PT,,M,KZMAN,92.14973329991491
2019,PT,,F,KZMAN,91.01787104469574
2019,PT,U,,KZMAN,94.53370247880466
2019,PT,U,M,KZMAN,95.27387710603698
2019,PT,U,F,KZMAN,93.8051508311102
2019,PT,R,,KZMAN,89.564875553
2019,PT,R,M,KZMAN,90.01109052904499
