Year,UNIT_MEASURE,URBANISATION,SEX,REF_AREA,Value
2014,PT,,,KZALM,54.5
2014,PT,,,KZATY,74.3
2014,PT,,,KZZAP,66.3
2014,PT,,,KZZHA,54.4
2014,PT,,,KZKAR,66.0
2014,PT,,,KZKUS,77.0
2014,PT,,,KZKZY,67.2
2014,PT,,,KZMAN,70.3
2014,PT,,,KZONT,48.6
2014,PT,,,KZPAV,69.3
2014,PT,,,KZSEV,70.3
2014,PT,,,KZVOS,67.1
2014,PT,,,KZNS,66.2
2014,PT,,,KZALA,71.0
2015,PT,,,,72.8660129673921
2015,PT,U,,,76.4
2015,PT,R,,,68.3
2015,PT,,M,,73.0
2015,PT,,F,,72.7
2015,PT,,,KZAKM,60.87720508246625
2015,PT,,,KZAKT,66.44451330706717
2015,PT,,,KZALM,81.16569074759364
2015,PT,,,KZATY,67.18603978001076
2015,PT,,,KZZAP,88.96409263894446
2015,PT,,,KZZHA,61.63541033184858
2015,PT,,,KZKAR,68.57217287058481
2015,PT,,,KZKUS,76.95433833512575
2015,PT,,,KZKZY,70.15136835083149
2015,PT,,,KZMAN,66.28088901165027
2015,PT,,,KZONT,68.3891287407668
2015,PT,,,KZPAV,81.15185175517124
2015,PT,,,KZSEV,67.76427730694405
2015,PT,,,KZVOS,68.09526354822975
2015,PT,,,KZNS,86.85082232392773
2015,PT,,,KZALA,81.91506991196272
2016,PT,,,,76.8
2016,PT,U,,,81.3
2016,PT,R,,,70.9
2016,PT,,M,,77.5
2016,PT,,F,,76.2
2016,PT,,,KZAKM,70.0
2016,PT,,,KZAKT,77.7
2016,PT,,,KZALM,81.4
2016,PT,,,KZATY,72.9
2016,PT,,,KZZAP,67.4
2016,PT,,,KZZHA,68.7
2016,PT,,,KZKAR,72.5
2016,PT,,,KZKUS,83.7
2016,PT,,,KZKZY,76.7
2016,PT,,,KZMAN,72.5
2016,PT,,,KZONT,75.4
2016,PT,,,KZPAV,80.3
2016,PT,,,KZSEV,74.8
2016,PT,,,KZVOS,74.5
2016,PT,,,KZNS,85.3
2016,PT,,,KZALA,84.3
2017,PT,,,,78.8
2017,PT,U,,,82.5
2017,PT,R,,,73.9
2017,PT,,M,,79.0
2017,PT,,F,,78.7
2017,PT,,,KZAKM,70.8
2017,PT,,,KZAKT,80.8
2017,PT,,,KZALM,84.5
2017,PT,,,KZATY,75.1
2017,PT,,,KZZAP,72.7
2017,PT,,,KZZHA,70.1
2017,PT,,,KZKAR,72.8
2017,PT,,,KZKUS,85.5
2017,PT,,,KZKZY,76.2
2017,PT,,,KZMAN,72.6
2017,PT,,,KZONT,79.0
2017,PT,,,KZPAV,82.1
2017,PT,,,KZSEV,75.7
2017,PT,,,KZVOS,77.4
2017,PT,,,KZNS,88.0
2017,PT,,,KZALA,84.1
2018,PT,,,,81.3
2018,PT,U,,,84.1
2018,PT,R,,,77.5
2018,PT,,M,,81.6
2018,PT,,F,,81.1
2018,PT,,,KZAKM,73.8
2018,PT,,,KZAKT,81.1
2018,PT,,,KZALM,85.3
2018,PT,,,KZATY,78.1
2018,PT,,,KZZAP,76.9
2018,PT,,,KZZHA,80.9
2018,PT,,,KZKAR,73.9
2018,PT,,,KZKUS,85.7
2018,PT,,,KZKZY,77.7
2018,PT,,,KZMAN,78.9
2018,PT,,,KZPAV,83.3
2018,PT,,,KZSEV,77.0
2018,PT,,,KZYUZ,84.8
2018,PT,,,KZVOS,79.2
2018,PT,,,KZNS,88.1
2018,PT,,,KZALA,84.3
2018,PT,,,KZSHY,80.0
2019,PT,,,,84.2
2019,PT,U,,,86.3
2019,PT,R,,,81.4
2019,PT,,M,,84.3
2019,PT,,F,,84.2
2019,PT,,,KZAKM,79.4
2019,PT,,,KZAKT,85.7
2019,PT,,,KZALM,85.4
2019,PT,,,KZATY,80.7
2019,PT,,,KZZAP,80.4
2019,PT,,,KZZHA,81.6
2019,PT,,,KZKAR,80.5
2019,PT,,,KZKUS,86.9
2019,PT,,,KZKZY,77.9
2019,PT,,,KZMAN,82.3
2019,PT,,,KZPAV,85.7
2019,PT,,,KZSEV,81.2
2019,PT,,,KZYUZ,89.6
2019,PT,,,KZVOS,81.7
2019,PT,,,KZNS,91.7
2019,PT,,,KZALA,87.7
2019,PT,,,KZSHY,80.1
